action,id,old_charter_id,new_charter_id,payment_id,amount,payment_date,payment_method,source
relink_via_payments,25336,,019742,24639,538.73,2025-04-01,unknown,fix_script
relink_via_payments,25342,,019206,24339,852.37,2024-12-31,unknown,fix_script
relink_via_payments,25343,,019019,24463,551.25,2025-02-13,unknown,fix_script
relink_via_payments,25347,,019701,24558,205.00,2025-03-07,unknown,fix_script
relink_via_payments,25349,,019533,24299,2640.00,2024-12-17,unknown,fix_script
relink_via_payments,25350,,015040,24667,175.00,2025-04-09,unknown,fix_script
relink_via_payments,25351,,019635,24475,207.50,2025-02-18,unknown,fix_script
relink_via_payments,25353,,019686,24690,205.00,2025-04-16,unknown,fix_script
relink_via_payments,25359,,019708,24550,288.56,2025-03-05,unknown,fix_script
relink_via_payments,25363,,016501,24700,205.00,2025-06-27,unknown,fix_script
relink_via_payments,25367,,019705,24547,367.71,2025-03-05,unknown,fix_script
relink_via_payments,25369,,017822,24706,120.00,2025-04-23,unknown,fix_script
relink_via_payments,25371,,019716,24717,832.00,2025-04-29,unknown,fix_script
relink_via_payments,25372,,019712,24640,538.73,2025-04-01,unknown,fix_script
relink_via_payments,25374,,014646,24673,205.00,2025-04-10,unknown,fix_script
relink_via_payments,25376,,017896,24725,250.50,2025-04-29,unknown,fix_script
relink_via_payments,25377,,019526,24342,560.12,2025-01-02,unknown,fix_script
relink_via_payments,25378,,019743,24657,90.19,2025-04-04,unknown,fix_script
relink_via_payments,25379,,019682,24574,140.00,2025-03-10,unknown,fix_script
relink_via_payments,25383,,019659,24500,75.00,2025-03-03,unknown,fix_script
relink_via_payments,25386,,015845,24606,401.38,2025-03-20,unknown,fix_script
relink_via_payments,25393,,019572,24349,900.00,2025-01-06,unknown,fix_script
relink_via_payments,25394,,019564,24327,525.00,2024-12-27,unknown,fix_script
relink_via_payments,25395,,019534,24305,100.00,2024-12-18,unknown,fix_script
relink_via_payments,25401,,019771,24791,175.00,2025-05-16,unknown,fix_script
relink_via_payments,25403,,019520,24462,729.45,2025-02-13,unknown,fix_script
relink_via_payments,25404,,019615,24421,660.28,2025-01-31,unknown,fix_script
relink_via_payments,25405,,019525,24343,175.00,2025-01-02,unknown,fix_script
relink_via_payments,25412,,019594,24381,164.39,2025-01-16,unknown,fix_script
relink_via_payments,25413,,019559,24423,117.48,2025-01-31,unknown,fix_script
unlink_bad_link,2846,001000,,2886,4.29,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_bad_link,3109,003453,,3106,0.06,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_bad_link,7088,006629,,7035,0.01,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_bad_link,7216,006799,,,0.01,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_bad_link,7479,006944,,,0.01,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_bad_link,16186,013755,,16226,225.00,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_bad_link,18017,014916,,18021,180.00,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_bad_link,24174,001000,,,50.00,2025-07-24,credit_card,charter_reconciliation_report
