action,id,old_charter_id,new_charter_id,amount,payment_date,payment_method,source
relink,26543,18774,019793,170.38,2026-01-29,unknown,LMS_IMPORT
relink,26544,18775,019794,300.00,2025-12-30,unknown,LMS_IMPORT
relink,26545,18776,019795,646.80,2025-12-16,unknown,LMS_IMPORT
relink,26546,18777,019796,500.00,2025-12-17,unknown,LMS_IMPORT
relink,26547,18777,019796,374.12,2025-12-17,unknown,LMS_IMPORT
relink,26548,18777,019796,60.38,2026-01-02,unknown,LMS_IMPORT
relink,26549,18778,019797,483.21,2025-12-17,unknown,LMS_IMPORT
relink,26550,18778,019797,178.50,2025-12-21,unknown,LMS_IMPORT
relink,26551,18779,019798,500.00,2025-12-18,unknown,LMS_IMPORT
relink,26552,18780,019799,500.00,2025-12-18,unknown,LMS_IMPORT
relink,26553,18780,019799,783.10,2025-12-29,unknown,LMS_IMPORT
relink,26554,18780,019799,249.64,2025-12-30,unknown,LMS_IMPORT
relink,26555,18781,019800,340.73,2025-12-19,unknown,LMS_IMPORT
relink,26556,18782,019801,31.50,2025-12-27,unknown,LMS_IMPORT
relink,26557,18783,019802,1189.44,2025-12-19,unknown,LMS_IMPORT
relink,26558,18783,019802,78.75,2025-12-31,unknown,LMS_IMPORT
relink,26559,18784,019803,836.33,2025-12-23,unknown,LMS_IMPORT
relink,26560,18785,019804,150.00,2025-12-24,unknown,LMS_IMPORT
relink,26561,18785,019804,221.70,2025-12-30,unknown,LMS_IMPORT
relink,26562,18787,019806,557.55,2025-12-24,unknown,LMS_IMPORT
relink,26563,18788,019807,1208.02,2025-12-29,unknown,LMS_IMPORT
relink,26564,18788,019807,136.51,2025-12-29,unknown,LMS_IMPORT
relink,26565,18789,019808,500.00,2025-12-29,unknown,LMS_IMPORT
relink,26566,18789,019808,805.67,2026-01-02,unknown,LMS_IMPORT
relink,26567,18789,019808,596.27,2026-01-02,unknown,LMS_IMPORT
relink,26568,18790,019809,807.45,2025-12-29,unknown,LMS_IMPORT
relink,26569,18791,019810,300.00,2025-12-29,unknown,LMS_IMPORT
relink,26570,18791,019810,162.00,2026-01-05,unknown,LMS_IMPORT
relink,26571,18791,019810,70.00,2026-01-05,unknown,LMS_IMPORT
relink,26572,18793,019812,300.00,2025-12-30,unknown,LMS_IMPORT
relink,26573,18794,019813,500.00,2025-12-31,unknown,LMS_IMPORT
relink,26574,18794,019813,1275.13,2026-01-07,unknown,LMS_IMPORT
relink,26575,18751,019814,1310.14,2026-02-05,unknown,LMS_IMPORT
relink,26576,18752,019815,600.00,2025-12-31,unknown,LMS_IMPORT
relink,26577,18752,019815,1380.30,2026-01-15,unknown,LMS_IMPORT
relink,26578,18796,019817,430.05,2026-01-02,unknown,LMS_IMPORT
relink,26579,18797,019818,737.20,2026-01-03,unknown,LMS_IMPORT
relink,26580,18798,019819,525.00,2026-01-05,unknown,LMS_IMPORT
relink,26581,18799,019820,600.00,2026-01-05,unknown,LMS_IMPORT
relink,26582,18799,019820,936.15,2026-01-06,unknown,LMS_IMPORT
relink,26583,18753,019821,400.00,2026-01-05,unknown,LMS_IMPORT
relink,26584,19027,019822,100.00,2026-01-05,unknown,LMS_IMPORT
relink,26585,19027,019822,545.83,2026-01-15,unknown,LMS_IMPORT
relink,26586,18800,019823,300.00,2026-01-06,unknown,LMS_IMPORT
relink,26587,18800,019823,566.57,2026-01-09,unknown,LMS_IMPORT
relink,26588,19028,019824,600.00,2026-01-07,unknown,LMS_IMPORT
relink,26589,19028,019824,1134.60,2026-01-28,unknown,LMS_IMPORT
relink,26590,19028,019824,433.65,2026-02-02,unknown,LMS_IMPORT
relink,26591,18801,019825,210.00,2026-02-02,unknown,LMS_IMPORT
relink,26592,18801,019825,108.21,2026-02-02,unknown,LMS_IMPORT
relink,26593,18804,019828,600.00,2026-01-07,unknown,LMS_IMPORT
relink,26594,18804,019828,396.45,2026-03-01,unknown,LMS_IMPORT
relink,26595,18805,019829,681.45,2026-03-01,unknown,LMS_IMPORT
relink,26596,18806,019830,300.00,2026-01-08,unknown,LMS_IMPORT
relink,26597,18806,019830,183.21,2026-01-15,unknown,LMS_IMPORT
relink,26598,18807,019831,300.00,2026-01-08,unknown,LMS_IMPORT
relink,26599,18807,019831,183.21,2026-01-15,unknown,LMS_IMPORT
relink,26600,18808,019832,619.50,2026-01-08,unknown,LMS_IMPORT
relink,26601,18809,019833,300.00,2026-01-09,unknown,LMS_IMPORT
relink,26602,18809,019833,108.87,2026-01-15,unknown,LMS_IMPORT
relink,26603,18810,019834,435.12,2026-01-19,unknown,LMS_IMPORT
relink,26604,18812,019836,1988.70,2026-01-12,unknown,LMS_IMPORT
relink,26605,18812,019836,261.87,2026-01-29,unknown,LMS_IMPORT
relink,26606,18813,019837,470.93,2026-01-19,unknown,LMS_IMPORT
relink,26607,18814,019838,303.00,2026-01-15,unknown,LMS_IMPORT
relink,26608,18814,019838,10.95,2026-01-27,unknown,LMS_IMPORT
relink,26609,18815,019839,500.00,2026-01-15,unknown,LMS_IMPORT
relink,26610,18815,019839,181.45,2026-01-21,unknown,LMS_IMPORT
relink,26611,18815,019839,141.75,2026-01-21,unknown,LMS_IMPORT
relink,26612,18816,019840,329.70,2026-01-27,unknown,LMS_IMPORT
relink,26613,18817,019841,1830.15,2026-01-15,unknown,LMS_IMPORT
relink,26614,18818,019842,777.00,2026-01-20,unknown,LMS_IMPORT
relink,26615,18819,019843,777.00,2026-01-21,unknown,LMS_IMPORT
relink,26616,18820,019844,500.00,2026-01-20,unknown,LMS_IMPORT
relink,26617,18821,019845,500.00,2026-01-28,unknown,LMS_IMPORT
relink,26618,18821,019845,336.33,2026-02-11,unknown,LMS_IMPORT
relink,26619,18822,019846,600.00,2026-01-19,unknown,LMS_IMPORT
relink,26620,18822,019846,1366.12,2026-01-19,unknown,LMS_IMPORT
relink,26621,18822,019846,388.50,2026-01-27,unknown,LMS_IMPORT
relink,26622,18823,019847,500.00,2026-01-19,unknown,LMS_IMPORT
relink,26623,18823,019847,181.45,2026-02-05,unknown,LMS_IMPORT
relink,26624,18823,019847,220.50,2026-02-06,unknown,LMS_IMPORT
relink,26625,18824,019848,400.00,2026-01-21,unknown,LMS_IMPORT
relink,26626,18824,019848,450.82,2026-01-28,unknown,LMS_IMPORT
relink,26627,18825,019849,1362.90,2026-01-22,unknown,LMS_IMPORT
relink,26628,18825,019849,367.50,2026-03-11,unknown,LMS_IMPORT
relink,26629,18826,019850,400.00,2026-01-23,unknown,LMS_IMPORT
relink,26630,18826,019850,1483.70,2026-03-03,unknown,LMS_IMPORT
relink,26631,18827,019851,400.00,2026-01-23,unknown,LMS_IMPORT
relink,26632,18827,019851,1483.70,2026-03-03,unknown,LMS_IMPORT
relink,26633,18828,019852,278.78,2026-01-26,unknown,LMS_IMPORT
relink,26634,18829,019853,724.82,2026-02-04,unknown,LMS_IMPORT
relink,26635,18830,019854,500.00,2026-01-27,unknown,LMS_IMPORT
relink,26636,18832,019856,300.00,2026-01-28,unknown,LMS_IMPORT
relink,26637,18832,019856,350.48,2026-02-02,unknown,LMS_IMPORT
relink,26638,18833,019857,300.00,2026-01-28,unknown,LMS_IMPORT
relink,26639,18833,019857,350.48,2026-02-12,unknown,LMS_IMPORT
relink,26640,18834,019858,300.00,2026-01-28,unknown,LMS_IMPORT
relink,26641,18834,019858,350.48,2026-02-23,unknown,LMS_IMPORT
relink,26642,18838,019862,877.07,2026-01-28,unknown,LMS_IMPORT
relink,26643,18839,019863,1011.57,2026-01-30,unknown,LMS_IMPORT
relink,26644,18840,019864,600.00,2026-01-30,unknown,LMS_IMPORT
relink,26645,18841,019865,75.00,2026-01-30,unknown,LMS_IMPORT
relink,26646,18842,019866,400.00,2026-01-30,unknown,LMS_IMPORT
relink,26647,18843,019867,300.00,2026-02-02,unknown,LMS_IMPORT
relink,26648,18845,019869,200.00,2026-02-03,unknown,LMS_IMPORT
relink,26649,18845,019869,233.65,2026-03-08,unknown,LMS_IMPORT
relink,26650,18846,019870,200.00,2026-02-03,unknown,LMS_IMPORT
relink,26651,18846,019870,233.65,2026-03-08,unknown,LMS_IMPORT
relink,26652,18847,019871,200.00,2026-02-03,unknown,LMS_IMPORT
relink,26653,18847,019871,233.65,2026-03-08,unknown,LMS_IMPORT
relink,26654,18848,019872,445.20,2026-02-25,unknown,LMS_IMPORT
relink,26655,18849,019873,200.00,2026-02-05,unknown,LMS_IMPORT
relink,26656,18849,019873,258.85,2026-02-16,unknown,LMS_IMPORT
relink,26657,18849,019873,25.00,2026-03-03,unknown,LMS_IMPORT
relink,26658,18850,019874,1000.65,2026-02-05,unknown,LMS_IMPORT
relink,26659,18851,019875,278.78,2026-02-06,unknown,LMS_IMPORT
relink,26660,18852,019876,500.00,2026-02-06,unknown,LMS_IMPORT
relink,26661,18853,019877,600.00,2026-02-06,unknown,LMS_IMPORT
relink,26662,18854,019878,500.00,2026-02-10,unknown,LMS_IMPORT
relink,26663,18855,019879,500.00,2026-02-18,unknown,LMS_IMPORT
relink,26664,18856,019880,371.70,2026-02-10,unknown,LMS_IMPORT
relink,26665,18857,019881,2173.50,2026-02-10,unknown,LMS_IMPORT
relink,26666,18857,019881,593.25,2026-03-08,unknown,LMS_IMPORT
relink,26667,18858,019882,600.00,2026-02-12,unknown,LMS_IMPORT
relink,26668,18860,019884,300.00,2026-02-12,unknown,LMS_IMPORT
relink,26669,18861,019885,500.00,2026-02-12,unknown,LMS_IMPORT
relink,26670,18862,019886,185.30,2026-02-25,unknown,LMS_IMPORT
relink,26671,18863,019887,400.00,2026-02-12,unknown,LMS_IMPORT
relink,26672,18863,019887,1086.80,2026-03-01,unknown,LMS_IMPORT
relink,26673,18863,019887,367.50,2026-03-03,unknown,LMS_IMPORT
relink,26674,18865,019889,100.00,2026-02-12,unknown,LMS_IMPORT
relink,26675,18865,019889,457.55,2026-02-26,unknown,LMS_IMPORT
relink,26676,18866,019890,300.00,2026-02-12,unknown,LMS_IMPORT
relink,26677,18867,019891,329.70,2026-02-15,unknown,LMS_IMPORT
relink,26678,18869,019893,322.14,2026-02-18,unknown,LMS_IMPORT
relink,26679,18870,019894,337.89,2026-02-18,unknown,LMS_IMPORT
relink,26680,18871,019895,500.00,2026-02-18,unknown,LMS_IMPORT
relink,26681,18871,019895,739.00,2026-02-23,unknown,LMS_IMPORT
relink,26682,18871,019895,420.00,2026-02-25,unknown,LMS_IMPORT
relink,26683,18872,019896,600.00,2026-02-18,unknown,LMS_IMPORT
relink,26684,18872,019896,1196.15,2026-03-09,unknown,LMS_IMPORT
relink,26685,18873,019897,800.00,2026-02-18,unknown,LMS_IMPORT
relink,26686,18875,019899,557.55,2026-02-19,unknown,LMS_IMPORT
relink,26687,18876,019900,650.00,2026-02-26,unknown,LMS_IMPORT
relink,26688,18877,019901,1000.00,2026-02-25,unknown,LMS_IMPORT
relink,26689,18878,019902,774.38,2026-03-05,unknown,LMS_IMPORT
relink,26690,18879,019903,600.00,2026-02-23,unknown,LMS_IMPORT
relink,26691,18880,019904,777.00,2026-02-25,unknown,LMS_IMPORT
relink,26692,18881,019905,777.00,2026-02-26,unknown,LMS_IMPORT
relink,26693,18882,019906,500.00,2026-02-24,unknown,LMS_IMPORT
relink,26694,18883,019907,500.00,2026-02-24,unknown,LMS_IMPORT
relink,26695,18884,019908,500.00,2026-02-24,unknown,LMS_IMPORT
relink,26696,18885,019909,500.00,2026-02-24,unknown,LMS_IMPORT
relink,26697,18886,019910,500.00,2026-02-24,unknown,LMS_IMPORT
relink,26698,18886,019910,443.95,2026-03-10,unknown,LMS_IMPORT
relink,26699,19029,019913,600.00,2026-02-25,unknown,LMS_IMPORT
relink,26700,19029,019913,1233.72,2026-03-01,unknown,LMS_IMPORT
relink,26701,19030,019914,60.00,2026-02-25,unknown,LMS_IMPORT
relink,26702,19030,019914,307.50,2026-03-03,unknown,LMS_IMPORT
relink,26703,19031,019915,5040.00,2026-03-11,unknown,LMS_IMPORT
relink,26704,19033,019917,400.00,2026-02-27,unknown,LMS_IMPORT
relink,26705,19034,019918,500.00,2026-02-27,unknown,LMS_IMPORT
relink,26706,19035,019919,1216.69,2026-02-27,unknown,LMS_IMPORT
relink,26707,19036,019920,371.70,2026-03-05,unknown,LMS_IMPORT
relink,26708,19036,019920,230.85,2026-03-08,unknown,LMS_IMPORT
relink,26709,19037,019921,300.00,2026-03-02,unknown,LMS_IMPORT
relink,26710,19038,019922,337.89,2026-03-09,unknown,LMS_IMPORT
relink,26711,19039,019923,397.95,2026-03-09,unknown,LMS_IMPORT
relink,26712,19040,019924,348.39,2026-03-09,unknown,LMS_IMPORT
relink,26713,19041,019925,387.45,2026-03-09,unknown,LMS_IMPORT
relink,26714,19042,019926,337.89,2026-03-09,unknown,LMS_IMPORT
relink,26715,19044,019928,337.89,2026-03-09,unknown,LMS_IMPORT
relink,26716,19045,019929,322.14,2026-03-09,unknown,LMS_IMPORT
relink,26717,19046,019930,371.70,2026-03-09,unknown,LMS_IMPORT
relink,26718,19047,019931,322.14,2026-03-09,unknown,LMS_IMPORT
relink,26719,19048,019932,322.14,2026-03-09,unknown,LMS_IMPORT
relink,26720,19049,019933,371.70,2026-03-09,unknown,LMS_IMPORT
relink,26721,19050,019934,500.00,2026-03-03,unknown,LMS_IMPORT
relink,26722,19050,019934,1556.42,2026-03-03,unknown,LMS_IMPORT
relink,26723,19051,019935,866.25,2026-03-09,unknown,LMS_IMPORT
relink,26724,19052,019936,1386.00,2026-03-09,unknown,LMS_IMPORT
relink,26725,19053,019937,322.14,2026-03-09,unknown,LMS_IMPORT
relink,26726,19054,019938,75.00,2026-03-04,unknown,LMS_IMPORT
relink,26727,19054,019938,247.14,2026-03-09,unknown,LMS_IMPORT
relink,26728,19055,019939,75.00,2026-03-04,unknown,LMS_IMPORT
relink,26729,19056,019940,75.00,2026-03-05,unknown,LMS_IMPORT
relink,26730,19056,019940,238.95,2026-03-09,unknown,LMS_IMPORT
relink,26731,19057,019941,75.00,2026-03-05,unknown,LMS_IMPORT
relink,26732,19058,019942,500.00,2026-03-04,unknown,LMS_IMPORT
relink,26733,19059,019943,337.89,2026-03-09,unknown,LMS_IMPORT
relink,26734,19060,019944,743.40,2026-03-05,unknown,LMS_IMPORT
relink,26735,19062,019946,600.00,2026-03-06,unknown,LMS_IMPORT
relink,26736,19067,019951,300.00,2026-03-09,unknown,LMS_IMPORT
relink,26737,19067,019951,895.42,2026-03-11,unknown,LMS_IMPORT
relink,26738,19068,019952,600.00,2026-03-09,unknown,LMS_IMPORT
relink,26739,19069,019953,322.14,2026-03-11,unknown,LMS_IMPORT
relink,26740,19071,019955,300.00,2026-03-12,unknown,LMS_IMPORT
relink,26741,19072,019956,830.25,2026-03-12,unknown,LMS_IMPORT
relink,26742,18797,019818,737.20,2026-01-03,credit_card,SQUARE
relink,26743,18817,019841,1830.15,2026-01-15,credit_card,SQUARE
relink,26744,18810,019834,435.12,2026-01-19,credit_card,SQUARE
relink,26745,18818,019842,777.00,2026-01-20,credit_card,SQUARE
relink,26746,18819,019843,777.00,2026-01-21,credit_card,SQUARE
relink,26747,18753,019821,400.00,2026-01-22,credit_card,SQUARE
relink,26748,18828,019852,278.78,2026-01-24,credit_card,SQUARE
relink,26749,18838,019862,877.07,2026-01-28,credit_card,SQUARE
relink,26750,18829,019853,724.82,2026-02-04,credit_card,SQUARE
relink,26751,18850,019874,1000.65,2026-02-05,credit_card,SQUARE
relink,26752,18751,019814,1310.14,2026-02-05,credit_card,SQUARE
relink,26753,18851,019875,278.78,2026-02-06,credit_card,SQUARE
relink,26754,18856,019880,371.70,2026-02-10,credit_card,SQUARE
relink,26755,18188,019315,300.00,2026-02-12,credit_card,SQUARE
relink,26756,18188,019315,300.00,2026-02-12,credit_card,SQUARE
relink,26757,18867,019891,329.70,2026-02-15,credit_card,SQUARE
relink,26758,19029,019913,420.00,2026-02-25,credit_card,SQUARE
relink,26759,18880,019904,777.00,2026-02-25,credit_card,SQUARE
relink,26760,18881,019905,777.00,2026-02-26,credit_card,SQUARE
relink,26761,18188,019315,300.00,2026-03-01,credit_card,SQUARE
relink,26762,19029,019913,420.00,2026-03-02,credit_card,SQUARE
relink,26763,19055,019939,247.14,2026-03-09,credit_card,SQUARE
relink,26764,18188,019315,300.00,2026-03-09,credit_card,SQUARE
relink,26765,18869,019893,322.14,2026-03-11,credit_card,SQUARE
relink,26766,18188,019315,300.00,2026-03-12,credit_card,SQUARE
relink,26767,18759,019773,300.90,2026-01-02,credit_card,SQUARE_UNMATCHED
relink,26768,18791,019810,162.00,2026-01-02,credit_card,SQUARE_UNMATCHED
relink,26769,18678,019731,1050.05,2026-01-02,credit_card,SQUARE_UNMATCHED
relink,26770,18707,019768,257.55,2026-01-02,credit_card,SQUARE_UNMATCHED
relink,26772,18791,019810,70.00,2026-01-04,credit_card,SQUARE_UNMATCHED
relink,26773,18863,019887,600.00,2026-01-06,credit_card,SQUARE_UNMATCHED
relink,26774,18799,019820,936.15,2026-01-06,credit_card,SQUARE_UNMATCHED
relink,26776,18804,019828,600.00,2026-01-06,credit_card,SQUARE_UNMATCHED
relink,26777,18794,019813,1275.13,2026-01-07,credit_card,SQUARE_UNMATCHED
relink,26778,18808,019832,619.50,2026-01-08,credit_card,SQUARE_UNMATCHED
relink,26781,18812,019836,1988.70,2026-01-12,credit_card,SQUARE_UNMATCHED
relink,26782,18752,019815,1380.30,2026-01-13,credit_card,SQUARE_UNMATCHED
relink,26784,18809,019833,108.87,2026-01-13,credit_card,SQUARE_UNMATCHED
relink,26786,18815,019839,500.00,2026-01-13,credit_card,SQUARE_UNMATCHED
relink,26787,18814,019838,303.00,2026-01-14,credit_card,SQUARE_UNMATCHED
relink,26788,18823,019847,500.00,2026-01-17,credit_card,SQUARE_UNMATCHED
relink,26789,18822,019846,1366.12,2026-01-19,credit_card,SQUARE_UNMATCHED
relink,26790,18820,019844,500.00,2026-01-20,credit_card,SQUARE_UNMATCHED
relink,26791,18815,019839,181.45,2026-01-21,credit_card,SQUARE_UNMATCHED
relink,26792,18815,019839,141.75,2026-01-21,credit_card,SQUARE_UNMATCHED
relink,26793,18825,019849,1362.90,2026-01-22,credit_card,SQUARE_UNMATCHED
relink,26796,18822,019846,388.50,2026-01-27,credit_card,SQUARE_UNMATCHED
relink,26799,18834,019858,300.00,2026-01-27,credit_card,SQUARE_UNMATCHED
relink,26801,18863,019887,1134.60,2026-01-28,credit_card,SQUARE_UNMATCHED
relink,26802,18824,019848,450.82,2026-01-28,credit_card,SQUARE_UNMATCHED
relink,26803,18659,019744,540.76,2026-01-29,credit_card,SQUARE_UNMATCHED
relink,26804,18812,019836,261.87,2026-01-29,credit_card,SQUARE_UNMATCHED
relink,26805,18840,019864,600.00,2026-01-29,credit_card,SQUARE_UNMATCHED
relink,26806,18863,019887,433.65,2026-02-02,credit_card,SQUARE_UNMATCHED
relink,26807,18832,019856,350.48,2026-02-02,credit_card,SQUARE_UNMATCHED
relink,26808,18840,019864,600.00,2026-02-02,credit_card,SQUARE_UNMATCHED
relink,26810,18823,019847,181.45,2026-02-05,credit_card,SQUARE_UNMATCHED
relink,26811,18823,019847,220.50,2026-02-06,credit_card,SQUARE_UNMATCHED
relink,26812,18852,019876,500.00,2026-02-06,credit_card,SQUARE_UNMATCHED
relink,26813,18857,019881,2173.50,2026-02-10,credit_card,SQUARE_UNMATCHED
relink,26815,18821,019845,336.33,2026-02-11,credit_card,SQUARE_UNMATCHED
relink,26817,18858,019882,600.00,2026-02-12,credit_card,SQUARE_UNMATCHED
relink,26818,18833,019857,350.48,2026-02-12,credit_card,SQUARE_UNMATCHED
relink,26819,18849,019873,258.85,2026-02-16,credit_card,SQUARE_UNMATCHED
relink,26820,18872,019896,600.00,2026-02-17,credit_card,SQUARE_UNMATCHED
relink,26822,18872,019896,600.00,2026-02-18,credit_card,SQUARE_UNMATCHED
relink,26824,18872,019896,600.00,2026-02-19,credit_card,SQUARE_UNMATCHED
relink,26826,18833,019857,350.48,2026-02-23,credit_card,SQUARE_UNMATCHED
relink,26828,18871,019895,739.00,2026-02-23,credit_card,SQUARE_UNMATCHED
relink,26832,19033,019917,400.00,2026-02-26,credit_card,SQUARE_UNMATCHED
relink,26834,19035,019919,1216.69,2026-02-27,credit_card,SQUARE_UNMATCHED
relink,26835,18804,019828,1077.90,2026-03-01,credit_card,SQUARE_UNMATCHED
relink,26836,19029,019913,1233.72,2026-03-01,credit_card,SQUARE_UNMATCHED
relink,26837,18863,019887,1086.80,2026-03-01,credit_card,SQUARE_UNMATCHED
relink,26838,18863,019887,367.50,2026-03-03,credit_card,SQUARE_UNMATCHED
relink,26840,19050,019934,1556.42,2026-03-03,credit_card,SQUARE_UNMATCHED
relink,26842,19058,019942,500.00,2026-03-04,credit_card,SQUARE_UNMATCHED
relink,26843,19060,019944,743.40,2026-03-05,credit_card,SQUARE_UNMATCHED
relink,26848,18857,019881,593.25,2026-03-08,credit_card,SQUARE_UNMATCHED
relink,26849,19048,019932,4517.31,2026-03-09,credit_card,SQUARE_UNMATCHED
relink,26850,19056,019940,238.95,2026-03-09,credit_card,SQUARE_UNMATCHED
relink,26851,18872,019896,1196.15,2026-03-09,credit_card,SQUARE_UNMATCHED
relink,26854,18886,019910,443.95,2026-03-10,credit_card,SQUARE_UNMATCHED
relink,26855,19067,019951,895.42,2026-03-11,credit_card,SQUARE_UNMATCHED
relink,26856,18825,019849,367.50,2026-03-11,credit_card,SQUARE_UNMATCHED
relink,26857,19083,019960,400.00,2026-03-12,credit_card,SQUARE_UNMATCHED
relink,26858,19072,019956,830.25,2026-03-12,credit_card,SQUARE_UNMATCHED
relink,26859,19082,019959,100.00,2026-03-12,credit_card,SQUARE_UNMATCHED
relink,26860,19084,019961,600.00,2026-03-13,credit_card,SQUARE_UNMATCHED
relink,26861,19072,019956,354.37,2026-03-13,credit_card,SQUARE_UNMATCHED
relink,26862,19071,019955,300.00,2026-03-11,bank_transfer,MANUAL
relink,26863,18841,019865,75.00,2026-01-29,credit_card,SQUARE_UNMATCHED
relink,26864,18842,019866,400.00,2026-01-29,credit_card,SQUARE_UNMATCHED
relink,26865,18832,019856,300.00,2026-01-27,credit_card,SQUARE_UNMATCHED
relink,26866,18833,019857,300.00,2026-01-27,credit_card,SQUARE_UNMATCHED
relink,26867,19081,019958,300.00,2026-03-13,unknown,LMS_IMPORT
relink,26868,18678,019731,-1050.05,2026-01-19,credit_card,SQUARE_REFUND
unlink_strict_duplicate,25102,,,75.00,2025-03-21,unknown,fix_script
unlink_strict_duplicate,25155,,,75.00,2025-05-21,unknown,fix_script
unlink_strict_duplicate,25035,,,200.00,2025-06-12,unknown,fix_script
unlink_strict_duplicate,25407,,,175.00,2025-07-03,unknown,fix_script
unlink_strict_duplicate,1259,001995,,169.40,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,1260,001995,,169.40,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,6450,006063,,250.00,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,6714,006157,,200.00,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,7074,006493,,568.53,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,7344,006729,,160.00,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,7726,006824,,82.50,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,23970,18325,,500.00,2025-07-24,bank_transfer,charter_reconciliation_report
unlink_strict_duplicate,25034,,,210.84,2025-07-30,unknown,fix_script
unlink_strict_duplicate,25265,,,183.75,2025-08-06,unknown,fix_script
unlink_strict_duplicate,25275,,,205.00,2025-08-18,unknown,fix_script
unlink_strict_duplicate,24197,,,600.00,2025-08-21,credit_card,charter_reconciliation_report
unlink_strict_duplicate,25026,,,250.00,2025-08-21,unknown,fix_script
unlink_strict_duplicate,24475,,,75.00,2025-08-22,unknown,fix_script
unlink_strict_duplicate,24883,,,205.00,2025-09-02,unknown,fix_script
unlink_strict_duplicate,25115,,,231.00,2025-09-02,unknown,fix_script
unlink_strict_duplicate,25161,,,205.00,2025-09-03,unknown,fix_script
unlink_strict_duplicate,25276,,,175.00,2025-09-03,unknown,fix_script
unlink_strict_duplicate,25294,,,330.00,2025-09-10,unknown,fix_script
unlink_strict_duplicate,24851,,,500.00,2025-09-15,unknown,fix_script
unlink_strict_duplicate,25086,,,500.00,2025-09-15,unknown,fix_script
unlink_strict_duplicate,25352,,,231.00,2025-09-16,unknown,fix_script
unlink_strict_duplicate,24741,,,105.00,2025-09-17,unknown,fix_script
unlink_strict_duplicate,25279,,,205.00,2025-09-17,unknown,fix_script
unlink_strict_duplicate,24220,,,195.00,2025-09-20,credit_card,charter_reconciliation_report
unlink_strict_duplicate,25105,,,382.50,2025-09-22,unknown,fix_script
unlink_strict_duplicate,24663,,,500.00,2025-10-03,unknown,fix_script
unlink_strict_duplicate,24787,,,205.00,2025-10-03,unknown,fix_script
unlink_strict_duplicate,25348,,,500.00,2025-10-06,unknown,fix_script
unlink_strict_duplicate,25398,,,300.00,2025-10-08,unknown,fix_script
unlink_strict_duplicate,26356,16161,,450.00,2025-11-13,unknown,LMS_IMPORT
unlink_strict_duplicate,26785,,,183.21,2026-01-13,credit_card,SQUARE_UNMATCHED
unlink_strict_duplicate,26756,18188,,300.00,2026-02-12,credit_card,SQUARE
unmatched_review_only,25426,10615,,1000.00,2015-09-16,ETRANSFER,manual_backfill
unmatched_review_only,25427,10615,,480.00,2015-09-16,ETRANSFER,manual_backfill
unmatched_review_only,25433,10731,,150.00,2015-10-19,ETRANSFER,manual_backfill
unmatched_review_only,22519,,,170.00,2024-04-09,unknown,charter_reconciliation_report
unmatched_review_only,25239,,,400.00,2024-09-16,unknown,fix_script
unmatched_review_only,23291,,,904.00,2024-11-14,credit_card,charter_reconciliation_report
unmatched_review_only,24713,,,361.00,2024-12-05,unknown,fix_script
unmatched_review_only,24765,,,145.75,2024-12-11,unknown,fix_script
unmatched_review_only,24286,,,1607.00,2024-12-16,unknown,fix_script
unmatched_review_only,24669,,,484.00,2024-12-17,unknown,fix_script
unmatched_review_only,25103,,,300.00,2024-12-17,unknown,fix_script
unmatched_review_only,25349,,,2640.00,2024-12-17,unknown,fix_script
unmatched_review_only,24570,,,1.00,2024-12-18,unknown,fix_script
unmatched_review_only,24657,,,210.00,2024-12-18,unknown,fix_script
unmatched_review_only,24871,,,512.90,2024-12-18,unknown,fix_script
unmatched_review_only,24925,,,468.00,2024-12-18,unknown,fix_script
unmatched_review_only,24931,,,400.00,2024-12-18,unknown,fix_script
unmatched_review_only,25331,,,226.55,2024-12-18,unknown,fix_script
unmatched_review_only,25395,,,100.00,2024-12-18,unknown,fix_script
unmatched_review_only,24259,,,157.50,2024-12-19,unknown,fix_script
unmatched_review_only,24780,,,250.00,2024-12-19,unknown,fix_script
unmatched_review_only,24859,,,205.00,2024-12-19,unknown,fix_script
unmatched_review_only,24951,,,75.00,2024-12-19,unknown,fix_script
unmatched_review_only,25144,,,175.00,2024-12-19,unknown,fix_script
unmatched_review_only,25219,,,75.00,2024-12-19,unknown,fix_script
unmatched_review_only,24391,,,409.50,2024-12-20,unknown,fix_script
unmatched_review_only,24848,,,287.00,2024-12-20,unknown,fix_script
unmatched_review_only,24307,,,250.00,2024-12-23,unknown,fix_script
unmatched_review_only,24419,,,205.00,2024-12-23,unknown,fix_script
unmatched_review_only,24746,,,152.35,2024-12-23,unknown,fix_script
unmatched_review_only,25109,,,751.49,2024-12-23,unknown,fix_script
unmatched_review_only,25151,,,500.00,2024-12-23,unknown,fix_script
unmatched_review_only,25181,,,117.43,2024-12-23,unknown,fix_script
unmatched_review_only,24828,,,110.25,2024-12-26,unknown,fix_script
