cp_id,action,old_reserve,new_reserve,amount,payment_key,old_payment_date,new_payment_date,new_source
23867,same_reserve_cleanup,019342,019342,150.0,0022160,2025-07-24,2025-05-23,lms_relink_batch5_same_key_reserve_20260410
23868,same_reserve_cleanup,019342,019342,361.0,0022176,2025-07-24,2025-05-28,lms_relink_batch5_same_key_reserve_20260410
23869,same_reserve_cleanup,019373,019373,500.0,0022169,2025-07-24,2025-05-26,lms_relink_batch5_same_key_reserve_20260410
23871,same_reserve_cleanup,019251,019251,1230.0,0022011,2025-07-24,2025-03-31,lms_relink_batch5_same_key_reserve_20260410
23872,same_reserve_cleanup,019251,019251,845.63,0022184,2025-07-24,2025-05-29,lms_relink_batch5_same_key_reserve_20260410
23875,same_reserve_cleanup,019360,019360,513.45,0022187,2025-07-24,2025-05-30,lms_relink_batch5_same_key_reserve_20260410
23876,same_reserve_cleanup,019394,019394,500.0,0022194,2025-07-24,2025-06-04,lms_relink_batch5_same_key_reserve_20260410
23877,same_reserve_cleanup,019337,019337,853.0,0022111,2025-07-24,2025-05-06,lms_relink_batch5_same_key_reserve_20260410
23878,same_reserve_cleanup,019337,019337,260.0,0022188,2025-07-24,2025-06-02,lms_relink_batch5_same_key_reserve_20260410
23879,same_reserve_cleanup,019395,019395,500.7,0022199,2025-07-24,2025-06-05,lms_relink_batch5_same_key_reserve_20260410
23881,same_reserve_cleanup,019345,019345,152.26,0022195,2025-07-24,2025-06-04,lms_relink_batch5_same_key_reserve_20260410
23883,same_reserve_cleanup,019398,019398,300.0,0022220,2025-07-24,2025-06-12,lms_relink_batch5_same_key_reserve_20260410
23884,same_reserve_cleanup,019407,019407,939.1,0022226,2025-07-24,2025-06-13,lms_relink_batch5_same_key_reserve_20260410
23887,same_reserve_cleanup,019317,019317,300.0,0022083,2025-07-24,2025-04-29,lms_relink_batch5_same_key_reserve_20260410
23888,same_reserve_cleanup,019317,019317,200.0,0022207,2025-07-24,2025-06-09,lms_relink_batch5_same_key_reserve_20260410
23889,same_reserve_cleanup,019406,019406,230.63,0022227,2025-07-24,2025-06-13,lms_relink_batch5_same_key_reserve_20260410
23891,same_reserve_cleanup,019297,019297,300.0,0022063,2025-07-24,2025-04-17,lms_relink_batch5_same_key_reserve_20260410
23892,same_reserve_cleanup,019297,019297,538.13,0022170,2025-07-24,2025-05-26,lms_relink_batch5_same_key_reserve_20260410
23894,same_reserve_cleanup,019399,019399,500.0,0022219,2025-07-24,2025-06-12,lms_relink_batch5_same_key_reserve_20260410
23895,same_reserve_cleanup,019222,019222,300.0,0022202,2025-07-24,2025-06-06,lms_relink_batch5_same_key_reserve_20260410
23896,same_reserve_cleanup,019404,019404,328.31,0022201,2025-07-24,2025-06-06,lms_relink_batch5_same_key_reserve_20260410
23897,same_reserve_cleanup,019404,019404,550.0,0022205,2025-07-24,2025-06-09,lms_relink_batch5_same_key_reserve_20260410
23898,same_reserve_cleanup,019410,019410,250.0,0022212,2025-07-24,2025-06-09,lms_relink_batch5_same_key_reserve_20260410
23899,same_reserve_cleanup,019379,019379,900.0,0022206,2025-07-24,2025-06-09,lms_relink_batch5_same_key_reserve_20260410
23902,same_reserve_cleanup,019419,019419,461.25,0022238,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23903,same_reserve_cleanup,019375,019375,1387.0,0022189,2025-07-24,2025-06-02,lms_relink_batch5_same_key_reserve_20260410
23904,same_reserve_cleanup,019375,019375,1975.0,0022209,2025-07-24,2025-06-09,lms_relink_batch5_same_key_reserve_20260410
23905,same_reserve_cleanup,019355,019355,461.25,0022142,2025-07-24,2025-05-15,lms_relink_batch5_same_key_reserve_20260410
23906,same_reserve_cleanup,019355,019355,300.0,0022208,2025-07-24,2025-06-09,lms_relink_batch5_same_key_reserve_20260410
23907,same_reserve_cleanup,019355,019355,300.0,0022253,2025-07-24,2025-06-20,lms_relink_batch5_same_key_reserve_20260410
23909,same_reserve_cleanup,019412,019412,700.0,0022218,2025-07-24,2025-06-12,lms_relink_batch5_same_key_reserve_20260410
23911,same_reserve_cleanup,019083,019083,276.75,0022215,2025-07-24,2025-06-20,lms_relink_batch5_same_key_reserve_20260410
23913,same_reserve_cleanup,019338,019338,120.75,0022115,2025-07-24,2025-05-06,lms_relink_batch5_same_key_reserve_20260410
23916,same_reserve_cleanup,019280,019280,914.5,0022239,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23917,same_reserve_cleanup,019460,019460,76.75,0022249,2025-07-24,2025-06-18,lms_relink_batch5_same_key_reserve_20260410
23918,same_reserve_cleanup,019424,019424,36.75,0022235,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23920,same_reserve_cleanup,019416,019416,223.25,0022216,2025-07-24,2025-06-12,lms_relink_batch5_same_key_reserve_20260410
23922,same_reserve_cleanup,019402,019402,500.0,0022240,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23923,same_reserve_cleanup,019262,019262,122.26,0022021,2025-07-24,2025-04-02,lms_relink_batch5_same_key_reserve_20260410
23925,same_reserve_cleanup,019425,019425,500.0,0022241,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23926,same_reserve_cleanup,019425,019425,450.0,0022251,2025-07-24,2025-06-19,lms_relink_batch5_same_key_reserve_20260410
23928,same_reserve_cleanup,019294,019294,312.0,0022242,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23930,same_reserve_cleanup,019318,019318,1022.5,0022243,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23931,same_reserve_cleanup,019384,019384,538.13,0022185,2025-07-24,2025-05-29,lms_relink_batch5_same_key_reserve_20260410
23932,same_reserve_cleanup,019384,019384,115.0,0022204,2025-07-24,2025-06-08,lms_relink_batch5_same_key_reserve_20260410
23934,same_reserve_cleanup,019384,019384,430.5,0022263,2025-07-24,2025-06-24,lms_relink_batch5_same_key_reserve_20260410
23935,same_reserve_cleanup,019202,019202,75.0,0021956,2025-07-24,2025-03-10,lms_relink_batch5_same_key_reserve_20260410
23936,same_reserve_cleanup,019202,019202,1107.0,0022244,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23937,same_reserve_cleanup,019202,019202,1470.0,0022250,2025-07-24,2025-06-18,lms_relink_batch5_same_key_reserve_20260410
23938,same_reserve_cleanup,019385,019385,691.87,0022186,2025-07-24,2025-05-30,lms_relink_batch5_same_key_reserve_20260410
23941,same_reserve_cleanup,019423,019423,158.0,0022234,2025-07-24,2025-06-15,lms_relink_batch5_same_key_reserve_20260410
23942,same_reserve_cleanup,019330,019330,885.0,0022102,2025-07-24,2025-05-02,lms_relink_batch5_same_key_reserve_20260410
23943,same_reserve_cleanup,019330,019330,645.75,0022236,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23944,same_reserve_cleanup,019330,019330,810.0,0022237,2025-07-24,2025-06-16,lms_relink_batch5_same_key_reserve_20260410
23945,same_reserve_cleanup,019465,019465,500.0,0022256,2025-07-24,2025-06-23,lms_relink_batch5_same_key_reserve_20260410
23947,same_reserve_cleanup,019426,019426,246.0,0022248,2025-07-24,2025-06-18,lms_relink_batch5_same_key_reserve_20260410
23948,same_reserve_cleanup,019421,019421,494.0,0022230,2025-07-24,2025-06-13,lms_relink_batch5_same_key_reserve_20260410
23949,same_reserve_cleanup,019401,019401,500.0,0022252,2025-07-24,2025-06-19,lms_relink_batch5_same_key_reserve_20260410
23961,same_reserve_cleanup,019328,019328,442.8,0022174,2025-07-24,2025-05-28,lms_relink_batch5_same_key_reserve_20260410
23965,same_reserve_cleanup,019462,019462,500.0,0022301,2025-07-24,2025-07-10,lms_relink_batch5_same_key_reserve_20260410
23967,same_reserve_cleanup,019158,019158,430.5,0021914,2025-07-24,2025-02-18,lms_relink_batch5_same_key_reserve_20260410
23973,same_reserve_cleanup,019472,019472,180.5,0022271,2025-07-24,2025-06-27,lms_relink_batch5_same_key_reserve_20260410
23979,same_reserve_cleanup,019144,019144,500.0,0021894,2025-07-24,2025-02-11,lms_relink_batch5_same_key_reserve_20260410
23980,same_reserve_cleanup,019144,019144,330.25,0022267,2025-07-24,2025-06-25,lms_relink_batch5_same_key_reserve_20260410
23981,same_reserve_cleanup,019359,019359,176.5,0022153,2025-07-24,2025-05-21,lms_relink_batch5_same_key_reserve_20260410
23982,same_reserve_cleanup,019359,019359,600.0,0022259,2025-07-24,2025-06-23,lms_relink_batch5_same_key_reserve_20260410
23985,same_reserve_cleanup,019153,019153,437.25,0021908,2025-07-24,2025-02-14,lms_relink_batch5_same_key_reserve_20260410
23986,same_reserve_cleanup,019153,019153,500.0,0022258,2025-07-24,2025-07-28,lms_relink_batch5_same_key_reserve_20260410
24010,same_reserve_cleanup,019466,019466,500.0,0022266,2025-07-24,2025-06-25,lms_relink_batch5_same_key_reserve_20260410
24012,same_reserve_cleanup,019469,019469,472.5,0022269,2025-07-24,2025-06-27,lms_relink_batch5_same_key_reserve_20260410
24013,same_reserve_cleanup,019473,019473,300.0,0022277,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24023,same_reserve_cleanup,019120,019120,500.0,0022274,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24024,same_reserve_cleanup,018886,018886,176.5,0021517,2025-07-24,2024-09-23,lms_relink_batch5_same_key_reserve_20260410
24026,same_reserve_cleanup,019220,019220,362.25,0021980,2025-07-24,2025-03-17,lms_relink_batch5_same_key_reserve_20260410
24027,same_reserve_cleanup,019220,019220,322.8,0022275,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24029,same_reserve_cleanup,019209,019209,300.0,0022278,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24030,same_reserve_cleanup,019209,019209,300.0,0022279,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24031,same_reserve_cleanup,019209,019209,150.01,0022282,2025-07-24,2025-07-03,lms_relink_batch5_same_key_reserve_20260410
24032,same_reserve_cleanup,019209,019209,126.0,0022229,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24033,same_reserve_cleanup,019367,019367,608.85,0022272,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24037,same_reserve_cleanup,019381,019381,444.75,0022178,2025-07-24,2025-05-29,lms_relink_batch5_same_key_reserve_20260410
24038,same_reserve_cleanup,019381,019381,200.0,0022283,2025-07-24,2025-07-03,lms_relink_batch5_same_key_reserve_20260410
24041,same_reserve_cleanup,019418,019418,180.0,0022222,2025-07-24,2026-01-09,lms_relink_batch5_same_key_reserve_20260410
24042,same_reserve_cleanup,019418,019418,178.5,0022273,2025-07-24,2025-06-30,lms_relink_batch5_same_key_reserve_20260410
24043,same_reserve_cleanup,019478,019478,315.0,0022292,2025-07-24,2025-07-07,lms_relink_batch5_same_key_reserve_20260410
24044,same_reserve_cleanup,019415,019415,1014.76,0022284,2025-07-24,2025-07-03,lms_relink_batch5_same_key_reserve_20260410
24045,same_reserve_cleanup,019415,019415,1260.0,0022290,2025-07-24,2025-07-06,lms_relink_batch5_same_key_reserve_20260410
24046,same_reserve_cleanup,019486,019486,319.8,0022308,2025-07-24,2025-07-11,lms_relink_batch5_same_key_reserve_20260410
24048,same_reserve_cleanup,019477,019477,300.0,0022289,2025-07-24,2025-07-04,lms_relink_batch5_same_key_reserve_20260410
24054,same_reserve_cleanup,019496,019496,575.5,0022312,2025-07-24,2025-07-11,lms_relink_batch5_same_key_reserve_20260410
24056,same_reserve_cleanup,019470,019470,340.8,0022309,2025-07-24,2025-07-11,lms_relink_batch5_same_key_reserve_20260410
24060,same_reserve_cleanup,019495,019495,307.31,0022311,2025-07-24,2025-07-11,lms_relink_batch5_same_key_reserve_20260410
24061,same_reserve_cleanup,019484,019484,300.0,0022299,2025-07-24,2025-07-09,lms_relink_batch5_same_key_reserve_20260410
24062,same_reserve_cleanup,019485,019485,369.0,0022296,2025-07-24,2025-07-14,lms_relink_batch5_same_key_reserve_20260410
24063,same_reserve_cleanup,019408,019408,553.5,0022317,2025-07-24,2025-07-14,lms_relink_batch5_same_key_reserve_20260410
24064,same_reserve_cleanup,019298,019298,200.0,0022066,2025-07-24,2025-06-27,lms_relink_batch5_same_key_reserve_20260410
24066,same_reserve_cleanup,019491,019491,655.0,0022306,2025-07-24,2025-07-11,lms_relink_batch5_same_key_reserve_20260410
24067,same_reserve_cleanup,019491,019491,372.75,0022315,2025-07-24,2025-07-13,lms_relink_batch5_same_key_reserve_20260410
24068,same_reserve_cleanup,019252,019252,500.0,0022012,2025-07-24,2025-03-31,lms_relink_batch5_same_key_reserve_20260410
24069,same_reserve_cleanup,019252,019252,307.31,0022291,2025-07-24,2025-07-07,lms_relink_batch5_same_key_reserve_20260410
24070,same_reserve_cleanup,019252,019252,500.0,0022297,2025-07-24,2025-07-09,lms_relink_batch5_same_key_reserve_20260410
24072,same_reserve_cleanup,019480,019480,510.0,0022295,2025-07-24,2025-07-08,lms_relink_batch5_same_key_reserve_20260410
24073,same_reserve_cleanup,019479,019479,904.0,0022294,2025-07-24,2025-07-08,lms_relink_batch5_same_key_reserve_20260410
24074,same_reserve_cleanup,019483,019483,1409.0,0022293,2025-07-24,2025-07-08,lms_relink_batch5_same_key_reserve_20260410
24077,same_reserve_cleanup,019499,019499,179.7,0022314,2025-07-24,2025-07-13,lms_relink_batch5_same_key_reserve_20260410
24082,same_reserve_cleanup,019474,019474,0.01,0022303,2025-07-24,2025-07-10,lms_relink_batch5_same_key_reserve_20260410
24084,same_reserve_cleanup,019506,019506,420.0,0022325,2025-07-24,2025-07-17,lms_relink_batch5_same_key_reserve_20260410
24085,same_reserve_cleanup,019503,019503,500.0,0022327,2025-07-24,2025-07-17,lms_relink_batch5_same_key_reserve_20260410
24086,same_reserve_cleanup,019471,019471,883.75,0022270,2025-07-24,2025-06-27,lms_relink_batch5_same_key_reserve_20260410
24088,same_reserve_cleanup,019420,019420,89.25,0022228,2025-07-24,2025-06-13,lms_relink_batch5_same_key_reserve_20260410
24091,same_reserve_cleanup,019396,019396,500.0,0022193,2025-07-24,2025-06-04,lms_relink_batch5_same_key_reserve_20260410
24092,same_reserve_cleanup,019396,019396,179.7,0022305,2025-07-24,2025-07-10,lms_relink_batch5_same_key_reserve_20260410
24099,same_reserve_cleanup,019130,019130,420.0,0022323,2025-07-24,2025-07-16,lms_relink_batch5_same_key_reserve_20260410
24100,same_reserve_cleanup,019362,019362,307.31,0022157,2025-07-24,2025-05-21,lms_relink_batch5_same_key_reserve_20260410
24101,same_reserve_cleanup,019362,019362,361.0,0022321,2025-07-24,2025-07-15,lms_relink_batch5_same_key_reserve_20260410
24102,same_reserve_cleanup,019207,019207,69.5,0021963,2025-07-24,2025-03-12,lms_relink_batch5_same_key_reserve_20260410
24104,same_reserve_cleanup,019502,019502,468.63,0022320,2025-07-24,2025-07-15,lms_relink_batch5_same_key_reserve_20260410
24106,same_reserve_cleanup,018948,018948,419.55,0022268,2025-07-24,2025-06-25,lms_relink_batch5_same_key_reserve_20260410
24108,same_reserve_cleanup,019511,019511,276.75,0022336,2025-07-24,2025-07-18,lms_relink_batch5_same_key_reserve_20260410
24116,same_reserve_cleanup,019515,019515,176.5,0022340,2025-07-24,2025-07-21,lms_relink_batch5_same_key_reserve_20260410
24127,same_reserve_cleanup,019464,019464,157.5,0022345,2025-07-24,2025-07-22,lms_relink_batch5_same_key_reserve_20260410
24128,same_reserve_cleanup,019464,019464,1748.5,0022355,2025-07-24,2025-07-24,lms_relink_batch5_same_key_reserve_20260410
24132,same_reserve_cleanup,018358,018358,16.0,0022262,2025-07-24,2025-06-23,lms_relink_batch5_same_key_reserve_20260410
24133,same_reserve_cleanup,018358,018358,180.0,0022351,2025-07-24,2025-07-23,lms_relink_batch5_same_key_reserve_20260410
24136,same_reserve_cleanup,018872,018872,231.0,0022346,2025-07-24,2025-07-22,lms_relink_batch5_same_key_reserve_20260410
24138,same_reserve_cleanup,018855,018855,100.0,0022352,2025-07-24,2025-07-23,lms_relink_batch5_same_key_reserve_20260410
24140,same_reserve_cleanup,019292,019292,1342.75,0022058,2025-07-24,2025-04-16,lms_relink_batch5_same_key_reserve_20260410
24144,same_reserve_cleanup,019516,019516,1107.0,0022342,2025-07-24,2025-07-22,lms_relink_batch5_same_key_reserve_20260410
24145,same_reserve_cleanup,019403,019403,419.55,0022198,2025-07-24,2025-06-05,lms_relink_batch5_same_key_reserve_20260410
24156,same_reserve_cleanup,019508,019508,652.05,0022331,2025-07-24,2025-07-18,lms_relink_batch5_same_key_reserve_20260410
24160,same_reserve_cleanup,019018,019018,255.0,0022338,2025-07-24,2025-07-21,lms_relink_batch5_same_key_reserve_20260410
24161,same_reserve_cleanup,019018,019018,239.85,0022339,2025-07-24,2025-07-21,lms_relink_batch5_same_key_reserve_20260410
24164,same_reserve_cleanup,018987,018987,69.0,0021644,2025-07-24,2024-11-14,lms_relink_batch5_same_key_reserve_20260410
24171,same_reserve_cleanup,019467,019467,553.5,0022264,2025-07-24,2025-06-24,lms_relink_batch5_same_key_reserve_20260410
24177,same_reserve_cleanup,019493,019493,676.5,0022310,2025-07-24,2025-07-11,lms_relink_batch5_same_key_reserve_20260410
24188,same_reserve_cleanup,019191,019191,300.0,0021943,2025-07-24,2025-03-04,lms_relink_batch5_same_key_reserve_20260410
24191,same_reserve_cleanup,019380,019380,1513.0,0022334,2025-07-24,2025-07-18,lms_relink_batch5_same_key_reserve_20260410
24193,same_reserve_cleanup,019513,019513,1325.62,0022333,2025-07-24,2025-07-18,lms_relink_batch5_same_key_reserve_20260410
24201,same_reserve_cleanup,019206,019206,381.15,0021984,2025-07-24,2025-03-20,lms_relink_batch5_same_key_reserve_20260410
24203,same_reserve_cleanup,019090,019090,149.75,0022224,2025-07-24,2025-06-12,lms_relink_batch5_same_key_reserve_20260410
24205,same_reserve_cleanup,019507,019507,976.0,0022330,2025-07-24,2025-07-17,lms_relink_batch5_same_key_reserve_20260410
24206,same_reserve_cleanup,019512,019512,323.06,0022332,2025-07-24,2025-07-18,lms_relink_batch5_same_key_reserve_20260410
24207,same_reserve_cleanup,019358,019358,262.5,0022146,2025-07-24,2025-05-16,lms_relink_batch5_same_key_reserve_20260410
24208,same_reserve_cleanup,018949,018949,279.0,0021592,2025-07-24,2024-10-25,lms_relink_batch5_same_key_reserve_20260410
24209,same_reserve_cleanup,019409,019409,377.5,0022203,2025-07-24,2025-06-06,lms_relink_batch5_same_key_reserve_20260410
24210,same_reserve_cleanup,019422,019422,300.0,0022232,2025-07-24,2025-06-13,lms_relink_batch5_same_key_reserve_20260410
24211,same_reserve_cleanup,019269,019269,430.5,0022030,2025-07-24,2025-04-04,lms_relink_batch5_same_key_reserve_20260410
24212,same_reserve_cleanup,019514,019514,255.0,0022337,2025-07-24,2025-07-19,lms_relink_batch5_same_key_reserve_20260410
24213,same_reserve_cleanup,019492,019492,700.0,0022307,2025-07-24,2025-07-11,lms_relink_batch5_same_key_reserve_20260410
24214,same_reserve_cleanup,019411,019411,500.0,0022211,2025-07-24,2025-06-09,lms_relink_batch5_same_key_reserve_20260410
24216,same_reserve_cleanup,019119,019119,250.0,0022213,2025-07-24,2025-06-10,lms_relink_batch5_same_key_reserve_20260410
24221,same_reserve_cleanup,019131,019131,1000.0,0021885,2025-07-24,2025-02-10,lms_relink_batch5_same_key_reserve_20260410
24222,same_reserve_cleanup,019372,019372,270.0,0022172,2025-07-24,2025-05-27,lms_relink_batch5_same_key_reserve_20260410
24229,same_reserve_cleanup,019517,019517,300.0,0022343,2025-07-24,2025-07-22,lms_relink_batch5_same_key_reserve_20260410
24231,same_reserve_cleanup,019518,019518,1370.5,0022344,2025-07-24,2025-07-22,lms_relink_batch5_same_key_reserve_20260410
24232,same_reserve_cleanup,019335,019335,430.5,0022140,2025-07-24,2025-05-14,lms_relink_batch5_same_key_reserve_20260410
