        table_name        |            column_name             |          data_type          |                        column_default                        | is_nullable 
 quotations               | package_price                      | numeric                     |                                                              | YES
 quotations               | split_run_json                     | text                        |                                                              | YES
 quotations               | split_run_total                    | numeric                     |                                                              | YES
 quotations               | gst_rate                           | numeric                     | 0.05                                                         | YES
 quotations               | gratuity_rate                      | numeric                     | 0.18                                                         | YES
 quotations               | extra_charges_json                 | text                        |                                                              | YES
 quotations               | selected_option                    | character varying           |                                                              | YES
 quotations               | total_quote                        | numeric                     |                                                              | YES
 quotations               | status                             | character varying           | 'pending'::character varying                                 | YES
 quotations               | sent_to_client                     | boolean                     | false                                                        | YES
 quotations               | sent_date                          | timestamp without time zone |                                                              | YES
 quotations               | created_at                         | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 quotations               | updated_at                         | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 run_type_default_charges | run_type_id                        | integer                     |                                                              | NO
 run_type_default_charges | charge_description                 | character varying           |                                                              | NO
 run_type_default_charges | charge_type                        | character varying           |                                                              | YES
 run_type_default_charges | amount                             | numeric                     |                                                              | YES
 run_type_default_charges | calc_type                          | character varying           |                                                              | YES
 run_type_default_charges | value                              | numeric                     |                                                              | YES
 run_type_default_charges | is_taxable                         | boolean                     | true                                                         | YES
 run_type_default_charges | sequence                           | integer                     | 0                                                            | YES
 run_type_default_charges | created_at                         | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 run_type_default_charges | updated_at                         | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 run_type_default_charges | formula                            | character varying           |                                                              | YES
 run_type_default_charges | id                                 | integer                     |                                                              | YES
 system_config            | config_id                          | integer                     | nextval('system_config_config_id_seq'::regclass)             | NO
 system_config            | config_category                    | character varying           |                                                              | NO
 system_config            | config_key                         | character varying           |                                                              | NO
 system_config            | config_value                       | text                        |                                                              | YES
 system_config            | data_type                          | character varying           | 'string'::character varying                                  | YES
 system_config            | description                        | text                        |                                                              | YES
 system_config            | is_encrypted                       | boolean                     | false                                                        | YES
 system_config            | is_user_configurable               | boolean                     | true                                                         | YES
 system_config            | default_value                      | text                        |                                                              | YES
 system_config            | validation_rules                   | text                        |                                                              | YES
 system_config            | last_modified                      | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 system_config            | modified_by                        | character varying           |                                                              | YES
 users                    | user_id                            | integer                     | nextval('users_user_id_seq'::regclass)                       | NO
 users                    | username                           | character varying           |                                                              | NO
 users                    | email                              | character varying           |                                                              | NO
 users                    | password_hash                      | character varying           |                                                              | NO
 users                    | role                               | character varying           | 'user'::character varying                                    | YES
 users                    | status                             | character varying           | 'active'::character varying                                  | YES
 users                    | permissions                        | jsonb                       | '[]'::jsonb                                                  | YES
 users                    | last_login                         | timestamp without time zone |                                                              | YES
 users                    | last_activity                      | timestamp without time zone |                                                              | YES
 users                    | last_ip                            | inet                        |                                                              | YES
 users                    | failed_login_attempts              | integer                     | 0                                                            | YES
 users                    | locked_until                       | timestamp without time zone |                                                              | YES
 users                    | created_at                         | timestamp without time zone | now()                                                        | YES
 users                    | updated_at                         | timestamp without time zone | now()                                                        | YES
 users                    | mfa_enabled                        | boolean                     | false                                                        | YES
 users                    | mfa_secret                         | character varying           |                                                              | YES
 users                    | session_version                    | integer                     | 1                                                            | YES
 vehicle_capacity_tiers   | tier_id                            | integer                     | nextval('vehicle_capacity_tiers_tier_id_seq'::regclass)      | NO
 vehicle_capacity_tiers   | tier_name                          | character varying           |                                                              | NO
 vehicle_capacity_tiers   | min_capacity                       | integer                     |                                                              | YES
 vehicle_capacity_tiers   | max_capacity                       | integer                     |                                                              | YES
 vehicle_capacity_tiers   | tier_group                         | integer                     |                                                              | YES
 vehicle_capacity_tiers   | display_order                      | integer                     |                                                              | YES
 vehicle_pricing_defaults | pricing_id                         | integer                     | nextval('vehicle_pricing_defaults_pricing_id_seq'::regclass) | NO
 vehicle_pricing_defaults | vehicle_type                       | character varying           |                                                              | NO
 vehicle_pricing_defaults | charter_type_code                  | character varying           |                                                              | NO
 vehicle_pricing_defaults | hourly_rate                        | numeric                     | 0.00                                                         | YES
 vehicle_pricing_defaults | package_rate                       | numeric                     | 0.00                                                         | YES
 vehicle_pricing_defaults | package_hours                      | numeric                     | 0.00                                                         | YES
 vehicle_pricing_defaults | minimum_hours                      | numeric                     | 0.00                                                         | YES
 vehicle_pricing_defaults | extra_time_rate                    | numeric                     | 0.00                                                         | YES
 vehicle_pricing_defaults | standby_rate                       | numeric                     | 25.00                                                        | YES
 vehicle_pricing_defaults | split_run_before_hours             | numeric                     | 1.5                                                          | YES
 vehicle_pricing_defaults | split_run_after_hours              | numeric                     | 1.5                                                          | YES
 vehicle_pricing_defaults | is_active                          | boolean                     | true                                                         | YES
 vehicle_pricing_defaults | updated_at                         | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 vehicle_pricing_defaults | airport_pickup_calgary             | numeric                     |                                                              | YES
 vehicle_pricing_defaults | airport_pickup_edmonton            | numeric                     |                                                              | YES
 vehicle_pricing_defaults | created_at                         | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 vehicle_pricing_defaults | daily_rate                         | numeric                     |                                                              | YES
 vehicle_pricing_defaults | fee_1                              | numeric                     |                                                              | YES
 vehicle_pricing_defaults | fee_2                              | numeric                     |                                                              | YES
 vehicle_pricing_defaults | fee_3                              | numeric                     |                                                              | YES
 vehicle_pricing_defaults | hourly_package                     | numeric                     |                                                              | YES
 vehicle_pricing_defaults | nrr                                | numeric                     |                                                              | YES
 vehicle_pricing_defaults | vehicle_type_display_order         | integer                     |                                                              | YES
 vehicles                 | vehicle_id                         | integer                     | nextval('vehicles_vehicle_id_seq'::regclass)                 | NO
 vehicles                 | vehicle_number                     | character varying           |                                                              | YES
 vehicles                 | make                               | character varying           |                                                              | YES
 vehicles                 | model                              | character varying           |                                                              | YES
 vehicles                 | year                               | integer                     |                                                              | YES
 vehicles                 | license_plate                      | character varying           |                                                              | YES
 vehicles                 | passenger_capacity                 | integer                     |                                                              | YES
 vehicles                 | updated_at                         | timestamp without time zone | CURRENT_TIMESTAMP                                            | YES
 vehicles                 | operational_status                 | character varying           | 'active'::character varying                                  | YES
 vehicles                 | last_service_date                  | date                        |                                                              | YES
 vehicles                 | next_service_due                   | date                        |                                                              | YES
 vehicles                 | vin_number                         | character varying           |                                                              | YES
 vehicles                 | description                        | text                        |                                                              | YES
 vehicles                 | ext_color                          | character varying           |                                                              | YES
 vehicles                 | int_color                          | character varying           |                                                              | YES
 vehicles                 | length                             | numeric                     |                                                              | YES
 vehicles                 | width                              | numeric                     |                                                              | YES
 vehicles                 | height                             | numeric                     |                                                              | YES
 vehicles                 | odometer                           | integer                     |                                                              | YES
 vehicles                 | odometer_type                      | character varying           | 'mi'::character varying                                      | NO
 vehicles                 | engine_oil_type                    | character varying           |                                                              | YES
 vehicles                 | fuel_filter_number                 | character varying           |                                                              | YES
 vehicles                 | fuel_type                          | character varying           |                                                              | YES
 vehicles                 | transmission_fluid_type            | character varying           |                                                              | YES
 vehicles                 | transmission_fluid_quantity        | character varying           |                                                              | YES
 vehicles                 | fuel_filter_interval_km            | integer                     | 60000                                                        | YES
 vehicles                 | transmission_service_interval_km   | integer                     | 80000                                                        | YES
 vehicles                 | curb_weight                        | integer                     |                                                              | YES
 vehicles                 | gross_vehicle_weight               | integer                     |                                                              | YES
 vehicles                 | fuel_efficiency_data               | jsonb                       | '{}'::jsonb                                                  | YES
 vehicles                 | oil_quantity                       | character varying           |                                                              | YES
 vehicles                 | oil_filter_number                  | character varying           |                                                              | YES
 vehicles                 | coolant_type                       | character varying           |                                                              | YES
 vehicles                 | coolant_quantity                   | character varying           |                                                              | YES
 vehicles                 | belt_size                          | character varying           |                                                              | YES
 vehicles                 | tire_size                          | character varying           |                                                              | YES
 vehicles                 | tire_pressure                      | character varying           |                                                              | YES
 vehicles                 | brake_fluid_type                   | character varying           |                                                              | YES
 vehicles                 | power_steering_fluid_type          | character varying           |                                                              | YES
 vehicles                 | oil_change_interval_km             | integer                     | 8000                                                         | YES
 vehicles                 | oil_change_interval_months         | integer                     | 6                                                            | YES
 vehicles                 | air_filter_interval_km             | integer                     | 30000                                                        | YES
 vehicles                 | coolant_change_interval_km         | integer                     | 150000                                                       | YES
 vehicles                 | brake_fluid_change_interval_months | integer                     | 24                                                           | YES
 vehicles                 | air_filter_part_number             | character varying           |                                                              | YES
 vehicles                 | cabin_filter_part_number           | character varying           |                                                              | YES
 vehicles                 | serpentine_belt_part_number        | character varying           |                                                              | YES
 vehicles                 | return_to_service_date             | date                        |                                                              | YES
 vehicles                 | maintenance_schedule               | jsonb                       | '{}'::jsonb                                                  | YES
 vehicles                 | service_history                    | jsonb                       | '[]'::jsonb                                                  | YES
 vehicles                 | parts_replacement_history          | jsonb                       | '[]'::jsonb                                                  | YES
 vehicles                 | vehicle_type                       | character varying           |                                                              | YES
 vehicles                 | vehicle_category                   | character varying           |                                                              | YES
 vehicles                 | vehicle_class                      | character varying           |                                                              | YES
 vehicles                 | commission_date                    | date                        | CURRENT_DATE                                                 | YES
 vehicles                 | decommission_date                  | date                        |                                                              | YES
 vehicles                 | cvip_expiry_date                   | date                        |                                                              | YES
 vehicles                 | cvip_inspection_number             | character varying           |                                                              | YES
 vehicles                 | last_cvip_date                     | date                        |                                                              | YES
 vehicles                 | next_cvip_due                      | date                        |                                                              | YES
 vehicles                 | cvip_compliance_status             | character varying           |                                                              | YES
 vehicles                 | purchase_date                      | date                        |                                                              | YES
 vehicles                 | purchase_price                     | numeric                     |                                                              | YES
 vehicles                 | purchase_vendor                    | character varying           |                                                              | YES
 vehicles                 | finance_partner                    | character varying           |                                                              | YES
 vehicles                 | financing_amount                   | numeric                     |                                                              | YES
 vehicles                 | monthly_payment                    | numeric                     |                                                              | YES
 vehicles                 | sale_date                          | date                        |                                                              | YES
 vehicles                 | sale_price                         | numeric                     |                                                              | YES
 vehicles                 | writeoff_date                      | date                        |                                                              | YES
 vehicles                 | writeoff_reason                    | character varying           |                                                              | YES
 vehicles                 | repossession_date                  | date                        |                                                              | YES
 vehicles                 | lifecycle_status                   | character varying           |                                                              | YES
 vehicles                 | maintenance_start_date             | date                        |                                                              | YES
 vehicles                 | maintenance_end_date               | date                        |                                                              | YES
 vehicles                 | is_in_maintenance                  | boolean                     | false                                                        | YES
 vehicles                 | red_deer_compliant                 | boolean                     | false                                                        | YES
 vehicles                 | requires_class_2                   | boolean                     | false                                                        | YES
 vehicles                 | version                            | integer                     | 1                                                            | YES
 vehicles                 | status                             | character varying           | 'active'::character varying                                  | YES
 vehicles                 | is_active                          | boolean                     | true                                                         | YES
 vehicles                 | notes                              | text                        |                                                              | YES
(630 rows)

