src_row_number,src_date,src_side,src_amount,src_description,src_account_values,match_exact_same_date,match_within_7d,match_within_30d,match_future_lag_0_120d,matched_accounts_within_30d,matched_transaction_ids_within_30d
3083,2015-01-22,credit,11.55,,1020 Personal CIBC 8362,0,0,0,0,,
3084,2015-01-22,credit,18.98,,1020 Personal CIBC 8362,0,0,0,0,,
3085,2015-01-22,credit,79.00,,1020 Personal CIBC 8362,0,0,0,0,,
3086,2015-01-23,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3087,2015-01-26,credit,338.66,,1020 Personal CIBC 8362,0,0,0,0,,
3088,2015-01-26,credit,36.63,,1020 Personal CIBC 8362,0,0,0,0,,
3089,2015-01-27,credit,10.25,,1020 Personal CIBC 8362,0,0,0,0,,
3090,2015-01-27,credit,406.00,,1020 Personal CIBC 8362,0,0,0,0,,
3091,2015-01-28,credit,24.45,,1020 Personal CIBC 8362,0,0,0,0,,
3092,2015-01-28,credit,600.00,,1020 Personal CIBC 8362,0,0,0,0,,
3093,2015-01-29,credit,68.23,,1020 Personal CIBC 8362,0,0,0,0,,
3094,2015-01-29,credit,46.00,,1020 Personal CIBC 8362,0,0,0,0,,
3095,2015-01-30,credit,76.58,,1020 Personal CIBC 8362,0,0,0,0,,
3096,2015-01-31,debit,31455.05,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3097,2015-02-02,credit,69.82,,1020 Personal CIBC 8362,0,0,0,0,,
3098,2015-02-02,credit,21.01,,1020 Personal CIBC 8362,0,0,0,0,,
3099,2015-02-02,credit,72.03,,1020 Personal CIBC 8362,0,0,0,0,,
3100,2015-02-02,credit,68.48,,1020 Personal CIBC 8362,0,0,0,0,,
3101,2015-02-02,credit,15.69,,1020 Personal CIBC 8362,0,0,0,0,,
3102,2015-04-02,credit,55.00,,1020 Personal CIBC 8362,0,0,0,0,,
3103,2015-05-02,credit,60.00,,1020 Personal CIBC 8362,0,0,0,0,,
3104,2015-06-02,credit,39.95,,1020 Personal CIBC 8362,0,0,0,0,,
3105,2015-06-02,credit,77.51,,1020 Personal CIBC 8362,0,0,0,0,,
3106,2015-06-02,credit,15.10,,1020 Personal CIBC 8362,0,0,0,0,,
3107,2015-06-02,credit,480.00,,1020 Personal CIBC 8362,0,0,0,0,,
3108,2015-06-02,credit,400.00,,1020 Personal CIBC 8362,0,0,0,0,,
3109,2015-07-02,credit,88.78,,1020 Personal CIBC 8362,0,0,0,0,,
3110,2015-07-02,credit,50.00,,1020 Personal CIBC 8362,0,0,0,0,,
3111,2015-07-02,credit,70.00,,1020 Personal CIBC 8362,0,0,0,0,,
3112,2015-09-02,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3113,2015-09-02,credit,9.44,,1020 Personal CIBC 8362,0,0,0,0,,
3114,2015-10-02,credit,1692.54,,1020 Personal CIBC 8362,0,0,0,0,,
3115,2015-10-02,credit,18.69,,1020 Personal CIBC 8362,0,0,0,0,,
3116,2015-10-02,credit,3546.45,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3117,2015-11-02,credit,2.10,,1020 Personal CIBC 8362,0,0,0,0,,
3118,2015-11-02,credit,53.96,,1020 Personal CIBC 8362,0,0,0,0,,
3119,2015-11-02,credit,13.35,,1020 Personal CIBC 8362,0,0,0,0,,
3120,2015-11-02,credit,400.00,,1020 Personal CIBC 8362,0,0,0,0,,
3121,2015-11-02,credit,70.00,,1020 Personal CIBC 8362,0,0,0,0,,
3122,2015-11-02,credit,6.75,,1020 Personal CIBC 8362,0,0,0,0,,
3123,2015-12-02,credit,800.00,,1020 Personal CIBC 8362,0,0,0,0,,
3124,2015-12-02,credit,345.41,,1020 Personal CIBC 8362,0,0,0,0,,
3125,2015-12-02,credit,210.00,,1020 Personal CIBC 8362,0,0,0,0,,
3126,2015-12-02,credit,11.71,,1020 Personal CIBC 8362,0,0,0,0,,
3127,2015-02-14,credit,6.00,,1020 Personal CIBC 8362,0,0,0,0,,
3128,2015-02-14,credit,65.00,,1020 Personal CIBC 8362,0,0,0,0,,
3129,2015-02-17,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
3130,2015-02-17,credit,799.03,,1020 Personal CIBC 8362,0,0,0,0,,
3131,2015-02-17,credit,10.90,,1020 Personal CIBC 8362,0,0,0,0,,
3132,2015-02-17,credit,8.18,,1020 Personal CIBC 8362,0,0,0,0,,
3133,2015-02-17,credit,90.00,,1020 Personal CIBC 8362,0,0,0,0,,
3134,2015-02-18,credit,59.91,,1020 Personal CIBC 8362,0,0,0,0,,
3135,2015-02-19,credit,358.63,,1020 Personal CIBC 8362,0,0,0,0,,
3136,2015-02-19,credit,32.70,,1020 Personal CIBC 8362,0,0,0,0,,
3137,2015-02-19,credit,1200.00,,1020 Personal CIBC 8362,0,0,0,0,,
3138,2015-02-20,credit,1962.48,,1020 Personal CIBC 8362,0,0,0,0,,
3139,2015-02-20,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3140,2015-02-23,credit,500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3141,2015-02-24,credit,14.69,,1020 Personal CIBC 8362,0,0,0,0,,
3142,2015-02-25,credit,42.36,,1020 Personal CIBC 8362,0,0,0,0,,
3143,2015-02-26,credit,500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3144,2015-02-26,credit,19.69,,1020 Personal CIBC 8362,0,0,0,0,,
3145,2015-02-27,credit,159.52,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3146,2015-02-27,credit,75.00,,1020 Personal CIBC 8362,0,0,0,0,,
3147,2015-02-27,credit,19.69,,1020 Personal CIBC 8362,0,0,0,0,,
3148,2015-02-27,credit,159.52,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3149,2015-02-27,credit,18.98,,1020 Personal CIBC 8362,0,0,0,0,,
3150,2015-02-27,credit,100.00,5457 56** **** 4347,1020 Personal CIBC 8362,0,0,0,0,,
3151,2015-02-27,credit,93.16,,1020 Personal CIBC 8362,0,0,0,0,,
3152,2015-02-28,debit,29666.58,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3153,2015-02-03,credit,23.54,,1020 Personal CIBC 8362,0,0,0,0,,
3154,2015-02-03,credit,5.24,,1020 Personal CIBC 8362,0,0,0,0,,
3155,2015-02-03,credit,22.04,,1020 Personal CIBC 8362,0,0,0,0,,
3156,2015-02-03,credit,57.06,,1020 Personal CIBC 8362,0,0,0,0,,
3157,2015-03-03,credit,19.69,,1020 Personal CIBC 8362,0,0,0,0,,
3158,2015-03-03,credit,1692.54,,1020 Personal CIBC 8362,0,0,0,0,,
3159,2015-04-03,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3160,2015-04-03,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3161,2015-04-03,credit,75.00,,1020 Personal CIBC 8362,0,0,0,0,,
3162,2015-06-03,credit,196.71,,1020 Personal CIBC 8362,0,0,0,0,,
3163,2015-06-03,credit,13.54,,1020 Personal CIBC 8362,0,0,0,0,,
3164,2015-09-03,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3165,2015-10-03,credit,50.00,,1020 Personal CIBC 8362,0,0,0,0,,
3166,2015-10-03,credit,2500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3167,2015-10-03,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3168,2015-11-03,credit,93.01,,1020 Personal CIBC 8362,0,0,0,0,,
3169,2015-12-03,credit,167.32,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3170,2015-12-03,credit,30.00,,1020 Personal CIBC 8362,0,0,0,0,,
3171,2015-03-13,credit,1400.00,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3172,2015-03-16,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
3173,2015-03-16,credit,400.00,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3174,2015-03-16,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3175,2015-03-17,credit,1183.14,,1020 Personal CIBC 8362,0,0,0,0,,
3176,2015-03-17,credit,42.11,,1020 Personal CIBC 8362,0,0,0,0,,
3177,2015-03-17,credit,752.56,,1020 Personal CIBC 8362,0,0,0,0,,
3178,2015-03-17,credit,310.42,4-8400-0872,1020 Personal CIBC 8362,0,0,0,0,,
3179,2015-03-17,credit,799.03,,1020 Personal CIBC 8362,0,0,0,0,,
3180,2015-03-18,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
3181,2015-03-20,credit,56.93,,1020 Personal CIBC 8362,0,0,0,0,,
3182,2015-03-20,credit,187.02,,1020 Personal CIBC 8362,0,0,0,0,,
3183,2015-03-20,credit,1962.48,,1020 Personal CIBC 8362,0,0,0,0,,
3184,2015-03-20,credit,455.15,,1020 Personal CIBC 8362,0,0,0,0,,
3185,2015-03-22,credit,75.00,,1020 Personal CIBC 8362,0,0,0,0,,
3186,2015-03-23,credit,1500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3187,2015-03-23,credit,500.00,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
3188,2015-03-23,credit,514.50,,1020 Personal CIBC 8362,0,0,0,0,,
3189,2015-03-25,credit,500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3190,2015-03-25,credit,100.00,,1020 Personal CIBC 8362,0,0,0,0,,
3191,2015-03-27,credit,54.12,,1020 Personal CIBC 8362,0,0,0,0,,
3192,2015-03-27,credit,205.65,,1020 Personal CIBC 8362,0,0,0,0,,
3193,2015-03-28,credit,120.00,,1020 Personal CIBC 8362,0,0,0,0,,
3194,2015-03-29,credit,42.97,,1020 Personal CIBC 8362,0,0,0,0,,
3195,2015-03-29,credit,12.75,,1020 Personal CIBC 8362,0,0,0,0,,
3196,2015-03-30,credit,160.00,,1020 Personal CIBC 8362,0,0,0,0,,
3197,2015-03-30,credit,16.10,,1020 Personal CIBC 8362,0,0,0,0,,
3198,2015-03-31,credit,87.50,,1020 Personal CIBC 8362,0,0,0,0,,
3199,2015-03-31,credit,60.00,,1020 Personal CIBC 8362,0,0,0,0,,
3200,2015-03-31,debit,36087.14,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3201,2015-03-31,credit,15.28,,1020 Personal CIBC 8362,0,0,0,0,,
3202,2015-03-31,credit,262.45,,1020 Personal CIBC 8362,0,0,0,0,,
3203,2015-03-31,credit,78.38,,1020 Personal CIBC 8362,0,0,0,0,,
3204,2015-01-04,credit,172.50,,1020 Personal CIBC 8362,0,0,0,0,,
3205,2015-01-04,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
3206,2015-01-04,credit,1692.54,,1020 Personal CIBC 8362,0,0,0,0,,
3207,2015-02-04,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3208,2015-03-04,credit,2.75,,1020 Personal CIBC 8362,0,0,0,0,,
3209,2015-03-04,credit,784.32,,1020 Personal CIBC 8362,0,0,0,0,,
3210,2015-03-04,credit,70.00,,1020 Personal CIBC 8362,0,0,0,0,,
3211,2015-06-04,credit,591.00,,1020 Personal CIBC 8362,0,0,0,0,,
3212,2015-06-04,credit,1500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3213,2015-08-04,credit,600.00,,1020 Personal CIBC 8362,0,0,0,0,,
3214,2015-09-04,credit,350.00,,1020 Personal CIBC 8362,0,0,0,0,,
3215,2015-09-04,credit,122.00,,1020 Personal CIBC 8362,0,0,0,0,,
3216,2015-09-04,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
3217,2015-10-04,credit,10.36,,1020 Personal CIBC 8362,0,0,0,0,,
3218,2015-10-04,credit,53.90,,1020 Personal CIBC 8362,0,0,0,0,,
3219,2015-11-04,credit,89.01,,1020 Personal CIBC 8362,0,0,0,0,,
3220,2015-11-04,credit,48.83,,1020 Personal CIBC 8362,0,0,0,0,,
3221,2015-12-04,credit,72.01,,1020 Personal CIBC 8362,0,0,0,0,,
3222,2015-12-04,credit,33.97,,1020 Personal CIBC 8362,0,0,0,0,,
3223,2015-12-04,credit,72.38,,1020 Personal CIBC 8362,0,0,0,0,,
3224,2015-04-13,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3225,2015-04-13,credit,9.59,,1020 Personal CIBC 8362,0,0,0,0,,
3226,2015-04-13,credit,14.00,,1020 Personal CIBC 8362,0,0,0,0,,
3227,2015-04-14,credit,23.36,,1020 Personal CIBC 8362,0,0,0,0,,
3228,2015-04-14,credit,1930.40,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3229,2015-04-15,credit,50.00,5457 56** **** 4347,1020 Personal CIBC 8362,0,0,0,0,,
3230,2015-04-15,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
3231,2015-04-15,credit,264.83,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3232,2015-04-16,credit,653.57,,1020 Personal CIBC 8362,0,0,0,0,,
3233,2015-04-16,credit,18.74,,1020 Personal CIBC 8362,0,0,0,0,,
3234,2015-04-17,credit,1183.14,,1020 Personal CIBC 8362,0,0,0,0,,
3235,2015-04-17,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3236,2015-04-17,credit,90.00,,1020 Personal CIBC 8362,0,0,0,0,,
3237,2015-04-17,credit,500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3238,2015-04-20,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
3239,2015-04-22,debit,85.32,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3240,2015-04-22,credit,162.31,,1020 Personal CIBC 8362,0,0,0,0,,
3241,2015-04-22,credit,62.96,,1020 Personal CIBC 8362,0,0,0,0,,
3242,2015-04-23,credit,300.34,,1020 Personal CIBC 8362,0,0,0,0,,
3243,2015-04-23,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3244,2015-04-23,credit,860.09,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
3245,2015-04-24,credit,20.94,,1020 Personal CIBC 8362,0,0,0,0,,
3246,2015-04-24,credit,162.53,,1020 Personal CIBC 8362,0,0,0,0,,
3247,2015-04-24,credit,83.21,,1020 Personal CIBC 8362,0,0,0,0,,
3248,2015-04-24,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3249,2015-04-24,credit,72.00,,1020 Personal CIBC 8362,0,0,0,0,,
3250,2015-04-24,credit,48.05,,1020 Personal CIBC 8362,0,0,0,0,,
3251,2015-04-24,credit,79.49,,1020 Personal CIBC 8362,0,0,0,0,,
3252,2015-04-24,credit,74.00,,1020 Personal CIBC 8362,0,0,0,0,,
3253,2015-04-26,credit,69.10,,1020 Personal CIBC 8362,0,0,0,0,,
3254,2015-04-26,credit,42.81,,1020 Personal CIBC 8362,0,0,0,0,,
3255,2015-04-26,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
3256,2015-04-28,credit,500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3257,2015-04-29,credit,40.00,,1020 Personal CIBC 8362,0,0,0,0,,
3258,2015-04-29,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3259,2015-04-30,credit,91.99,,1020 Personal CIBC 8362,0,0,0,0,,
3260,2015-04-30,credit,306.00,,1020 Personal CIBC 8362,0,0,0,0,,
3261,2015-04-30,debit,27534.61,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3262,2015-01-05,credit,1692.54,,1020 Personal CIBC 8362,0,0,0,0,,
3263,2015-01-05,credit,11.22,,1020 Personal CIBC 8362,0,0,0,0,,
3264,2015-01-05,credit,298.59,,1020 Personal CIBC 8362,0,0,0,0,,
3265,2015-01-05,credit,110.79,,1020 Personal CIBC 8362,0,0,0,0,,
3266,2015-01-05,credit,38.51,,1020 Personal CIBC 8362,0,0,0,0,,
3267,2015-01-05,credit,36.19,,1020 Personal CIBC 8362,0,0,0,0,,
3268,2015-01-05,credit,10.37,,1020 Personal CIBC 8362,0,0,0,0,,
3269,2015-01-05,credit,133.51,,1020 Personal CIBC 8362,0,0,0,0,,
3270,2015-04-05,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3271,2015-04-05,credit,106.00,,1020 Personal CIBC 8362,0,0,0,0,,
3272,2015-06-05,credit,357.00,,1020 Personal CIBC 8362,0,0,0,0,,
3273,2015-06-05,credit,70.01,,1020 Personal CIBC 8362,0,0,0,0,,
3274,2015-06-05,credit,772.89,4-8400-0872,1020 Personal CIBC 8362,0,0,0,0,,
3275,2015-06-05,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
3276,2015-07-05,credit,560.00,5457 56** **** 4347,1020 Personal CIBC 8362,0,0,0,0,,
3277,2015-08-05,credit,7.54,,1020 Personal CIBC 8362,0,0,0,0,,
3278,2015-08-05,credit,58.00,,1020 Personal CIBC 8362,0,0,0,0,,
3279,2015-08-05,credit,196.88,,1020 Personal CIBC 8362,0,0,0,0,,
3280,2015-09-05,credit,23.47,,1020 Personal CIBC 8362,0,0,0,0,,
3281,2015-09-05,credit,15.75,,1020 Personal CIBC 8362,0,0,0,0,,
3282,2015-09-05,credit,83.99,4-8400-0872,1020 Personal CIBC 8362,0,0,0,0,,
3283,2015-11-05,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3284,2015-11-05,credit,2500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3285,2015-11-05,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3286,2015-12-05,credit,120.00,,1020 Personal CIBC 8362,0,0,0,0,,
3287,2015-05-13,credit,262.45,,1020 Personal CIBC 8362,0,0,0,0,,
3288,2015-05-13,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3289,2015-05-14,credit,16.89,,1020 Personal CIBC 8362,0,0,0,0,,
3290,2015-05-15,credit,194.40,,1020 Personal CIBC 8362,0,0,0,0,,
3291,2015-05-15,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3292,2015-05-15,credit,70.00,,1020 Personal CIBC 8362,0,0,0,0,,
3293,2015-05-15,credit,41.54,,1020 Personal CIBC 8362,0,0,0,0,,
3294,2015-05-15,credit,262.45,,1020 Personal CIBC 8362,0,0,0,0,,
3295,2015-05-15,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
3296,2015-05-15,credit,223.00,,1020 Personal CIBC 8362,0,0,0,0,,
3297,2015-05-16,credit,121.45,,1020 Personal CIBC 8362,0,0,0,0,,
3298,2015-05-16,credit,9.32,,1020 Personal CIBC 8362,0,0,0,0,,
3299,2015-05-16,credit,18.81,,1020 Personal CIBC 8362,0,0,0,0,,
3300,2015-05-16,credit,8.18,,1020 Personal CIBC 8362,0,0,0,0,,
3301,2015-05-16,credit,174.14,,1020 Personal CIBC 8362,0,0,0,0,,
3302,2015-05-19,credit,135.00,,1020 Personal CIBC 8362,0,0,0,0,,
3303,2015-05-19,credit,800.00,,1020 Personal CIBC 8362,0,0,0,0,,
3304,2015-05-19,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3305,2015-05-21,credit,105.89,,1020 Personal CIBC 8362,0,0,0,0,,
3306,2015-05-21,credit,1500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3307,2015-05-21,credit,760.54,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
3308,2015-05-22,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3309,2015-05-22,credit,155.03,,1020 Personal CIBC 8362,0,0,0,0,,
3310,2015-05-26,credit,2734.73,,1020 Personal CIBC 8362,0,0,0,0,,
3311,2015-05-26,credit,23.09,,1020 Personal CIBC 8362,0,0,0,0,,
3312,2015-05-27,credit,110.00,,1020 Personal CIBC 8362,0,0,0,0,,
3313,2015-05-27,credit,43.01,,1020 Personal CIBC 8362,0,0,0,0,,
3314,2015-05-29,credit,106.54,,1020 Personal CIBC 8362,0,0,0,0,,
3315,2015-05-31,debit,43940.75,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3316,2015-01-06,credit,46.00,,1020 Personal CIBC 8362,0,0,0,0,,
3317,2015-01-06,credit,1692.54,,1020 Personal CIBC 8362,0,0,0,0,,
3318,2015-03-06,credit,450.00,,1020 Personal CIBC 8362,0,0,0,0,,
3319,2015-03-06,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3320,2015-04-06,credit,876.86,,1020 Personal CIBC 8362,0,0,0,0,,
3321,2015-04-06,credit,133.24,,1020 Personal CIBC 8362,0,0,0,0,,
3322,2015-04-06,credit,386.34,,1020 Personal CIBC 8362,0,0,0,0,,
3323,2015-04-06,credit,67.65,,1020 Personal CIBC 8362,0,0,0,0,,
3324,2015-04-06,credit,600.00,,1020 Personal CIBC 8362,0,0,0,0,,
3325,2015-04-06,credit,262.45,,1020 Personal CIBC 8362,0,0,0,0,,
3326,2015-06-06,credit,49.01,,1020 Personal CIBC 8362,0,0,0,0,,
3327,2015-08-06,credit,1000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3328,2015-11-06,credit,211.00,,1020 Personal CIBC 8362,0,0,0,0,,
3329,2015-11-06,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3330,2015-12-06,credit,13.44,,1020 Personal CIBC 8362,0,0,0,0,,
3331,2015-12-06,credit,24.01,,1020 Personal CIBC 8362,0,0,0,0,,
3332,2015-12-06,credit,507.92,,1020 Personal CIBC 8362,0,0,0,0,,
3333,2015-12-06,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3334,2015-06-13,credit,75.00,,1020 Personal CIBC 8362,0,0,0,0,,
3335,2015-06-13,credit,114.79,,1020 Personal CIBC 8362,0,0,0,0,,
3336,2015-06-15,credit,286.16,,1020 Personal CIBC 8362,0,0,0,0,,
3337,2015-06-15,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3338,2015-06-16,credit,126.01,,1020 Personal CIBC 8362,0,0,0,0,,
3339,2015-06-17,credit,1183.14,,1020 Personal CIBC 8362,0,0,0,0,,
3340,2015-06-17,credit,799.03,,1020 Personal CIBC 8362,0,0,0,0,,
3341,2015-06-17,credit,1000.00,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
3342,2015-06-17,credit,752.56,,1020 Personal CIBC 8362,0,0,0,0,,
3343,2015-06-18,credit,53.00,,1020 Personal CIBC 8362,0,0,0,0,,
3344,2015-06-18,credit,60.00,,1020 Personal CIBC 8362,0,0,0,0,,
3345,2015-06-19,credit,540.50,,1020 Personal CIBC 8362,0,0,0,0,,
3346,2015-06-19,credit,1500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3347,2015-06-20,credit,13.49,,1020 Personal CIBC 8362,0,0,0,0,,
3348,2015-06-20,credit,78.08,,1020 Personal CIBC 8362,0,0,0,0,,
3349,2015-06-20,credit,111.97,,1020 Personal CIBC 8362,0,0,0,0,,
3350,2015-06-21,credit,143.71,,1020 Personal CIBC 8362,0,0,0,0,,
3351,2015-06-22,credit,36.45,,1020 Personal CIBC 8362,0,0,0,0,,
3352,2015-06-22,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3353,2015-06-22,credit,720.18,DT6792343RFC02,1020 Personal CIBC 8362,0,0,0,0,,
3354,2015-06-22,credit,200.00,,1020 Personal CIBC 8362,0,0,0,0,,
3355,2015-06-23,credit,95.90,,1020 Personal CIBC 8362,0,0,0,0,,
3356,2015-06-24,credit,20.79,,1020 Personal CIBC 8362,0,0,0,0,,
3357,2015-06-25,credit,250.00,,1020 Personal CIBC 8362,0,0,0,0,,
3358,2015-06-25,credit,612.00,,1020 Personal CIBC 8362,0,0,0,0,,
3359,2015-06-26,credit,224.91,,1020 Personal CIBC 8362,0,0,0,0,,
3360,2015-06-26,credit,12.04,,1020 Personal CIBC 8362,0,0,0,0,,
3361,2015-06-26,credit,533.50,,1020 Personal CIBC 8362,0,0,0,0,,
3362,2015-06-26,credit,123.23,,1020 Personal CIBC 8362,0,0,0,0,,
3363,2015-06-26,credit,127.00,,1020 Personal CIBC 8362,0,0,0,0,,
3364,2015-06-27,credit,8.95,,1020 Personal CIBC 8362,0,0,0,0,,
3365,2015-06-29,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3366,2015-06-29,credit,339.96,4-8400-0872,1020 Personal CIBC 8362,0,0,0,0,,
3367,2015-06-29,credit,204.98,,1020 Personal CIBC 8362,0,0,0,0,,
3368,2015-06-30,credit,99.05,,1020 Personal CIBC 8362,0,0,0,0,,
3369,2015-06-30,credit,591.00,,1020 Personal CIBC 8362,0,0,0,0,,
3370,2015-06-30,debit,55121.70,Deposit,1020 Personal CIBC 8362,0,0,0,0,,
3371,2015-01-07,credit,75.02,,1020 Personal CIBC 8362,0,0,0,0,,
3372,2015-02-07,credit,61.00,,1020 Personal CIBC 8362,0,0,0,0,,
3373,2015-02-07,credit,84.77,,1020 Personal CIBC 8362,0,0,0,0,,
3374,2015-02-07,credit,15.85,,1020 Personal CIBC 8362,0,0,0,0,,
3375,2015-02-07,credit,70.00,,1020 Personal CIBC 8362,0,0,0,0,,
3376,2015-03-07,credit,365.07,,1020 Personal CIBC 8362,0,0,0,0,,
3377,2015-03-07,credit,183.75,,1020 Personal CIBC 8362,0,0,0,0,,
3378,2015-03-07,credit,29.38,,1020 Personal CIBC 8362,0,0,0,0,,
3379,2015-03-07,credit,1692.54,,1020 Personal CIBC 8362,0,0,0,0,,
3380,2015-08-07,credit,118.38,,1020 Personal CIBC 8362,0,0,0,0,,
3381,2015-09-07,credit,206.19,,1020 Personal CIBC 8362,0,0,0,0,,
3382,2015-09-07,credit,252.00,5457 56** **** 4347,1020 Personal CIBC 8362,0,0,0,0,,
3383,2015-10-07,credit,150.00,,1020 Personal CIBC 8362,0,0,0,0,,
3384,2015-10-07,credit,6000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3385,2015-10-07,credit,7.50,,1020 Personal CIBC 8362,0,0,0,0,,
3386,2015-12-07,credit,48.14,,1020 Personal CIBC 8362,0,0,0,0,,
3387,2015-07-13,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3388,2015-07-13,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3389,2015-07-13,credit,192.14,,1020 Personal CIBC 8362,0,0,0,0,,
3390,2015-07-13,credit,44.86,,1020 Personal CIBC 8362,0,0,0,0,,
3391,2015-07-13,credit,126.00,,1020 Personal CIBC 8362,0,0,0,0,,
3392,2015-07-14,credit,1970.62,215958149 4,1020 Personal CIBC 8362,0,0,0,0,,
3393,2015-07-14,credit,450.00,,1020 Personal CIBC 8362,0,0,0,0,,
3394,2015-07-15,credit,45.00,,1020 Personal CIBC 8362,0,0,0,0,,
3395,2015-07-16,credit,960.00,,1020 Personal CIBC 8362,0,0,0,0,,
3396,2015-07-17,credit,799.03,,1020 Personal CIBC 8362,0,0,0,0,,
3397,2015-07-17,credit,752.56,,1020 Personal CIBC 8362,0,0,0,0,,
3398,2015-07-17,credit,1183.14,,1020 Personal CIBC 8362,0,0,0,0,,
3399,2015-07-20,credit,2000.00,,1020 Personal CIBC 8362,0,0,0,0,,
3400,2015-07-20,credit,40.26,,1020 Personal CIBC 8362,0,0,0,0,,
3401,2015-07-21,credit,300.00,,1020 Personal CIBC 8362,0,0,0,0,,
3402,2015-07-22,credit,61.01,,1020 Personal CIBC 8362,0,0,0,0,,
3403,2015-07-22,credit,353.74,,1020 Personal CIBC 8362,0,0,0,0,,
3404,2015-07-23,credit,1.50,,1020 Personal CIBC 8362,0,0,0,0,,
3405,2015-07-24,credit,1500.00,,1020 Personal CIBC 8362,0,0,0,0,,
3406,2015-07-25,credit,160.39,,1020 Personal CIBC 8362,0,0,0,0,,
3407,2015-07-25,credit,7.50,,1020 Personal CIBC 8362,0,0,0,0,,
