id,transaction_date,account_code,account_name,description,debit_amount,credit_amount,net_amount,transaction_type,transaction_number,source_system,source_transaction_id,entity_name,row_hash
34218,2013-05-27,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,2c93b01767bf14fa1abec39e7f32c1832fb41447b733ac286e35bd7d3f9f9690
34344,2013-05-27,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,b3a2ea9ab6438696e645582b4f8dc398798f12ed3ea4f55eeb87dfd7f735816a
34539,2013-05-27,2801 L-9 2007 LIncoln Town Car,,"",1405.00,0.00,1405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,bbf26e550933c78a71efa5052ac3332bb944fd66132182764f4276d1b7d85cc5
34566,2013-05-27,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,0d97a459b2f3e39cdc98bc32ed50f143bec03d5a71d32bd7c2f357fe6e24b3dc
34596,2013-05-27,2803 L-11 2009 Ford E-450 Shuttle,,"",1810.00,0.00,1810.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f2169778f1e7b061393efa21c0c58d856cc7592842bee69350b2c6af7754c4c8
34190,2013-06-03,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2567.05,0.00,2567.05,Cheque Expense,dd,QuickBooks,dd,Ace Truck,30c9c9d5541c439887d61f4080a15367e898ce6128754439cd4877aced779f32
34219,2013-06-03,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,3701197803d06a4a254fc905c4b2e5a6baff89f6f033a3b107657780f9c0aafd
34345,2013-06-03,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,0d906a50c9140eb421971f52098984b17a530feb558f7ca1a733168b79fe01f0
34220,2013-06-17,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,9082de7720973dbea95faba7f009a872ad52f0b4a4292f9ac7874f7de794823f
34346,2013-06-17,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,0a4e5ee77886ae4ee5f5cfcc17fc14f116757a93419919002613429ebf147394
34519,2013-06-17,2800 L-8 2008 Ford Expedition,,"",1795.86,0.00,1795.86,Cheque Expense,dd,QuickBooks,dd,Jack Carter,a869ce7b0c4aba63379996b3cb3423df800c7d2ee8f5ec3df47ce3c459edb6c7
34540,2013-06-17,2801 L-9 2007 LIncoln Town Car,,"",1405.00,0.00,1405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,9031ea76efd7e1cb38b9fcce59e641e35216ec895d9f46e6ed0695a8d7fc49da
34567,2013-06-17,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7f4e7b45485bef4a071c7df9e2e335e09ea08a81d4c992910d749de09fd9ae75
34597,2013-06-17,2803 L-11 2009 Ford E-450 Shuttle,,"",1810.00,0.00,1810.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,a80dab82a92484e222614cf4935c6fba2ec99896bd917a72e6e6c872af46b51d
34191,2013-07-02,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2567.05,0.00,2567.05,Cheque Expense,dd,QuickBooks,dd,Ace Truck,fa34ab71a2fdddc6a8f2edcee2355ed9a3e3aaa66a577be09f0d66cfc9c1ea70
34221,2013-07-02,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,20f49d7e67df36d78009758bdac712a723f47eb2638267925faf76c6cb2ca0a0
34347,2013-07-02,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,d82d416873c64f34c5bd896d55465a4d1ee88cfc102afae6b63bb2cad0621327
34222,2013-07-15,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,07b9a565896924c35a470c8cbd189206e69edf9f28bd107298143e03703fab0e
34348,2013-07-15,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,569581df952a227b201e6053477eeebb49abeb67172db93c897be3bed9738d46
34568,2013-07-19,2802 L-10 2010 Ford E450 Bus,,"",2525.25,0.00,2525.25,Cheque Expense,34,QuickBooks,34,Heffner Lexus Toyota,8bc7ab449119201dde8c6fe61b933ef6c2e5d7eeef63590494b2cb3500e415c6
34520,2013-07-21,2800 L-8 2008 Ford Expedition,,"",1904.76,0.00,1904.76,Cheque Expense,dd,QuickBooks,dd,Jack Carter,d0f2f56df733b2a7ff8efdc0274d2646fe8f8cf61aaf6d1a92953bb037f213d2
34192,2013-08-01,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2567.05,0.00,2567.05,Cheque Expense,dd,QuickBooks,dd,Ace Truck,4aa82d7cccb52b8674c21b6166fafd39b7353f5fad16514db2271f7372e00389
34223,2013-08-01,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7472fc793090f444287ce9e7a3bf53796f5efe03437593aa15f102943315f740
34349,2013-08-01,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,816c6d6d5a2ca905d276e6c2d09f67ebe0d270c44b22d377f031201250684798
34521,2013-08-12,2800 L-8 2008 Ford Expedition,,"",1904.76,0.00,1904.76,Cheque Expense,dd,QuickBooks,dd,Jack Carter,647bf818fb8457ad6a6f666963344f1f47e304d97371178b69d711709eb3a073
34224,2013-08-15,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,db74969364953c93d8ef052813e0384d3b49cd4b470b8708da1a8817fbff1c35
34350,2013-08-15,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,d989a66a8fd494ba1b10a86d79f87930e166736449359357faafe866da73db94
34522,2013-08-15,2800 L-8 2008 Ford Expedition,,"",1795.86,0.00,1795.86,Cheque Expense,dd,QuickBooks,dd,Jack Carter,8fd9afa0000e02b6234b8edce41fee52900c2a54855d91949dcb7d00eb17f508
34541,2013-08-15,2801 L-9 2007 LIncoln Town Car,,"",1405.00,0.00,1405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,03bbd91b300fc5d266561d33dfcf4a9f84eb7b68fe6b5e78e52fd15c23d099ea
34569,2013-08-15,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7f5c754f44eeaebcbf0bfb44927612e1fd522ee207d50a6f2152e4836525449e
34598,2013-08-15,2803 L-11 2009 Ford E-450 Shuttle,,"",1810.00,0.00,1810.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,73fb3f8baf15c293b643334657340c4dc628c807e2fa18509c9537e2c23f8bba
34193,2013-09-03,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2567.05,0.00,2567.05,Cheque Expense,dd,QuickBooks,dd,Ace Truck,809ca456f1d828ad1a23d1f3a2423328b33192e2cc1648907607cd015060d15b
34225,2013-09-03,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5b7fecf77a356edb6fd7dafb0ad3c03692e3d3036cbaaf25f7179bdfd8d69562
34351,2013-09-03,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",449.50,0.00,449.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,90c16f5782a6cc11922f3e6918e2e2d7986397f6cd2c7d03fb80a3798224d027
34226,2013-09-16,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,9f834474cc77bcc36348a9ebaedc87afe5823dc0ac64fe67ffb1d118c6e16ca1
34523,2013-09-16,2800 L-8 2008 Ford Expedition,,"",1405.00,0.00,1405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,dc77c9fd315702c1abf5b2bb8e0cbc663dfc3242296e52a14f7c8495c7d4d5af
34570,2013-09-23,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,3974f37d4928c70c83b057a2dc448336e3ee12235172005cc13121a933546b61
34599,2013-09-23,2803 L-11 2009 Ford E-450 Shuttle,,"",1810.00,0.00,1810.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,47100071922ae36b6d5643c5a969a600a31b94a995e2e475c4209e5f1b507112
34227,2013-10-01,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,df6bda0698f3bf93ad4323d2231300f8380366ce69901501deffb503ba47a786
34194,2013-10-15,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2590.86,0.00,2590.86,Cheque Expense,dd,QuickBooks,dd,Ace Truck,cf2a38d4a511ff01a4054f709dc96792bf2125ff700824f77e3fb12fa1856841
34542,2013-10-15,2801 L-9 2007 LIncoln Town Car,,"",703.25,0.00,703.25,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,180eb91babbddc4ddb9948a9876e398d847e950683dac533bd002f4b2d7c9135
34571,2013-10-15,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ac959f38b6851ea893b9ab668c1f39c257b42c51bf3128e6ffb78be3bc5169b6
34352,2013-10-25,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",871.31,0.00,871.31,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,295ae8e4e74d2e9f5e1e35000e8831929c6f6fa1faa32bbd98e92fc3f03b2700
34600,2013-10-25,2803 L-11 2009 Ford E-450 Shuttle,,"",1833.81,0.00,1833.81,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,72e68e0f16155698588d5519f03f2e1b30b6a15aa9da5113fa21f3c8e37c245d
34195,2013-11-01,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2567.05,0.00,2567.05,Cheque Expense,dd,QuickBooks,dd,Ace Truck,788cbe63f222d1bfc1f9cd64be8af03fae049816ae96125ba5124b45ba100962
34228,2013-11-01,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,931538cc755a276bf92f4204183a890708b4e8d235e8175dbca33e89424c929a
34543,2013-11-15,2801 L-9 2007 LIncoln Town Car,,"",703.25,0.00,703.25,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5e2edc9fc50f5b1245aa70ceadcbff1c9a3d016feb998231654ee0486efd0fdf
34353,2013-11-27,2508 Leases and Loans:L4 2007 Lincon Town Car,,"",871.31,0.00,871.31,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,69f3ddb54cc7fcff9d21344cf5cbd1b3f3e5407d8a8185758fe8c4a380b71d58
34572,2013-11-27,2802 L-10 2010 Ford E450 Bus,,"",2428.81,0.00,2428.81,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,fcb2f6c2609a2fecbadb1e8bd15efac1901817d874c5957667b7dfc9d145ad14
34601,2013-11-27,2803 L-11 2009 Ford E-450 Shuttle,,"",1833.81,0.00,1833.81,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,fb2a77d75fe6eb1db84c273141c2306281a6f7d3bd87a00afa44dfddab263199
34229,2013-12-09,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,4e65b72a739ffaf1680c7782c7df475d9e3a086fb2aa62afd6f347c550ba08dd
34196,2013-12-10,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2590.51,0.00,2590.51,Cheque Expense,dd,QuickBooks,dd,Ace Truck,d129f8beffd486bbcd8dd5b4f160d4f3fe148b6b1ba4238c1509fcadbdf51ef3
34230,2013-12-16,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,95bfae4f59938cb7cc417d100c3b8473fc0df6ed3077b936aad0ce25e443c17f
34544,2013-12-16,2801 L-9 2007 LIncoln Town Car,,"",703.25,0.00,703.25,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,dabbec114451333128d03453f1c1ae2646fcf011dd0ad32c2759f14035081755
34573,2013-12-16,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,47d44d91b2966888f5986189154fe8ab37f406249383fa6d3205bb84af1ebf8a
34602,2013-12-16,2803 L-11 2009 Ford E-450 Shuttle,,"",1810.00,0.00,1810.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,68bda83f920afcd34b3b6252bf0a198b7bb4d30144cca702492b2820bbc7de76
34197,2014-01-02,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2567.05,0.00,2567.05,Cheque Expense,dd,QuickBooks,dd,Ace Truck,014c792e7fbf10372bf8be894b92703643fb4b11e776ec45fb20b78b7cd143b4
34231,2014-01-02,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,3b7422787209db60d8f3feaef4d3806699d3699ba338aa130b58f25d0a7643fd
34574,2014-01-23,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f55731058877597d42073b79ef7f8e7a91782fa241f7b82a883e1239a8236d82
34232,2014-01-27,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,299f4b9fc021f4df8b7afac07d24db1c2d02a84c4d30362737b6117842c80552
34545,2014-01-27,2801 L-9 2007 LIncoln Town Car,,"",703.25,0.00,703.25,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,2a12eedcb9b87f0dcd508c989efcecae0bbb9f06edef01e0d856b3f77c86a5be
34233,2014-02-03,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,32810dcb8e2a35b18806a847f11580fdbb8181bac6de90ee28e46d7735f21f19
34198,2014-02-06,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2590.86,0.00,2590.86,Cheque Expense,dd,QuickBooks,dd,Ace Truck,4d384bb650a90b060ca0b03cb60ebfe2c83f78ecc2a75b0a111dcb558c4c4039
34234,2014-02-18,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f67ef1fb7684859cf6f1bffed1273cbef19a8da7cfdbe8fa979965db5b14e389
34546,2014-02-18,2801 L-9 2007 LIncoln Town Car,,"",703.25,0.00,703.25,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,d2d45e1d65426f659e7c7c03f571796c81f11c8d5323f42c1566bfa84d45f2af
34603,2014-02-18,2803 L-11 2009 Ford E-450 Shuttle,,"",1810.00,0.00,1810.00,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,95dc9dc301574bba3c7733b9cf82db88b859593a885665b11c2089d943220b88
34575,2014-02-24,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,EMT,QuickBooks,EMT,Heffner Lexus Toyota,a56e656f1371baf0bad3e4694e2c07832faa015b59ae7645fcb13af5dcfd4073
34199,2014-03-19,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2590.86,0.00,2590.86,Cheque Expense,dd,QuickBooks,dd,Ace Truck,b984c4e42ec3d921819d19c60af7ef2c82ebe30535ff0eb470fbdadf8eaa299c
34576,2014-03-21,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,EMT,QuickBooks,EMT,Heffner Lexus Toyota,b1026b387bc6399848a4db22cd14fa525ee37abe292ad9dc88c57916774afbbf
34604,2014-03-24,2803 L-11 2009 Ford E-450 Shuttle,,"",1810.00,0.00,1810.00,Cheque Expense,EMT,QuickBooks,EMT,Heffner Lexus Toyota,fb71fb7e51ff2e2934c7e3773c9974274966886dbc7f568e5f212ff1f2e93732
34235,2014-04-01,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,298c0a44d8ddf04bb08412795916120ddd691b167b35dafcf26ed9f1bb8ffd78
34200,2014-04-08,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",1142.86,0.00,1142.86,Cheque Expense,dd,QuickBooks,dd,Ace Truck,bd4075e461f9b8b413b09baeef7296f7eaf307155516ecafd0aa445faa65ca25
34236,2014-04-15,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,2b6211d69b93859f44f0bbf86cca3a1fed6c1a39f24784f55d438c98ff030ebe
34547,2014-04-15,2801 L-9 2007 LIncoln Town Car,,"",703.25,0.00,703.25,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,41f210173041ae9db3e5112dbf3a015e539511c7851253c304c04ca381f2f010
34577,2014-04-17,2802 L-10 2010 Ford E450 Bus,,"",2405.00,0.00,2405.00,Cheque Expense,EMT,QuickBooks,EMT,Heffner Lexus Toyota,e09656facca70ff24cc5ac5a030c13a11f091c98fd551fd2dfc2af98d4ceae57
34237,2014-05-01,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5a773c60216a5733af40fa85da6c32d4f883d91b1907c5b877e21f9e032a4e21
34201,2014-06-02,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2567.05,0.00,2567.05,Cheque Expense,dd,QuickBooks,dd,Ace Truck,d69a8fd0763deb464171b1fe9bb76dc963a8b14304f8f0cc446373f42287f832
34238,2014-06-02,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",847.50,0.00,847.50,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,fb3c268e2de7757ec5fef0fe3b7491498564e7981a239558946a2a938e2b9588
34202,2014-06-27,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",1520.00,0.00,1520.00,Cheque Expense,cash,QuickBooks,cash,Ace Truck,79bb0db93ac290d4e1184e4452bed7a30164e0f9aaf8bf23a28686c233555bca
34203,2014-08-20,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",5205.52,0.00,5205.52,Cheque Expense,dd,QuickBooks,dd,Ace Truck,55d334e499fdf1f8c00799fe39cc2d9588aa9474feb8587477d4c5152e9bdfd4
34204,2014-10-07,2506 Leases and Loans:L-14 2010 Ford E450 Limo Bus,,"",2019.43,0.00,2019.43,Cheque Expense,dd,QuickBooks,dd,Ace Truck,ab06cbbd39eed99465373ecbd595b8da0973dc2f4c365277744a9e25b3ec3676
15776,2014-10-31,Limousines & Busses:L18 2003 Ford Excursion D67617,,Purchase 2003 Ford Excursion,24000.00,0.00,24000.00,Journal Entry,,QuickBooks,,,9d85bcf5b70b41d172ff0de4822b447797f2e44c7e099941a2b72d44a8c8a24a
34638,2014-10-31,2813 Cap Lease 03 Ford Excurs 799.03,,Purchase 2003 Ford Excursion,0.00,24000.00,-24000.00,Journal Entry,,QuickBooks,,,f0de91178aec56a7b436ce78297484c4a52514727894c354a496a63ea778b63d
34477,2014-12-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,608503d64f566ade89fa3cc4d14693c40aa60b7806ce0c97d2869c715f34e8cc
34639,2014-12-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,3cd018dd4baf551a7c43fb3c1076e37742f7db1b23800b64136142373e725742
34478,2015-01-19,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,23e88fbb45360c698fad6fb96082323c76d0aa91edf3c57a86d67110bd85bc5a
34640,2015-01-19,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,76f89f6f385d51d536e96bdbf6eaa14b358bf8101a075442896d46bc39701f01
34354,2015-01-27,2509 Leases and Loans:L17 - Bus,,"",306.00,0.00,306.00,Cheque Expense,EMT,QuickBooks,EMT,Keith Dixon,dd85b3a6aad76fdd6788b1b64d7b58a12f6cdf0968719bc39441004c869a5231
34641,2015-02-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,eebdb9c5537f72e095476d5ac333fd78b12bf17532b63ce6172efee83f400d50
34461,2015-03-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,be2e037ccda29a84bf36aed78b3b8618332b21c99129b5557b0499b279be881e
34479,2015-03-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,33bd2bfe580c36f27b6a87422e34283ccde6e2d581e809055ce1902b9da482b2
34642,2015-03-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,81587a1db62b0d1a2e3aee3ba440ac2885ac1eb859669fd75916e6f6c570f968
34480,2015-04-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,0ab93327354c15b91e8165e112cb9e08ecac47701f01695cacd837305a6b26c1
34355,2015-04-30,2509 Leases and Loans:L17 - Bus,,"",306.00,0.00,306.00,Cheque Expense,EMT,QuickBooks,EMT,"Dixon, Keith.",ec0e070199ba8024624b7fedcfdd4528aa5e33faf12a6fd3d48fdf4773ce7e1f
15622,2015-05-26,1399 Suspense,,Vehicle Lease - Which Lease?,2734.73,0.00,2734.73,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,a00f7b874d64e31208e236edd66bb90d5681cc7d823cf05b200d1bf720205a7f
34462,2015-06-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,bc8036ff468b4dc97ab981cbdff24798ea21f1d4e12ef66a10389d2699969975
34481,2015-06-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,734e164bfdad717dc68bcff2962570151fafbacea2f4dd7fc82066e94a54b152
34643,2015-06-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,a6517626e4c4d2e2af619bff76be41cc974d532bd7a0b38fd69d3dfcefb07e25
34356,2015-06-25,2509 Leases and Loans:L17 - Bus,,"",612.00,0.00,612.00,Cheque Expense,EMT,QuickBooks,EMT,"Dixon, Keith.",3474f7f2b52e712becd12629c3c17df6a33a1a68ab39e37b2efacd9ad609d4e7
34357,2015-07-16,2509 Leases and Loans:L17 - Bus,,"",960.00,0.00,960.00,Cheque Expense,EMT,QuickBooks,EMT,"Dixon, Keith.",b6fadcd6e611f59edb2b25a68591a4b382c8ed27bddf171db580755e415dac84
34463,2015-07-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,94263221d665cdd73516509aa047cdc26ca8953d245940858037cfefc352a0be
34482,2015-07-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,b06f1232e9d49f8ca61761a7d194f1842f4743e83f37c38c5ea9b77b7e569d7d
34644,2015-07-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,c5a9f18a79655640d508b2477fd002875141a03fc1d145258972cde569b94269
34464,2015-09-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,b77fa12340fda7a950f12de45477a9dec719f5d2b34c0e68be818798ee4abb2b
34483,2015-09-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,5d48bbce76ae0999f3429ed13a11862bc8aac02f459858bd6d07bdf129003ca2
34645,2015-09-17,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,92928d9cc45121b0bcd530c258f60d9c619b10e36ba37abc841fa0720bf995dc
34465,2015-10-19,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,9ff20dd3dbbd715b86bcbac24aace3cf0a19ee1881dc4d75b15bf383cea96ed5
34484,2015-10-19,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,87dbece52f14c75cd882604a70df1fe16c69f5920676c8548b1a35425cc4f02c
34646,2015-10-19,2813 Cap Lease 03 Ford Excurs 799.03,,"",760.98,0.00,760.98,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,12ad3366ef84bfa78e117520232500859952c7fe241240fc6ac86f9b7712fd56
34358,2015-10-26,2509 Leases and Loans:L17 - Bus,,"",306.00,0.00,306.00,Cheque Expense,EMT,QuickBooks,EMT,"Dixon, Keith.",1c8c0c40621357606994f9794af24cbd50091c7ca78b3c0716c91e0e374a0b34
