source_zip,cra_txn_id,cra_sequence,cra_date,cra_amount,cra_account_name,cra_name,cra_description,match_level,suggested_action,reason,raw_row_hash
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14591,1,2017-02-22,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,ce9f079bd38d3050ba80facda7ad1caf43f1b85c
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14584,0,2017-02-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,89b9ef81220a0949c8e61c22fb8844ddc169d6da
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14584,1,2017-02-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,9b84135e566a5d1fb326f758645ca237b1ef804f
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14593,0,2017-02-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,338581b6386c7e1fb81785fd5f471c28159c8c85
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14593,1,2017-02-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,14ed5240c80196c901f8c45026610d15fe14bb84
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14601,0,2017-02-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,70ed9de6870f3277699d74100eb452e043465639
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14601,1,2017-02-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,0779d5de2d17ebc7e0428a07981108aa0a1160f5
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14611,0,2017-02-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,6c90035797af75c68471904d9cd0d13aaedd090c
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14611,1,2017-02-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,3980bbd7d3e9da3585dddc7581cdc1717a0dd52e
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14651,0,2017-02-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,a582c6969d5a27822249def2ca3bac7aca50d093
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14651,1,2017-02-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,30a0b95242c4473c08f7d30ec98d166cb8408407
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14616,0,2017-04-10,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,b7979bea1d1b2b73b5326ea0670d9bcd794fbbb0
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14616,1,2017-04-10,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,54e60b48ebd7f2597dd4d9cec96a6f238d868182
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14631,0,2017-05-01,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,afcc9b5f25b42eecedcbd91904162adc1db1b04c
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14631,1,2017-05-01,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,4375fe5db3d88838d7ec1c5dd4c71bd88dc94d04
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14605,0,2017-06-29,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,f022738977cfb59375fa5645c6d9813d38d53a50
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14605,1,2017-06-29,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,bfb420393609e1b14e357a669dead794908715ff
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14626,0,2017-06-29,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,3a075985db16ae32a3578062b077970e28bd3d40
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14626,1,2017-06-29,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,dcc95c4ecae7c9b3516ad9649674ebb61624fe3e
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14637,0,2017-08-10,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,d2bd44e03bef24bd94ddfc596b146e62098a62d1
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14637,1,2017-08-10,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,276cf8ea3e5d87888f2fc252d53d70cbe30ec60b
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14587,0,2017-08-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,4ad9aea1373f0b74ef7db633fc8b61f084d0591d
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14587,1,2017-08-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,0faae8d361cb5acf2983a57f1e755eb0f4b1ffc2
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14606,0,2017-08-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,5204e3b1f21b3c192b8ca6f0454173a39547d461
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14606,1,2017-08-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,0a80f710e67973e921911e830c317d703b15dbb5
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14627,0,2017-08-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,28cde547c31da0efd4a7270f2a3fd393d8904822
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14627,1,2017-08-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,f56442d239e5c952ce95a7fa8dd6cf354b3f4353
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14644,0,2017-08-23,,,Telus Communications,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,98773cb7b4f50f0a48a8ebf46087a02ae5d6fd7b
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14644,1,2017-08-23,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,af9e4f793cd57c67754a018477bc26c8812a152d
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14607,0,2017-08-25,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,7daba6320774c944b439728733aac8e75a3d9e44
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14607,1,2017-08-25,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,3069da3188ad1f886d7416c260190f80210500bc
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14628,0,2017-08-25,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,b938da7b15d09d627b6b8fc6f3029b8b237cb085
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14628,1,2017-08-25,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,fbcb8572b3ec81419bf86a0638af8ce88a21e80e
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14596,0,2017-09-19,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,a57ec8b4d151a13a5c760c58b4a354cbb6ea6610
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14596,1,2017-09-19,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,6c1502dd34348d19b293c8a8251553ec56b952ae
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14647,0,2017-09-27,,,Rogers,Bill Payment (Cheque),UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,16efff9d1184165add6e144d9adfcff3d7895595
CRAauditexport__2002-01-01_2025-12-31__20251019T204151.zip,14647,1,2017-09-27,,2000 Accounts Payable,,,UNMATCHED,REVIEW_MAPPING,Missing CRA date or amount; cannot safely match,2a5ce9222d7ce2edc8a78adff7216bfd65e7efc0
