entry_date,account_code,account_name,description,debit,credit,source_table,source_id,source_ref
2012-06-04,1000,Cash / Clearing,Charter #5090 - Res #006117 - unknown,250.00,0.00,income_ledger,19046,0005768
2012-06-04,41000,Charter Revenue,Charter #5090 - Res #006117 - unknown,0.00,250.00,income_ledger,19046,0005768
2012-06-04,1000,Cash / Clearing,Charter #5175 - Res #006228 - unknown,250.00,0.00,income_ledger,19127,0005768
2012-06-04,41000,Charter Revenue,Charter #5175 - Res #006228 - unknown,0.00,250.00,income_ledger,19127,0005768
2012-06-04,1000,Cash / Clearing,Charter #5183 - Res #006236 - unknown,0.01,0.00,income_ledger,19171,0005768
2012-06-04,41000,Charter Revenue,Charter #5183 - Res #006236 - unknown,0.00,0.01,income_ledger,19171,0005768
2012-06-04,1000,Cash / Clearing,Charter #5223 - Res #006276 - unknown,334.00,0.00,income_ledger,19197,0005768
2012-06-04,41000,Charter Revenue,Charter #5223 - Res #006276 - unknown,0.00,334.00,income_ledger,19197,0005768
2012-06-04,1000,Cash / Clearing,Charter #5225 - Res #006278 - unknown,0.01,0.00,income_ledger,19198,0005768
2012-06-04,41000,Charter Revenue,Charter #5225 - Res #006278 - unknown,0.00,0.01,income_ledger,19198,0005768
2012-06-04,1000,Cash / Clearing,Charter #5226 - Res #006279 - unknown,0.01,0.00,income_ledger,19199,0005768
2012-06-04,41000,Charter Revenue,Charter #5226 - Res #006279 - unknown,0.00,0.01,income_ledger,19199,0005768
2012-06-04,1000,Cash / Clearing,Charter #5190 - Res #006243 - unknown,772.00,0.00,income_ledger,20114,0005768
2012-06-04,41000,Charter Revenue,Charter #5190 - Res #006243 - unknown,0.00,772.00,income_ledger,20114,0005768
2012-06-04,1000,Cash / Clearing,Charter #5157 - Res #006210 - unknown,402.50,0.00,income_ledger,20149,0005767
2012-06-04,41000,Charter Revenue,Charter #5157 - Res #006210 - unknown,0.00,402.50,income_ledger,20149,0005767
2012-06-04,1000,Cash / Clearing,Charter #5222 - Res #006275 - unknown,300.00,0.00,income_ledger,20150,0005768
2012-06-04,41000,Charter Revenue,Charter #5222 - Res #006275 - unknown,0.00,300.00,income_ledger,20150,0005768
2012-06-04,1000,Cash / Clearing,Charter #5222 - Res #006275 - unknown,314.25,0.00,income_ledger,20151,0005768
2012-06-04,41000,Charter Revenue,Charter #5222 - Res #006275 - unknown,0.00,314.25,income_ledger,20151,0005768
2012-06-04,1000,Cash / Clearing,Charter #5186 - Res #006239 - unknown,1340.00,0.00,income_ledger,20152,0005768
2012-06-04,41000,Charter Revenue,Charter #5186 - Res #006239 - unknown,0.00,1340.00,income_ledger,20152,0005768
2012-06-04,1000,Cash / Clearing,Charter #5224 - Res #006277 - unknown,428.00,0.00,income_ledger,20153,0005768
2012-06-04,41000,Charter Revenue,Charter #5224 - Res #006277 - unknown,0.00,428.00,income_ledger,20153,0005768
2012-06-04,1000,Cash / Clearing,Charter #5191 - Res #006244 - unknown,250.00,0.00,income_ledger,20154,0005768
2012-06-04,41000,Charter Revenue,Charter #5191 - Res #006244 - unknown,0.00,250.00,income_ledger,20154,0005768
2012-06-04,1000,Cash / Clearing,Charter #5076 - Res #006103 - unknown,330.00,0.00,income_ledger,20155,0005768
2012-06-04,41000,Charter Revenue,Charter #5076 - Res #006103 - unknown,0.00,330.00,income_ledger,20155,0005768
2012-06-04,1000,Cash / Clearing,Charter #5163 - Res #006216 - unknown,200.00,0.00,income_ledger,20156,0005768
2012-06-04,41000,Charter Revenue,Charter #5163 - Res #006216 - unknown,0.00,200.00,income_ledger,20156,0005768
2012-06-04,1000,Cash / Clearing,Charter #5163 - Res #006216 - unknown,250.00,0.00,income_ledger,20157,0005768
2012-06-04,41000,Charter Revenue,Charter #5163 - Res #006216 - unknown,0.00,250.00,income_ledger,20157,0005768
2012-06-04,1000,Cash / Clearing,Charter #5229 - Res #006282 - unknown,40.00,0.00,income_ledger,20158,0005768
2012-06-04,41000,Charter Revenue,Charter #5229 - Res #006282 - unknown,0.00,40.00,income_ledger,20158,0005768
2012-06-04,1000,Cash / Clearing,Charter #5029 - Res #006135 - unknown,934.75,0.00,income_ledger,20159,0005768
2012-06-04,41000,Charter Revenue,Charter #5029 - Res #006135 - unknown,0.00,934.75,income_ledger,20159,0005768
2012-06-04,1000,Cash / Clearing,Charter #5232 - Res #006285 - unknown,1560.00,0.00,income_ledger,20160,0005768
2012-06-04,41000,Charter Revenue,Charter #5232 - Res #006285 - unknown,0.00,1560.00,income_ledger,20160,0005768
2012-06-04,1000,Cash / Clearing,Charter #5181 - Res #006234 - unknown,235.00,0.00,income_ledger,20779,0005768
2012-06-04,41000,Charter Revenue,Charter #5181 - Res #006234 - unknown,0.00,235.00,income_ledger,20779,0005768
2012-06-04,1000,Cash / Clearing,Charter #5188 - Res #006241 - unknown,800.00,0.00,income_ledger,20780,0005768
2012-06-04,41000,Charter Revenue,Charter #5188 - Res #006241 - unknown,0.00,800.00,income_ledger,20780,0005768
2012-06-04,1000,Cash / Clearing,Charter #5189 - Res #006242 - unknown,540.00,0.00,income_ledger,20785,0005768
2012-06-04,41000,Charter Revenue,Charter #5189 - Res #006242 - unknown,0.00,540.00,income_ledger,20785,0005768
2012-06-04,1000,Cash / Clearing,Charter #5075 - Res #006102 - unknown,514.00,0.00,income_ledger,20786,0005768
2012-06-04,41000,Charter Revenue,Charter #5075 - Res #006102 - unknown,0.00,514.00,income_ledger,20786,0005768
2012-06-04,1000,Cash / Clearing,Charter #5116 - Res #006169 - unknown,494.00,0.00,income_ledger,20787,0005768
2012-06-04,41000,Charter Revenue,Charter #5116 - Res #006169 - unknown,0.00,494.00,income_ledger,20787,0005768
2012-06-04,1000,Cash / Clearing,Charter #5227 - Res #006280 - unknown,0.01,0.00,income_ledger,20788,0005768
2012-06-04,41000,Charter Revenue,Charter #5227 - Res #006280 - unknown,0.00,0.01,income_ledger,20788,0005768
2012-06-04,1000,Cash / Clearing,Charter #5228 - Res #006281 - unknown,0.01,0.00,income_ledger,20789,0005768
2012-06-04,41000,Charter Revenue,Charter #5228 - Res #006281 - unknown,0.00,0.01,income_ledger,20789,0005768
2012-06-04,1000,Cash / Clearing,Charter #4785 - Res #005836 - unknown,800.00,0.00,income_ledger,20790,0005768
2012-06-04,41000,Charter Revenue,Charter #4785 - Res #005836 - unknown,0.00,800.00,income_ledger,20790,0005768
2012-06-04,1000,Cash / Clearing,Charter #4785 - Res #005836 - unknown,198.23,0.00,income_ledger,20792,0005768
2012-06-04,41000,Charter Revenue,Charter #4785 - Res #005836 - unknown,0.00,198.23,income_ledger,20792,0005768
2012-06-04,1000,Cash / Clearing,Charter #4796 - Res #005847 - unknown,443.75,0.00,income_ledger,20793,0005768
2012-06-04,41000,Charter Revenue,Charter #4796 - Res #005847 - unknown,0.00,443.75,income_ledger,20793,0005768
2012-06-04,1000,Cash / Clearing,Charter #5148 - Res #006201 - unknown,487.50,0.00,income_ledger,20795,0005768
2012-06-04,41000,Charter Revenue,Charter #5148 - Res #006201 - unknown,0.00,487.50,income_ledger,20795,0005768
2012-06-04,1000,Cash / Clearing,Charter #5137 - Res #006190 - unknown,2000.00,0.00,income_ledger,20796,0005768
2012-06-04,41000,Charter Revenue,Charter #5137 - Res #006190 - unknown,0.00,2000.00,income_ledger,20796,0005768
2012-06-04,1000,Cash / Clearing,Charter #5230 - Res #006283 - unknown,0.01,0.00,income_ledger,20797,0005768
2012-06-04,41000,Charter Revenue,Charter #5230 - Res #006283 - unknown,0.00,0.01,income_ledger,20797,0005768
2012-06-04,1000,Cash / Clearing,Charter #5178 - Res #006231 - unknown,702.00,0.00,income_ledger,20799,0005768
2012-06-04,41000,Charter Revenue,Charter #5178 - Res #006231 - unknown,0.00,702.00,income_ledger,20799,0005768
2012-06-04,1000,Cash / Clearing,Charter #5233 - Res #006286 - unknown,75.00,0.00,income_ledger,20800,0005768
2012-06-04,41000,Charter Revenue,Charter #5233 - Res #006286 - unknown,0.00,75.00,income_ledger,20800,0005768
2012-06-04,1000,Cash / Clearing,Charter #5182 - Res #006235 - unknown,110.00,0.00,income_ledger,21101,0005768
2012-06-04,41000,Charter Revenue,Charter #5182 - Res #006235 - unknown,0.00,110.00,income_ledger,21101,0005768
2012-06-05,1000,Cash / Clearing,Charter #5214 - Res #006267 - unknown,75.00,0.00,income_ledger,20161,0005768
2012-06-05,41000,Charter Revenue,Charter #5214 - Res #006267 - unknown,0.00,75.00,income_ledger,20161,0005768
2012-06-05,1000,Cash / Clearing,Charter #5201 - Res #006254 - unknown,86.25,0.00,income_ledger,20162,0005768
2012-06-05,41000,Charter Revenue,Charter #5201 - Res #006254 - unknown,0.00,86.25,income_ledger,20162,0005768
2012-06-05,1000,Cash / Clearing,Charter #5138 - Res #006191 - unknown,40.00,0.00,income_ledger,20801,0005768
2012-06-05,41000,Charter Revenue,Charter #5138 - Res #006191 - unknown,0.00,40.00,income_ledger,20801,0005768
2012-06-05,1000,Cash / Clearing,Charter #5212 - Res #006265 - unknown,231.00,0.00,income_ledger,20802,0005768
2012-06-05,41000,Charter Revenue,Charter #5212 - Res #006265 - unknown,0.00,231.00,income_ledger,20802,0005768
2012-06-05,1000,Cash / Clearing,Charter #5172 - Res #006225 - unknown,245.00,0.00,income_ledger,20803,0005768
2012-06-05,41000,Charter Revenue,Charter #5172 - Res #006225 - unknown,0.00,245.00,income_ledger,20803,0005768
2012-06-06,1000,Cash / Clearing,Charter #5247 - Res #006300 - unknown,210.00,0.00,income_ledger,20804,0005768
2012-06-06,41000,Charter Revenue,Charter #5247 - Res #006300 - unknown,0.00,210.00,income_ledger,20804,0005768
2012-06-07,1000,Cash / Clearing,Charter #5251 - Res #006304 - unknown,500.00,0.00,income_ledger,20163,0005768
2012-06-07,41000,Charter Revenue,Charter #5251 - Res #006304 - unknown,0.00,500.00,income_ledger,20163,0005768
2012-06-07,1000,Cash / Clearing,Charter #5253 - Res #006306 - unknown,385.00,0.00,income_ledger,21173,0005769
2012-06-07,41000,Charter Revenue,Charter #5253 - Res #006306 - unknown,0.00,385.00,income_ledger,21173,0005769
2012-06-07,1000,Cash / Clearing,Charter #5254 - Res #006307 - unknown,385.00,0.00,income_ledger,21410,0005770
2012-06-07,41000,Charter Revenue,Charter #5254 - Res #006307 - unknown,0.00,385.00,income_ledger,21410,0005770
2012-06-08,1000,Cash / Clearing,Charter #5257 - Res #006310 - unknown,500.00,0.00,income_ledger,19048,0006010
2012-06-08,41000,Charter Revenue,Charter #5257 - Res #006310 - unknown,0.00,500.00,income_ledger,19048,0006010
2012-06-08,1000,Cash / Clearing,Charter #5265 - Res #006318 - unknown,250.00,0.00,income_ledger,19083,0006018
2012-06-08,41000,Charter Revenue,Charter #5265 - Res #006318 - unknown,0.00,250.00,income_ledger,19083,0006018
2012-06-08,1000,Cash / Clearing,Charter #5258 - Res #006311 - unknown,250.00,0.00,income_ledger,19184,0006011
2012-06-08,41000,Charter Revenue,Charter #5258 - Res #006311 - unknown,0.00,250.00,income_ledger,19184,0006011
2012-06-08,1000,Cash / Clearing,Charter #5264 - Res #006317 - unknown,300.00,0.00,income_ledger,19216,0005781
2012-06-08,41000,Charter Revenue,Charter #5264 - Res #006317 - unknown,0.00,300.00,income_ledger,19216,0005781
2012-06-08,1000,Cash / Clearing,Charter #5263 - Res #006316 - credit_card,200.00,0.00,income_ledger,19436,0006016
2012-06-08,41000,Charter Revenue,Charter #5263 - Res #006316 - credit_card,0.00,200.00,income_ledger,19436,0006016
2012-06-08,1000,Cash / Clearing,Charter #5266 - Res #006319 - unknown,500.00,0.00,income_ledger,20164,0006111
2012-06-08,41000,Charter Revenue,Charter #5266 - Res #006319 - unknown,0.00,500.00,income_ledger,20164,0006111
2012-06-08,1000,Cash / Clearing,Charter #5267 - Res #006320 - unknown,205.00,0.00,income_ledger,20165,0006112
2012-06-08,41000,Charter Revenue,Charter #5267 - Res #006320 - unknown,0.00,205.00,income_ledger,20165,0006112
2012-06-08,1000,Cash / Clearing,Charter #5268 - Res #006321 - unknown,205.00,0.00,income_ledger,20166,0006113
2012-06-08,41000,Charter Revenue,Charter #5268 - Res #006321 - unknown,0.00,205.00,income_ledger,20166,0006113
2012-06-08,1000,Cash / Clearing,Charter #5269 - Res #006322 - unknown,500.00,0.00,income_ledger,20167,0006115
2012-06-08,41000,Charter Revenue,Charter #5269 - Res #006322 - unknown,0.00,500.00,income_ledger,20167,0006115
2012-06-08,1000,Cash / Clearing,Charter #5264 - Res #006317 - credit_card,300.00,0.00,income_ledger,20595,0006017
2012-06-08,41000,Charter Revenue,Charter #5264 - Res #006317 - credit_card,0.00,300.00,income_ledger,20595,0006017
2012-06-08,1000,Cash / Clearing,Charter #5255 - Res #006308 - unknown,183.25,0.00,income_ledger,21102,0005772
2012-06-08,41000,Charter Revenue,Charter #5255 - Res #006308 - unknown,0.00,183.25,income_ledger,21102,0005772
2012-06-08,1000,Cash / Clearing,Charter #5256 - Res #006309 - unknown,205.00,0.00,income_ledger,21103,0005773
2012-06-08,41000,Charter Revenue,Charter #5256 - Res #006309 - unknown,0.00,205.00,income_ledger,21103,0005773
2012-06-08,1000,Cash / Clearing,Charter #5259 - Res #006312 - unknown,500.00,0.00,income_ledger,21174,0005776
2012-06-08,41000,Charter Revenue,Charter #5259 - Res #006312 - unknown,0.00,500.00,income_ledger,21174,0005776
2012-06-08,1000,Cash / Clearing,Charter #5260 - Res #006313 - unknown,175.00,0.00,income_ledger,21175,0005777
2012-06-08,41000,Charter Revenue,Charter #5260 - Res #006313 - unknown,0.00,175.00,income_ledger,21175,0005777
2012-06-08,1000,Cash / Clearing,Charter #5261 - Res #006314 - unknown,500.00,0.00,income_ledger,21176,0005778
2012-06-08,41000,Charter Revenue,Charter #5261 - Res #006314 - unknown,0.00,500.00,income_ledger,21176,0005778
2012-06-08,1000,Cash / Clearing,Charter #5262 - Res #006315 - unknown,500.00,0.00,income_ledger,21177,0005779
2012-06-08,41000,Charter Revenue,Charter #5262 - Res #006315 - unknown,0.00,500.00,income_ledger,21177,0005779
2012-06-08,1000,Cash / Clearing,Charter #5246 - Res #006299 - unknown,205.00,0.00,income_ledger,21189,0005771
2012-06-08,41000,Charter Revenue,Charter #5246 - Res #006299 - unknown,0.00,205.00,income_ledger,21189,0005771
2012-06-08,1000,Cash / Clearing,Charter #5268 - Res #006321 - unknown,818.75,0.00,income_ledger,21337,0006114
2012-06-08,41000,Charter Revenue,Charter #5268 - Res #006321 - unknown,0.00,818.75,income_ledger,21337,0006114
2012-06-09,1000,Cash / Clearing,Charter #5185 - Res #006238 - unknown,294.00,0.00,income_ledger,21361,0006117
2012-06-09,41000,Charter Revenue,Charter #5185 - Res #006238 - unknown,0.00,294.00,income_ledger,21361,0006117
2012-06-11,1000,Cash / Clearing,Charter #5274 - Res #006327 - unknown,240.00,0.00,income_ledger,19751,0006036
2012-06-11,41000,Charter Revenue,Charter #5274 - Res #006327 - unknown,0.00,240.00,income_ledger,19751,0006036
2012-06-11,1000,Cash / Clearing,Charter #5219 - Res #006272 - unknown,82.50,0.00,income_ledger,20168,0006119
2012-06-11,41000,Charter Revenue,Charter #5219 - Res #006272 - unknown,0.00,82.50,income_ledger,20168,0006119
2012-06-11,1000,Cash / Clearing,Charter #5196 - Res #006249 - unknown,231.00,0.00,income_ledger,20169,0006120
2012-06-11,41000,Charter Revenue,Charter #5196 - Res #006249 - unknown,0.00,231.00,income_ledger,20169,0006120
2012-06-11,1000,Cash / Clearing,Charter #5271 - Res #006324 - unknown,150.00,0.00,income_ledger,20170,0006127
2012-06-11,41000,Charter Revenue,Charter #5271 - Res #006324 - unknown,0.00,150.00,income_ledger,20170,0006127
2012-06-11,1000,Cash / Clearing,Charter #5270 - Res #006323 - unknown,358.00,0.00,income_ledger,20171,0006128
2012-06-11,41000,Charter Revenue,Charter #5270 - Res #006323 - unknown,0.00,358.00,income_ledger,20171,0006128
2012-06-11,1000,Cash / Clearing,Charter #5300 - Res #006330 - unknown,262.50,0.00,income_ledger,21346,0006121
2012-06-11,41000,Charter Revenue,Charter #5300 - Res #006330 - unknown,0.00,262.50,income_ledger,21346,0006121
2012-06-11,1000,Cash / Clearing,Charter #5301 - Res #006331 - unknown,78.75,0.00,income_ledger,21348,0006118
2012-06-11,41000,Charter Revenue,Charter #5301 - Res #006331 - unknown,0.00,78.75,income_ledger,21348,0006118
2012-06-11,1000,Cash / Clearing,Charter #5246 - Res #006299 - unknown,240.00,0.00,income_ledger,21359,0006125
2012-06-11,41000,Charter Revenue,Charter #5246 - Res #006299 - unknown,0.00,240.00,income_ledger,21359,0006125
2012-06-11,1000,Cash / Clearing,Charter #5246 - Res #006299 - unknown,1125.50,0.00,income_ledger,21360,0006126
2012-06-11,41000,Charter Revenue,Charter #5246 - Res #006299 - unknown,0.00,1125.50,income_ledger,21360,0006126
2012-06-11,1000,Cash / Clearing,Charter #5245 - Res #006298 - unknown,82.50,0.00,income_ledger,21412,0006131
2012-06-11,41000,Charter Revenue,Charter #5245 - Res #006298 - unknown,0.00,82.50,income_ledger,21412,0006131
2012-06-11,1000,Cash / Clearing,Charter #5304 - Res #006334 - unknown,1155.00,0.00,income_ledger,21413,0006134
2012-06-11,41000,Charter Revenue,Charter #5304 - Res #006334 - unknown,0.00,1155.00,income_ledger,21413,0006134
2012-06-11,1000,Cash / Clearing,Charter #5273 - Res #006326 - unknown,82.50,0.00,income_ledger,21498,0006132
2012-06-11,41000,Charter Revenue,Charter #5273 - Res #006326 - unknown,0.00,82.50,income_ledger,21498,0006132
2012-06-12,1000,Cash / Clearing,Charter #5307 - Res #006337 - unknown,205.00,0.00,income_ledger,20173,0006136
2012-06-12,41000,Charter Revenue,Charter #5307 - Res #006337 - unknown,0.00,205.00,income_ledger,20173,0006136
2012-06-12,1000,Cash / Clearing,Charter #5306 - Res #006336 - unknown,205.00,0.00,income_ledger,20379,0006038
2012-06-12,41000,Charter Revenue,Charter #5306 - Res #006336 - unknown,0.00,205.00,income_ledger,20379,0006038
2012-06-12,1000,Cash / Clearing,Charter #5308 - Res #006338 - unknown,205.00,0.00,income_ledger,21279,0006137
2012-06-12,41000,Charter Revenue,Charter #5308 - Res #006338 - unknown,0.00,205.00,income_ledger,21279,0006137
2012-06-12,1000,Cash / Clearing,Charter #5309 - Res #006339 - unknown,500.00,0.00,income_ledger,21301,0006138
2012-06-12,41000,Charter Revenue,Charter #5309 - Res #006339 - unknown,0.00,500.00,income_ledger,21301,0006138
2012-06-12,1000,Cash / Clearing,Charter #5312 - Res #006342 - unknown,205.00,0.00,income_ledger,21387,0006140
2012-06-12,41000,Charter Revenue,Charter #5312 - Res #006342 - unknown,0.00,205.00,income_ledger,21387,0006140
2012-06-12,1000,Cash / Clearing,Charter #5310 - Res #006340 - unknown,487.50,0.00,income_ledger,21390,0006139
2012-06-12,41000,Charter Revenue,Charter #5310 - Res #006340 - unknown,0.00,487.50,income_ledger,21390,0006139
2012-06-12,1000,Cash / Clearing,Charter #5313 - Res #006343 - unknown,500.00,0.00,income_ledger,21393,0006141
2012-06-12,41000,Charter Revenue,Charter #5313 - Res #006343 - unknown,0.00,500.00,income_ledger,21393,0006141
2012-06-12,1000,Cash / Clearing,Charter #5316 - Res #006346 - unknown,205.00,0.00,income_ledger,21411,0006142
2012-06-12,41000,Charter Revenue,Charter #5316 - Res #006346 - unknown,0.00,205.00,income_ledger,21411,0006142
2012-06-14,1000,Cash / Clearing,Charter #5303 - Res #006333 - unknown,252.00,0.00,income_ledger,21394,0006143
2012-06-14,41000,Charter Revenue,Charter #5303 - Res #006333 - unknown,0.00,252.00,income_ledger,21394,0006143
2012-06-15,1000,Cash / Clearing,Charter #4797 - Res #005848 - unknown,590.00,0.00,income_ledger,20174,0006146
2012-06-15,41000,Charter Revenue,Charter #4797 - Res #005848 - unknown,0.00,590.00,income_ledger,20174,0006146
2012-06-15,1000,Cash / Clearing,Charter #5281 - Res #006355 - unknown,500.00,0.00,income_ledger,21332,0006145
2012-06-15,41000,Charter Revenue,Charter #5281 - Res #006355 - unknown,0.00,500.00,income_ledger,21332,0006145
2012-06-15,1000,Cash / Clearing,Charter #5285 - Res #006359 - unknown,0.01,0.00,income_ledger,21358,0006148
2012-06-15,41000,Charter Revenue,Charter #5285 - Res #006359 - unknown,0.00,0.01,income_ledger,21358,0006148
2012-06-15,1000,Cash / Clearing,Charter #5282 - Res #006356 - unknown,0.01,0.00,income_ledger,21389,0006147
2012-06-15,41000,Charter Revenue,Charter #5282 - Res #006356 - unknown,0.00,0.01,income_ledger,21389,0006147
2012-06-16,1000,Cash / Clearing,Charter #5289 - Res #006363 - unknown,165.00,0.00,income_ledger,21354,0006149
2012-06-16,41000,Charter Revenue,Charter #5289 - Res #006363 - unknown,0.00,165.00,income_ledger,21354,0006149
2012-06-18,1000,Cash / Clearing,Charter #4858 - Res #005909 - unknown,867.50,0.00,income_ledger,19033,0006062
2012-06-18,41000,Charter Revenue,Charter #4858 - Res #005909 - unknown,0.00,867.50,income_ledger,19033,0006062
2012-06-18,1000,Cash / Clearing,Charter #4955 - Res #006006 - unknown,150.00,0.00,income_ledger,20148,0006157
2012-06-18,41000,Charter Revenue,Charter #4955 - Res #006006 - unknown,0.00,150.00,income_ledger,20148,0006157
2012-06-18,1000,Cash / Clearing,Charter #5318 - Res #006348 - unknown,82.50,0.00,income_ledger,20175,0006152
2012-06-18,41000,Charter Revenue,Charter #5318 - Res #006348 - unknown,0.00,82.50,income_ledger,20175,0006152
2012-06-18,1000,Cash / Clearing,Charter #5286 - Res #006360 - unknown,82.50,0.00,income_ledger,20176,0006153
2012-06-18,41000,Charter Revenue,Charter #5286 - Res #006360 - unknown,0.00,82.50,income_ledger,20176,0006153
2012-06-18,1000,Cash / Clearing,Charter #5160 - Res #006213 - unknown,361.86,0.00,income_ledger,20177,0006154
2012-06-18,41000,Charter Revenue,Charter #5160 - Res #006213 - unknown,0.00,361.86,income_ledger,20177,0006154
2012-06-18,1000,Cash / Clearing,Charter #4700 - Res #005735 - unknown,800.38,0.00,income_ledger,20178,0006165
2012-06-18,41000,Charter Revenue,Charter #4700 - Res #005735 - unknown,0.00,800.38,income_ledger,20178,0006165
2012-06-18,1000,Cash / Clearing,Charter #5251 - Res #006304 - unknown,485.00,0.00,income_ledger,21178,0005782
2012-06-18,41000,Charter Revenue,Charter #5251 - Res #006304 - unknown,0.00,485.00,income_ledger,21178,0005782
2012-06-18,1000,Cash / Clearing,Charter #5289 - Res #006363 - unknown,520.63,0.00,income_ledger,21355,0006150
2012-06-18,41000,Charter Revenue,Charter #5289 - Res #006363 - unknown,0.00,520.63,income_ledger,21355,0006150
2012-06-18,1000,Cash / Clearing,Charter #5283 - Res #006357 - unknown,200.00,0.00,income_ledger,21356,0006151
2012-06-18,41000,Charter Revenue,Charter #5283 - Res #006357 - unknown,0.00,200.00,income_ledger,21356,0006151
2012-06-18,1000,Cash / Clearing,Charter #5215 - Res #006268 - unknown,17.18,0.00,income_ledger,21367,0006161
2012-06-18,41000,Charter Revenue,Charter #5215 - Res #006268 - unknown,0.00,17.18,income_ledger,21367,0006161
2012-06-18,1000,Cash / Clearing,Charter #5206 - Res #006259 - unknown,260.00,0.00,income_ledger,21369,0006158
2012-06-18,41000,Charter Revenue,Charter #5206 - Res #006259 - unknown,0.00,260.00,income_ledger,21369,0006158
2012-06-18,1000,Cash / Clearing,Charter #5205 - Res #006258 - unknown,1092.50,0.00,income_ledger,21375,0006160
2012-06-18,41000,Charter Revenue,Charter #5205 - Res #006258 - unknown,0.00,1092.50,income_ledger,21375,0006160
2012-06-18,1000,Cash / Clearing,Charter #5200 - Res #006253 - unknown,414.32,0.00,income_ledger,21378,0006163
2012-06-18,41000,Charter Revenue,Charter #5200 - Res #006253 - unknown,0.00,414.32,income_ledger,21378,0006163
2012-06-18,1000,Cash / Clearing,Charter #5290 - Res #006364 - unknown,500.00,0.00,income_ledger,21383,0006163
2012-06-18,41000,Charter Revenue,Charter #5290 - Res #006364 - unknown,0.00,500.00,income_ledger,21383,0006163
2012-06-18,1000,Cash / Clearing,Charter #5215 - Res #006268 - unknown,10.00,0.00,income_ledger,21391,0006162
2012-06-18,41000,Charter Revenue,Charter #5215 - Res #006268 - unknown,0.00,10.00,income_ledger,21391,0006162
2012-06-18,1000,Cash / Clearing,Charter #5305 - Res #006335 - unknown,742.50,0.00,income_ledger,21395,0006167
2012-06-18,41000,Charter Revenue,Charter #5305 - Res #006335 - unknown,0.00,742.50,income_ledger,21395,0006167
2012-06-18,1000,Cash / Clearing,Charter #5187 - Res #006240 - unknown,479.00,0.00,income_ledger,21396,0006168
2012-06-18,41000,Charter Revenue,Charter #5187 - Res #006240 - unknown,0.00,479.00,income_ledger,21396,0006168
2012-06-18,1000,Cash / Clearing,Charter #5252 - Res #006305 - unknown,526.00,0.00,income_ledger,21397,0006155
2012-06-18,41000,Charter Revenue,Charter #5252 - Res #006305 - unknown,0.00,526.00,income_ledger,21397,0006155
2012-06-18,1000,Cash / Clearing,Charter #4955 - Res #006006 - unknown,950.00,0.00,income_ledger,21415,0006156
2012-06-18,41000,Charter Revenue,Charter #4955 - Res #006006 - unknown,0.00,950.00,income_ledger,21415,0006156
2012-06-18,1000,Cash / Clearing,Charter #5291 - Res #006365 - unknown,0.01,0.00,income_ledger,21417,0006164
2012-06-18,41000,Charter Revenue,Charter #5291 - Res #006365 - unknown,0.00,0.01,income_ledger,21417,0006164
2012-06-19,1000,Cash / Clearing,Charter #5158 - Res #006211 - unknown,-364.75,0.00,income_ledger,19035,0006076
2012-06-19,41000,Charter Revenue,Charter #5158 - Res #006211 - unknown,0.00,-364.75,income_ledger,19035,0006076
2012-06-19,1000,Cash / Clearing,Charter #5158 - Res #006211 - unknown,759.00,0.00,income_ledger,19749,0006074
2012-06-19,41000,Charter Revenue,Charter #5158 - Res #006211 - unknown,0.00,759.00,income_ledger,19749,0006074
2012-06-19,1000,Cash / Clearing,Charter #5197 - Res #006250 - unknown,572.50,0.00,income_ledger,21158,0005785
2012-06-19,41000,Charter Revenue,Charter #5197 - Res #006250 - unknown,0.00,572.50,income_ledger,21158,0005785
2012-06-19,1000,Cash / Clearing,Charter #5296 - Res #006370 - unknown,100.00,0.00,income_ledger,21179,0005787
2012-06-19,41000,Charter Revenue,Charter #5296 - Res #006370 - unknown,0.00,100.00,income_ledger,21179,0005787
2012-06-19,1000,Cash / Clearing,Charter #5297 - Res #006371 - unknown,288.74,0.00,income_ledger,21180,0005788
2012-06-19,41000,Charter Revenue,Charter #5297 - Res #006371 - unknown,0.00,288.74,income_ledger,21180,0005788
2012-06-19,1000,Cash / Clearing,Charter #5319 - Res #006372 - unknown,288.74,0.00,income_ledger,21181,0005789
2012-06-19,41000,Charter Revenue,Charter #5319 - Res #006372 - unknown,0.00,288.74,income_ledger,21181,0005789
2012-06-19,1000,Cash / Clearing,Charter #5138 - Res #006191 - unknown,750.00,0.00,income_ledger,21188,0005783
2012-06-19,41000,Charter Revenue,Charter #5138 - Res #006191 - unknown,0.00,750.00,income_ledger,21188,0005783
2012-06-22,1000,Cash / Clearing,Charter #5119 - Res #006172 - unknown,139.99,0.00,income_ledger,19061,0005798
2012-06-22,41000,Charter Revenue,Charter #5119 - Res #006172 - unknown,0.00,139.99,income_ledger,19061,0005798
2012-06-22,1000,Cash / Clearing,Charter #5293 - Res #006367 - unknown,105.00,0.00,income_ledger,19236,0005790
2012-06-22,41000,Charter Revenue,Charter #5293 - Res #006367 - unknown,0.00,105.00,income_ledger,19236,0005790
2012-06-22,1000,Cash / Clearing,Charter #5327 - Res #006380 - unknown,205.00,0.00,income_ledger,19237,0005794
2012-06-22,41000,Charter Revenue,Charter #5327 - Res #006380 - unknown,0.00,205.00,income_ledger,19237,0005794
