RECEIPTS REPORT FOR 2019 (All Columns Except source_hash)
========================================================================================================================
id	source_system	source_reference	receipt_date	vendor_name	description	currency	gross_amount	gst_amount	net_amount	expense_account	payment_method	validation_status	validation_reason	event_batch_id	created_at
95	quickbooks_csv	95	2019-03-07	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	111	2025-09-14 16:52:48.101950-06:00
21	quickbooks_csv	21	2019-03-10	Fas Gas RED DEER		CAD	24.60	1.17	23.43	FUEL_EXPENSE	Cash	POSTED	NULL	37	2025-09-14 16:52:48.101950-06:00
22	quickbooks_csv	22	2019-03-10	Fas Gas RED DEER		CAD	23.90	1.14	22.76	FUEL_EXPENSE	Cash	POSTED	NULL	38	2025-09-14 16:52:48.101950-06:00
24	quickbooks_csv	24	2019-03-12	Fas Gas RED DEER		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	40	2025-09-14 16:52:48.101950-06:00
18	quickbooks_csv	18	2019-03-12	Fas Gas RED DEER		CAD	100.23	4.77	95.46	FUEL_EXPENSE	Debit	POSTED	NULL	34	2025-09-14 16:52:48.101950-06:00
17	quickbooks_csv	17	2019-03-12	Fas Gas RED DEER		CAD	22.56	1.07	21.49	FUEL_EXPENSE	Debit	POSTED	NULL	33	2025-09-14 16:52:48.101950-06:00
313	quickbooks_csv	314	2019-03-15	Fas Gas RED DEER		CAD	9.65	0.46	9.19	FUEL_EXPENSE	Cash	POSTED	NULL	328	2025-09-14 16:52:48.101950-06:00
97	quickbooks_csv	97	2019-03-15	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	113	2025-09-14 16:52:48.101950-06:00
315	quickbooks_csv	316	2019-03-16	Fas Gas RED DEER		CAD	183.65	8.74	174.91	FUEL_EXPENSE	Cash	POSTED	NULL	330	2025-09-14 16:52:48.101950-06:00
314	quickbooks_csv	315	2019-03-16	Fas Gas RED DEER		CAD	106.30	5.06	101.24	FUEL_EXPENSE	Cash	POSTED	NULL	329	2025-09-14 16:52:48.101950-06:00
320	quickbooks_csv	321	2019-03-17	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Card	POSTED	NULL	335	2025-09-14 16:52:48.101950-06:00
319	quickbooks_csv	320	2019-03-17	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Cash	POSTED	NULL	334	2025-09-14 16:52:48.101950-06:00
318	quickbooks_csv	319	2019-03-17	Fas Gas RED DEER		CAD	44.60	2.12	42.48	FUEL_EXPENSE	Cash	POSTED	NULL	333	2025-09-14 16:52:48.101950-06:00
317	quickbooks_csv	318	2019-03-17	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Cash	POSTED	NULL	332	2025-09-14 16:52:48.101950-06:00
86	quickbooks_csv	86	2019-03-23	Fas Gas RED DEER		CAD	85.00	4.05	80.95	FUEL_EXPENSE	Cash	POSTED	NULL	102	2025-09-14 16:52:48.101950-06:00
83	quickbooks_csv	83	2019-03-24	Fas Gas RED DEER		CAD	9.65	0.46	9.19	FUEL_EXPENSE	Cash	POSTED	NULL	99	2025-09-14 16:52:48.101950-06:00
87	quickbooks_csv	87	2019-03-29	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	103	2025-09-14 16:52:48.101950-06:00
229	quickbooks_csv	229	2019-03-29	Fas Gas RED DEER		CAD	5.95	0.28	5.67	FUEL_EXPENSE	Cash	POSTED	NULL	245	2025-09-14 16:52:48.101950-06:00
104	quickbooks_csv	104	2019-03-31	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Debit	POSTED	NULL	120	2025-09-14 16:52:48.101950-06:00
99	quickbooks_csv	99	2019-04-11	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	115	2025-09-14 16:52:48.101950-06:00
61	quickbooks_csv	61	2019-04-14	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	77	2025-09-14 16:52:48.101950-06:00
234	quickbooks_csv	234	2019-04-19	Fas Gas RED DEER		CAD	42.67	2.03	40.64	FUEL_EXPENSE	Card	POSTED	NULL	250	2025-09-14 16:52:48.101950-06:00
64	quickbooks_csv	64	2019-04-19	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Debit	POSTED	NULL	80	2025-09-14 16:52:48.101950-06:00
230	quickbooks_csv	230	2019-04-19	Fas Gas RED DEER		CAD	13.99	0.67	13.32	FUEL_EXPENSE	Debit	POSTED	NULL	246	2025-09-14 16:52:48.101950-06:00
65	quickbooks_csv	65	2019-04-19	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	81	2025-09-14 16:52:48.101950-06:00
9	quickbooks_csv	9	2019-05-03	Fas Gas RED DEER		CAD	96.00	4.57	91.43	FUEL_EXPENSE	Card	POSTED	NULL	25	2025-09-14 16:52:48.101950-06:00
350	quickbooks_csv	351	2019-05-04	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Debit	POSTED	NULL	365	2025-09-14 16:52:48.101950-06:00
7	quickbooks_csv	7	2019-05-07	Fas Gas RED DEER		CAD	119.00	5.67	113.33	FUEL_EXPENSE	Card	POSTED	NULL	23	2025-09-14 16:52:48.101950-06:00
354	quickbooks_csv	355	2019-05-07	Fas Gas RED DEER		CAD	7.95	0.38	7.57	FUEL_EXPENSE	Cash	POSTED	NULL	369	2025-09-14 16:52:48.101950-06:00
207	quickbooks_csv	207	2019-05-08	Fas Gas RED DEER		CAD	8.30	0.39	7.91	FUEL_EXPENSE	Cash	POSTED	NULL	223	2025-09-14 16:52:48.101950-06:00
178	quickbooks_csv	178	2019-05-13	Fas Gas RED DEER		CAD	29.39	1.40	27.99	FUEL_EXPENSE	Debit	POSTED	NULL	194	2025-09-14 16:52:48.101950-06:00
106	quickbooks_csv	106	2019-05-14	Fas Gas RED DEER		CAD	98.92	4.71	94.21	FUEL_EXPENSE	Debit	POSTED	NULL	122	2025-09-14 16:52:48.101950-06:00
32	quickbooks_csv	32	2019-05-14	Fas Gas RED DEER		CAD	880.00	3.81	876.19	FUEL_EXPENSE	Card	POSTED	NULL	48	2025-09-14 16:52:48.101950-06:00
56	quickbooks_csv	56	2019-05-15	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	72	2025-09-14 16:52:48.101950-06:00
343	quickbooks_csv	344	2019-05-17	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	358	2025-09-14 16:52:48.101950-06:00
338	quickbooks_csv	339	2019-05-17	Fas Gas RED DEER		CAD	75.00	3.57	71.43	FUEL_EXPENSE	Cash	POSTED	NULL	353	2025-09-14 16:52:48.101950-06:00
339	quickbooks_csv	340	2019-05-17	Fas Gas RED DEER		CAD	42.00	2.00	40.00	FUEL_EXPENSE	Cash	POSTED	NULL	354	2025-09-14 16:52:48.101950-06:00
254	quickbooks_csv	254	2019-05-17	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	270	2025-09-14 16:52:48.101950-06:00
341	quickbooks_csv	342	2019-05-20	Fas Gas RED DEER		CAD	36.00	1.71	34.29	FUEL_EXPENSE	Cash	POSTED	NULL	356	2025-09-14 16:52:48.101950-06:00
337	quickbooks_csv	338	2019-05-22	Fas Gas RED DEER		CAD	126.00	6.00	120.00	FUEL_EXPENSE	Cash	POSTED	NULL	352	2025-09-14 16:52:48.101950-06:00
384	quickbooks_csv	385	2019-05-23	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Debit	POSTED	NULL	399	2025-09-14 16:52:48.101950-06:00
27	quickbooks_csv	27	2019-05-23	Fas Gas RED DEER		CAD	49.00	2.33	46.67	FUEL_EXPENSE	Card	POSTED	NULL	43	2025-09-14 16:52:48.101950-06:00
6	quickbooks_csv	6	2019-05-23	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Card	POSTED	NULL	22	2025-09-14 16:52:48.101950-06:00
51	quickbooks_csv	51	2019-05-24	Fas Gas RED DEER		CAD	142.80	6.80	136.00	FUEL_EXPENSE	Debit	POSTED	NULL	67	2025-09-14 16:52:48.101950-06:00
174	quickbooks_csv	174	2019-05-27	Fas Gas RED DEER		CAD	5.00	0.24	4.76	FUEL_EXPENSE	Cash	POSTED	NULL	190	2025-09-14 16:52:48.101950-06:00
26	quickbooks_csv	26	2019-05-29	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	42	2025-09-14 16:52:48.101950-06:00
160	quickbooks_csv	160	2019-05-31	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	176	2025-09-14 16:52:48.101950-06:00
194	quickbooks_csv	194	2019-06-01	Fas Gas RED DEER		CAD	31.00	1.48	29.52	FUEL_EXPENSE	Cash	POSTED	NULL	210	2025-09-14 16:52:48.101950-06:00
143	quickbooks_csv	143	2019-06-01	Fas Gas RED DEER		CAD	98.75	4.70	94.05	FUEL_EXPENSE	Cash	POSTED	NULL	159	2025-09-14 16:52:48.101950-06:00
123	quickbooks_csv	123	2019-06-08	Fas Gas RED DEER		CAD	55.00	2.62	52.38	FUEL_EXPENSE	Cash	POSTED	NULL	139	2025-09-14 16:52:48.101950-06:00
43	quickbooks_csv	43	2019-06-19	Fas Gas RED DEER		CAD	53.26	2.54	50.72	FUEL_EXPENSE	Card	POSTED	NULL	59	2025-09-14 16:52:48.101950-06:00
126	quickbooks_csv	126	2019-06-19	Fas Gas RED DEER		CAD	53.21	2.53	50.68	FUEL_EXPENSE	Card	POSTED	NULL	142	2025-09-14 16:52:48.101950-06:00
44	quickbooks_csv	44	2019-06-19	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Card	POSTED	NULL	60	2025-09-14 16:52:48.101950-06:00
118	quickbooks_csv	118	2019-06-21	Fas Gas RED DEER		CAD	169.59	8.08	161.51	FUEL_EXPENSE	Card	POSTED	NULL	134	2025-09-14 16:52:48.101950-06:00
120	quickbooks_csv	120	2019-06-22	Fas Gas RED DEER		CAD	10.61	0.30	10.31	FUEL_EXPENSE	Card	POSTED	NULL	136	2025-09-14 16:52:48.101950-06:00
46	quickbooks_csv	46	2019-06-23	Fas Gas RED DEER		CAD	57.00	2.71	54.29	FUEL_EXPENSE	Card	POSTED	NULL	62	2025-09-14 16:52:48.101950-06:00
204	quickbooks_csv	204	2019-06-26	Fas Gas RED DEER		CAD	104.00	4.95	99.05	FUEL_EXPENSE	Cash	POSTED	NULL	220	2025-09-14 16:52:48.101950-06:00
45	quickbooks_csv	45	2019-06-28	Fas Gas RED DEER		CAD	59.00	2.81	56.19	FUEL_EXPENSE	Card	POSTED	NULL	61	2025-09-14 16:52:48.101950-06:00
180	quickbooks_csv	180	2019-06-28	Fas Gas RED DEER		CAD	54.00	2.57	51.43	FUEL_EXPENSE	Cash	POSTED	NULL	196	2025-09-14 16:52:48.101950-06:00
203	quickbooks_csv	203	2019-06-29	Fas Gas RED DEER		CAD	15.10	0.72	14.38	FUEL_EXPENSE	Cash	POSTED	NULL	219	2025-09-14 16:52:48.101950-06:00
202	quickbooks_csv	202	2019-06-29	Fas Gas RED DEER		CAD	130.00	6.19	123.81	FUEL_EXPENSE	Cash	POSTED	NULL	218	2025-09-14 16:52:48.101950-06:00
113	quickbooks_csv	113	2019-06-29	Fas Gas RED DEER		CAD	186.06	8.86	177.20	FUEL_EXPENSE	Card	POSTED	NULL	129	2025-09-14 16:52:48.101950-06:00
200	quickbooks_csv	200	2019-06-30	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	216	2025-09-14 16:52:48.101950-06:00
708	quickbooks_csv	709	2019-07-11	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Debit	POSTED	NULL	723	2025-09-14 16:52:48.101950-06:00
640	quickbooks_csv	641	2019-07-12	Fas Gas RED DEER		CAD	85.51	4.07	81.44	FUEL_EXPENSE	Debit	POSTED	NULL	655	2025-09-14 16:52:48.101950-06:00
635	quickbooks_csv	636	2019-07-12	Fas Gas RED DEER		CAD	84.00	4.00	80.00	FUEL_EXPENSE	Debit	POSTED	NULL	650	2025-09-14 16:52:48.101950-06:00
109	quickbooks_csv	109	2019-07-12	Fas Gas RED DEER		CAD	103.00	4.90	98.10	FUEL_EXPENSE	Card	POSTED	NULL	125	2025-09-14 16:52:48.101950-06:00
148	quickbooks_csv	148	2019-07-14	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	164	2025-09-14 16:52:48.101950-06:00
710	quickbooks_csv	711	2019-07-21	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	725	2025-09-14 16:52:48.101950-06:00
149	quickbooks_csv	149	2019-07-24	Fas Gas RED DEER		CAD	98.00	4.67	93.33	FUEL_EXPENSE	Debit	POSTED	NULL	165	2025-09-14 16:52:48.101950-06:00
666	quickbooks_csv	667	2019-07-27	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	681	2025-09-14 16:52:48.101950-06:00
652	quickbooks_csv	653	2019-07-27	Fas Gas RED DEER		CAD	65.00	3.10	61.90	FUEL_EXPENSE	Cash	POSTED	NULL	667	2025-09-14 16:52:48.101950-06:00
674	quickbooks_csv	675	2019-08-03	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	689	2025-09-14 16:52:48.101950-06:00
690	quickbooks_csv	691	2019-08-03	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	705	2025-09-14 16:52:48.101950-06:00
132	quickbooks_csv	132	2019-08-03	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Card	POSTED	NULL	148	2025-09-14 16:52:48.101950-06:00
131	quickbooks_csv	131	2019-08-04	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	147	2025-09-14 16:52:48.101950-06:00
133	quickbooks_csv	133	2019-08-07	Fas Gas RED DEER		CAD	59.35	2.83	56.52	FUEL_EXPENSE	Cash	POSTED	NULL	149	2025-09-14 16:52:48.101950-06:00
134	quickbooks_csv	134	2019-08-08	Fas Gas RED DEER		CAD	19.00	0.90	18.10	FUEL_EXPENSE	Cash	POSTED	NULL	150	2025-09-14 16:52:48.101950-06:00
135	quickbooks_csv	135	2019-08-08	Fas Gas RED DEER		CAD	7.40	0.35	7.05	FUEL_EXPENSE	Cash	POSTED	NULL	151	2025-09-14 16:52:48.101950-06:00
155	quickbooks_csv	155	2019-08-09	Fas Gas RED DEER		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	171	2025-09-14 16:52:48.101950-06:00
139	quickbooks_csv	139	2019-08-11	Fas Gas RED DEER		CAD	44.00	2.10	41.90	FUEL_EXPENSE	Cash	POSTED	NULL	155	2025-09-14 16:52:48.101950-06:00
698	quickbooks_csv	699	2019-08-31	Fas Gas RED DEER		CAD	27.55	1.31	26.24	FUEL_EXPENSE	Cash	POSTED	NULL	713	2025-09-14 16:52:48.101950-06:00
661	quickbooks_csv	662	2019-09-03	Fas Gas RED DEER		CAD	81.00	3.86	77.14	FUEL_EXPENSE	Cash	POSTED	NULL	676	2025-09-14 16:52:48.101950-06:00
620	quickbooks_csv	621	2019-09-06	Fas Gas RED DEER		CAD	6.00	1.00	5.00	FUEL_EXPENSE	Cash	POSTED	NULL	635	2025-09-14 16:52:48.101950-06:00
624	quickbooks_csv	625	2019-09-06	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	639	2025-09-14 16:52:48.101950-06:00
623	quickbooks_csv	624	2019-09-06	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	638	2025-09-14 16:52:48.101950-06:00
622	quickbooks_csv	623	2019-09-06	Fas Gas RED DEER		CAD	123.00	5.86	117.14	FUEL_EXPENSE	Cash	POSTED	NULL	637	2025-09-14 16:52:48.101950-06:00
621	quickbooks_csv	622	2019-09-06	Fas Gas RED DEER		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Cash	POSTED	NULL	636	2025-09-14 16:52:48.101950-06:00
619	quickbooks_csv	620	2019-09-06	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	634	2025-09-14 16:52:48.101950-06:00
671	quickbooks_csv	672	2019-09-09	Fas Gas RED DEER		CAD	55.00	2.62	52.38	FUEL_EXPENSE	Cash	POSTED	NULL	686	2025-09-14 16:52:48.101950-06:00
659	quickbooks_csv	660	2019-09-11	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	674	2025-09-14 16:52:48.101950-06:00
23	quickbooks_csv	23	2019-09-11	Fas Gas RED DEER		CAD	5.00	0.24	4.76	FUEL_EXPENSE	Cash	POSTED	NULL	39	2025-09-14 16:52:48.101950-06:00
713	quickbooks_csv	714	2019-09-15	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Card	POSTED	NULL	728	2025-09-14 16:52:48.101950-06:00
660	quickbooks_csv	661	2019-09-23	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	675	2025-09-14 16:52:48.101950-06:00
701	quickbooks_csv	702	2019-09-28	Fas Gas RED DEER		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Debit	POSTED	NULL	716	2025-09-14 16:52:48.101950-06:00
706	quickbooks_csv	707	2019-09-29	Fas Gas RED DEER		CAD	38.85	1.74	37.11	FUEL_EXPENSE	Cash	POSTED	NULL	721	2025-09-14 16:52:48.101950-06:00
702	quickbooks_csv	703	2019-09-30	Fas Gas RED DEER		CAD	33.50	1.60	31.90	FUEL_EXPENSE	Debit	POSTED	NULL	717	2025-09-14 16:52:48.101950-06:00
249	quickbooks_csv	249	2019-10-05	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Card	POSTED	NULL	265	2025-09-14 16:52:48.101950-06:00
654	quickbooks_csv	655	2019-10-23	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Card	POSTED	NULL	669	2025-09-14 16:52:48.101950-06:00
655	quickbooks_csv	656	2019-10-27	Fas Gas RED DEER		CAD	35.00	1.67	33.33	FUEL_EXPENSE	Card	POSTED	NULL	670	2025-09-14 16:52:48.101950-06:00
788	quickbooks_csv	789	2019-10-29	Fas Gas RED DEER		CAD	141.00	6.71	134.29	FUEL_EXPENSE	Cash	POSTED	NULL	803	2025-09-14 16:52:48.101950-06:00
781	quickbooks_csv	782	2019-10-29	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	796	2025-09-14 16:52:48.101950-06:00
648	quickbooks_csv	649	2019-10-29	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	663	2025-09-14 16:52:48.101950-06:00
783	quickbooks_csv	784	2019-10-29	Fas Gas RED DEER		CAD	87.00	4.14	82.86	FUEL_EXPENSE	Cash	POSTED	NULL	798	2025-09-14 16:52:48.101950-06:00
786	quickbooks_csv	787	2019-10-30	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	801	2025-09-14 16:52:48.101950-06:00
240	quickbooks_csv	240	2019-11-02	Fas Gas RED DEER		CAD	25.00	1.19	23.81	FUEL_EXPENSE	NULL	POSTED	NULL	256	2025-09-14 16:52:48.101950-06:00
534	quickbooks_csv	535	2019-11-03	Fas Gas RED DEER		CAD	10.48	10.48	0.00	FUEL_EXPENSE	interac	POSTED	NULL	549	2025-09-14 16:52:48.101950-06:00
517	quickbooks_csv	518	2019-11-28	Fas Gas RED DEER		CAD	52.90	2.52	50.38	FUEL_EXPENSE	Cash	POSTED	NULL	532	2025-09-14 16:52:48.101950-06:00
559	quickbooks_csv	560	2019-12-06	Fas Gas RED DEER		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Cash	POSTED	NULL	574	2025-09-14 16:52:48.101950-06:00
537	quickbooks_csv	538	2019-12-20	Fas Gas RED DEER		CAD	33.99	1.62	32.37	FUEL_EXPENSE	Cash	POSTED	NULL	552	2025-09-14 16:52:48.101950-06:00
547	quickbooks_csv	548	2019-12-21	Fas Gas RED DEER		CAD	36.30	1.73	34.57	FUEL_EXPENSE	Cash	POSTED	NULL	562	2025-09-14 16:52:48.101950-06:00
544	quickbooks_csv	545	2019-12-30	Fas Gas RED DEER		CAD	128.25	6.11	122.14	FUEL_EXPENSE	Debit	POSTED	NULL	559	2025-09-14 16:52:48.101950-06:00
536	quickbooks_csv	537	2019-12-30	Fas Gas RED DEER		CAD	27.04	1.29	25.75	FUEL_EXPENSE	Debit	POSTED	NULL	551	2025-09-14 16:52:48.101950-06:00
287	quickbooks_csv	287	2019-01-16	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Debit	POSTED	NULL	302	2025-09-14 16:52:48.101950-06:00
345	quickbooks_csv	346	2019-02-12	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Debit	POSTED	NULL	360	2025-09-14 16:52:48.101950-06:00
91	quickbooks_csv	91	2019-03-09	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	44.50	2.12	42.38	FUEL_EXPENSE	NULL	POSTED	NULL	107	2025-09-14 16:52:48.101950-06:00
30	quickbooks_csv	30	2019-05-11	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	86.00	4.10	81.90	FUEL_EXPENSE	Card	POSTED	NULL	46	2025-09-14 16:52:48.101950-06:00
184	quickbooks_csv	184	2019-06-11	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	200	2025-09-14 16:52:48.101950-06:00
37	quickbooks_csv	37	2019-06-15	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	60.00	2.86	57.14	FUEL_EXPENSE	NULL	POSTED	NULL	53	2025-09-14 16:52:48.101950-06:00
181	quickbooks_csv	181	2019-06-28	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	197	2025-09-14 16:52:48.101950-06:00
154	quickbooks_csv	154	2019-08-17	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	170	2025-09-14 16:52:48.101950-06:00
618	quickbooks_csv	619	2019-09-06	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	88.00	4.19	83.81	FUEL_EXPENSE	Cash	POSTED	NULL	633	2025-09-14 16:52:48.101950-06:00
628	quickbooks_csv	629	2019-09-13	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	97.02	4.62	92.40	FUEL_EXPENSE	Debit	POSTED	NULL	643	2025-09-14 16:52:48.101950-06:00
691	quickbooks_csv	692	2019-09-13	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	86.00	4.10	81.90	FUEL_EXPENSE	Card	POSTED	NULL	706	2025-09-14 16:52:48.101950-06:00
651	quickbooks_csv	652	2019-10-03	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	24.00	1.14	22.86	FUEL_EXPENSE	Card	POSTED	NULL	666	2025-09-14 16:52:48.101950-06:00
524	quickbooks_csv	525	2019-11-02	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	118.70	5.65	113.05	FUEL_EXPENSE	Cash	POSTED	NULL	539	2025-09-14 16:52:48.101950-06:00
532	quickbooks_csv	533	2019-11-03	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	179.00	8.52	170.48	FUEL_EXPENSE	Debit	POSTED	NULL	547	2025-09-14 16:52:48.101950-06:00
4	quickbooks_csv	4	2019-11-16	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	44.00	2.10	41.90	FUEL_EXPENSE	NULL	POSTED	NULL	20	2025-09-14 16:52:48.101950-06:00
597	quickbooks_csv	598	2019-11-21	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	96.00	4.57	91.43	FUEL_EXPENSE	Debit	POSTED	NULL	612	2025-09-14 16:52:48.101950-06:00
528	quickbooks_csv	529	2019-11-23	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	102.01	4.86	97.15	FUEL_EXPENSE	NULL	POSTED	NULL	543	2025-09-14 16:52:48.101950-06:00
601	quickbooks_csv	602	2019-11-23	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	NULL	POSTED	NULL	616	2025-09-14 16:52:48.101950-06:00
599	quickbooks_csv	600	2019-11-30	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	64.00	3.05	60.95	FUEL_EXPENSE	NULL	POSTED	NULL	614	2025-09-14 16:52:48.101950-06:00
548	quickbooks_csv	549	2019-12-01	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	79.00	3.76	75.24	FUEL_EXPENSE	NULL	POSTED	NULL	563	2025-09-14 16:52:48.101950-06:00
550	quickbooks_csv	551	2019-12-06	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	52.00	2.48	49.52	FUEL_EXPENSE	NULL	POSTED	NULL	565	2025-09-14 16:52:48.101950-06:00
527	quickbooks_csv	528	2019-12-14	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	34.00	1.62	32.38	FUEL_EXPENSE	NULL	POSTED	NULL	542	2025-09-14 16:52:48.101950-06:00
543	quickbooks_csv	544	2019-12-18	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Card	POSTED	NULL	558	2025-09-14 16:52:48.101950-06:00
556	quickbooks_csv	557	2019-12-21	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	89.00	4.27	84.73	FUEL_EXPENSE	NULL	POSTED	NULL	571	2025-09-14 16:52:48.101950-06:00
539	quickbooks_csv	540	2019-12-21	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	113.00	5.38	107.62	FUEL_EXPENSE	NULL	POSTED	NULL	554	2025-09-14 16:52:48.101950-06:00
564	quickbooks_csv	565	2019-12-30	Fas Gas RED DEER 3218 49TH AVENUE RED DEER AB		CAD	131.00	6.24	124.76	FUEL_EXPENSE	NULL	POSTED	NULL	579	2025-09-14 16:52:48.101950-06:00
58	quickbooks_csv	58	2019-04-09	Fas Gas TIMBERLAND		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Debit	POSTED	NULL	74	2025-09-14 16:52:48.101950-06:00
392	quickbooks_csv	393	2019-02-14	Fas Gas WESTP		CAD	14.70	0.70	14.00	FUEL_EXPENSE	Cash	POSTED	NULL	407	2025-09-14 16:52:48.101950-06:00
