source_file,transaction_date,type,num,name,memo,account,debit,credit,amount
journal 2025.CSV,2012-09-20,Cheque,dd,Husky,,1000 · CIBC Bank 1615,0.00,136.42,-136.42
journal 2025.CSV,2012-09-20,Credit Card Charge,2383,Finance Charges,,2300 · Capital One Mastercard 9853,0.00,29.00,-29.00
journal 2025.CSV,2012-09-21,Cheque,Vi1724,Pacini restaurant,,1090 · Bank Shareholder,0.00,15.63,-15.63
journal 2025.CSV,2012-09-21,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,69.67,-69.67
journal 2025.CSV,2012-09-21,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,77.50,-77.50
journal 2025.CSV,2012-09-21,Cheque,cash,A&W,,1090 · Bank Shareholder,0.00,9.71,-9.71
journal 2025.CSV,2012-09-21,Cheque,cash,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,50.69,-50.69
journal 2025.CSV,2012-09-21,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,126.39,-126.39
journal 2025.CSV,2012-09-21,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,58.99,-58.99
journal 2025.CSV,2012-09-21,Bill,4686,Fibrenew,,2000 · Accounts Payable,0.00,1445.62,-1445.62
journal 2025.CSV,2012-09-21,Cheque,Vi,Denny's,,1090 · Bank Shareholder,0.00,50.26,-50.26
journal 2025.CSV,2012-09-22,Cheque,cash,Wok Box,,1090 · Bank Shareholder,0.00,10.80,-10.80
journal 2025.CSV,2012-09-22,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,200.00,-200.00
journal 2025.CSV,2012-09-22,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,6.65,-6.65
journal 2025.CSV,2012-09-22,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,14.25,-14.25
journal 2025.CSV,2012-09-22,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,8.55,-8.55
journal 2025.CSV,2012-09-22,Cheque,cash,7-11,,1090 · Bank Shareholder,0.00,62.00,-62.00
journal 2025.CSV,2012-09-22,Cheque,cash,Provost Car & Truck Wash,,1090 · Bank Shareholder,0.00,70.00,-70.00
journal 2025.CSV,2012-09-22,Cheque,cash,Provost Car & Truck Wash,,1090 · Bank Shareholder,0.00,7.34,-7.34
journal 2025.CSV,2012-09-22,Cheque,cash,Imperial Oil,,1090 · Bank Shareholder,0.00,50.00,-50.00
journal 2025.CSV,2012-09-22,Cheque,cash,A&W,,1090 · Bank Shareholder,0.00,14.49,-14.49
journal 2025.CSV,2012-09-22,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,36.53,-36.53
journal 2025.CSV,2012-09-22,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,147.72,-147.72
journal 2025.CSV,2012-09-22,Cheque,MC0775,Sobey's Spirits Wine Cold Beer,,1090 · Bank Shareholder,0.00,41.15,-41.15
journal 2025.CSV,2012-09-23,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,60.00,-60.00
journal 2025.CSV,2012-09-24,Cheque,dd,IFS Premium Finance,,1000 · CIBC Bank 1615,0.00,1654.94,-1654.94
journal 2025.CSV,2012-09-24,Cheque,dd,Cooperators CSI,,1000 · CIBC Bank 1615,0.00,105.15,-105.15
journal 2025.CSV,2012-09-24,Cheque,dd,Bank Charges & Interest,,1000 · CIBC Bank 1615,0.00,45.00,-45.00
journal 2025.CSV,2012-09-25,Cheque,dd,LFG Business PAD,,1000 · CIBC Bank 1615,0.00,202.27,-202.27
journal 2025.CSV,2012-09-25,Cheque,Vi2450,Communications Group,,1090 · Bank Shareholder,0.00,63.00,-63.00
journal 2025.CSV,2012-09-25,Cheque,w/d,Paul Richard (v),,1000 · CIBC Bank 1615,0.00,1500.00,-1500.00
journal 2025.CSV,2012-09-25,Cheque,57,Chantal Thomas,,1010 · Scotia Bank Main,0.00,287.11,-287.11
journal 2025.CSV,2012-09-25,Bill,6088,Parr's Automotive,,2000 · Accounts Payable,0.00,2823.80,-2823.80
journal 2025.CSV,2012-09-26,Bill Pmt -Cheque,59,AGLC,,1010 · Scotia Bank Main,0.00,200.00,-200.00
journal 2025.CSV,2012-09-26,Bill,193367,AGLC,,2000 · Accounts Payable,0.00,200.00,-200.00
journal 2025.CSV,2012-09-26,Cheque,Vi2450,Sunset Mountain Inn,,1090 · Bank Shareholder,0.00,119.52,-119.52
journal 2025.CSV,2012-09-26,Cheque,dd,Petro Canada,,1090 · Bank Shareholder,0.00,80.00,-80.00
journal 2025.CSV,2012-09-27,Cheque,cash,Canadian Tire.,,1090 · Bank Shareholder,0.00,8.91,-8.91
journal 2025.CSV,2012-09-27,Cheque,dd2798,Purolator Courier,,1090 · Bank Shareholder,0.00,5.79,-5.79
journal 2025.CSV,2012-09-28,Cheque,cash,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,22.30,-22.30
journal 2025.CSV,2012-09-28,Cheque,cash,Highlander Wine & Spirits,,1090 · Bank Shareholder,0.00,27.45,-27.45
journal 2025.CSV,2012-09-28,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,7.60,-7.60
journal 2025.CSV,2012-09-28,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,44.24,-44.24
journal 2025.CSV,2012-09-28,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,80.61,-80.61
journal 2025.CSV,2012-09-28,Cheque,cash,Liquor Depot,,1090 · Bank Shareholder,0.00,71.25,-71.25
journal 2025.CSV,2012-09-28,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,146.78,-146.78
journal 2025.CSV,2012-09-28,Cheque,dd,Bank Charges & Interest,,1010 · Scotia Bank Main,0.00,117.15,-117.15
journal 2025.CSV,2012-09-28,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,50.34,-50.34
journal 2025.CSV,2012-09-28,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,109.19,-109.19
journal 2025.CSV,2012-09-28,Cheque,cash,Banff National Park,,1090 · Bank Shareholder,0.00,19.60,-19.60
journal 2025.CSV,2012-09-28,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,151.77,-151.77
journal 2025.CSV,2012-09-28,Cheque,cash,Husky,,1090 · Bank Shareholder,0.00,75.01,-75.01
journal 2025.CSV,2012-09-29,Cheque,cash,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,31.12,-31.12
journal 2025.CSV,2012-09-29,Cheque,cash,Co-op,,1090 · Bank Shareholder,0.00,11.86,-11.86
journal 2025.CSV,2012-09-29,Cheque,cash,A Buck or Two,,1090 · Bank Shareholder,0.00,75.60,-75.60
journal 2025.CSV,2012-09-30,Deposit,2161,,Deposit,1010 · Scotia Bank Main,37651.50,0.00,37651.50
journal 2025.CSV,2012-09-30,General Journal,81,,General Supplies,6750 · Supplies,44.84,0.00,44.84
journal 2025.CSV,2012-09-30,Bill,SI00058,Kirk's Tire (Red Deer) Ltd.,,2000 · Accounts Payable,0.00,10.15,-10.15
journal 2025.CSV,2012-09-30,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,57.51,-57.51
journal 2025.CSV,2012-09-30,Cheque,cash,Zellers,,1090 · Bank Shareholder,0.00,28.35,-28.35
journal 2025.CSV,2012-09-30,Cheque,dd,Bank Charges & Interest,,1000 · CIBC Bank 1615,0.00,40.45,-40.45
journal 2025.CSV,2012-09-30,Deposit,1970,,Deposit,1000 · CIBC Bank 1615,5730.66,0.00,5730.66
journal 2025.CSV,2012-10-01,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,10.00,-10.00
journal 2025.CSV,2012-10-01,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,50.00,-50.00
journal 2025.CSV,2012-10-01,Cheque,dd,Global Merchant Fees,,1000 · CIBC Bank 1615,0.00,341.83,-341.83
journal 2025.CSV,2012-10-01,Cheque,65,Dustan Townsend,,1010 · Scotia Bank Main,0.00,1088.31,-1088.31
journal 2025.CSV,2012-10-02,Cheque,cash,Prairie Office Supplies,,1090 · Bank Shareholder,0.00,9.63,-9.63
journal 2025.CSV,2012-10-02,Cheque,cash,City of Red Deer,,1090 · Bank Shareholder,0.00,40.00,-40.00
journal 2025.CSV,2012-10-02,Cheque,w/d,Paul Richard (v),,1000 · CIBC Bank 1615,0.00,500.00,-500.00
journal 2025.CSV,2012-10-03,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,5.81,-5.81
journal 2025.CSV,2012-10-03,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,60.00,-60.00
journal 2025.CSV,2012-10-04,Cheque,dd,Bank Charges & Interest,,1000 · CIBC Bank 1615,0.00,45.00,-45.00
journal 2025.CSV,2012-10-04,Cheque,cash,Canadian Tire.,,1090 · Bank Shareholder,0.00,10.49,-10.49
journal 2025.CSV,2012-10-04,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,8.00,-8.00
journal 2025.CSV,2012-10-04,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,18.05,-18.05
journal 2025.CSV,2012-10-05,Cheque,68,Paul Mansell,,1010 · Scotia Bank Main,0.00,1578.95,-1578.95
journal 2025.CSV,2012-10-05,Cheque,cash,Canadian Tire.,,1090 · Bank Shareholder,0.00,86.07,-86.07
journal 2025.CSV,2012-10-05,Cheque,cash,Canadian Tire.,,1090 · Bank Shareholder,0.00,9.84,-9.84
journal 2025.CSV,2012-10-05,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,118.96,-118.96
journal 2025.CSV,2012-10-05,Cheque,66,Chantal Thomas,,1010 · Scotia Bank Main,0.00,506.35,-506.35
journal 2025.CSV,2012-10-05,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,33.96,-33.96
journal 2025.CSV,2012-10-05,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,11.40,-11.40
journal 2025.CSV,2012-10-05,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,50.00,-50.00
journal 2025.CSV,2012-10-05,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,20.04,-20.04
journal 2025.CSV,2012-10-05,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,115.36,-115.36
journal 2025.CSV,2012-10-05,Cheque,cash,Esso,,1090 · Bank Shareholder,0.00,30.00,-30.00
journal 2025.CSV,2012-10-05,Cheque,cash,Capri Liquor Store,,1090 · Bank Shareholder,0.00,7.49,-7.49
journal 2025.CSV,2012-10-05,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,35.00,-35.00
journal 2025.CSV,2012-10-05,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,55.80,-55.80
journal 2025.CSV,2012-10-05,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,137.15,-137.15
journal 2025.CSV,2012-10-06,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,50.00,-50.00
journal 2025.CSV,2012-10-06,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,61.80,-61.80
journal 2025.CSV,2012-10-06,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,87.20,-87.20
journal 2025.CSV,2012-10-06,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,100.57,-100.57
journal 2025.CSV,2012-10-06,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,45.00,-45.00
journal 2025.CSV,2012-10-06,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,3.34,-3.34
journal 2025.CSV,2012-10-06,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,25.43,-25.43
journal 2025.CSV,2012-10-06,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,14.52,-14.52
journal 2025.CSV,2012-10-06,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,4.80,-4.80
journal 2025.CSV,2012-10-06,Cheque,dd,Centex,,1010 · Scotia Bank Main,0.00,58.00,-58.00
journal 2025.CSV,2012-10-06,Cheque,dd,Liquor Barn,,1010 · Scotia Bank Main,0.00,53.86,-53.86
journal 2025.CSV,2012-10-06,Cheque,dd,Canadian Tire.,,1010 · Scotia Bank Main,0.00,78.69,-78.69
journal 2025.CSV,2012-10-07,Cheque,cash,Mohawk,,1090 · Bank Shareholder,0.00,72.01,-72.01
journal 2025.CSV,2012-10-07,Cheque,cash,Canadian Tire.,,1090 · Bank Shareholder,0.00,5.24,-5.24
journal 2025.CSV,2012-10-08,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,54.86,-54.86
journal 2025.CSV,2012-10-08,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,80.00,-80.00
journal 2025.CSV,2012-10-08,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,32.00,-32.00
journal 2025.CSV,2012-10-08,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,6.00,-6.00
journal 2025.CSV,2012-10-09,Cheque,72,Jeannie Shillington,,1010 · Scotia Bank Main,0.00,1891.81,-1891.81
journal 2025.CSV,2012-10-09,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,61.46,-61.46
journal 2025.CSV,2012-10-09,Bill Pmt -Cheque,75,Parr's Automotive,,1010 · Scotia Bank Main,0.00,2000.00,-2000.00
journal 2025.CSV,2012-10-09,Cheque,dd,Bank Charges & Interest,,1000 · CIBC Bank 1615,0.00,90.00,-90.00
journal 2025.CSV,2012-10-09,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,3.34,-3.34
journal 2025.CSV,2012-10-09,Cheque,74,Michael Richard,,1010 · Scotia Bank Main,0.00,2201.83,-2201.83
journal 2025.CSV,2012-10-09,Cheque,70,Logan Mosinsky,,1010 · Scotia Bank Main,0.00,206.16,-206.16
journal 2025.CSV,2012-10-10,Bill,2551215290 101012,Telus Communications,,2000 · Accounts Payable,0.00,50.09,-50.09
journal 2025.CSV,2012-10-10,Cheque,cash,The Key Hole,,1090 · Bank Shareholder,0.00,43.47,-43.47
journal 2025.CSV,2012-10-11,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,343.66,-343.66
journal 2025.CSV,2012-10-11,Cheque,cash,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,101.37,-101.37
journal 2025.CSV,2012-10-11,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,30.00,-30.00
journal 2025.CSV,2012-10-12,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,7.60,-7.60
journal 2025.CSV,2012-10-12,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,222.68,-222.68
journal 2025.CSV,2012-10-12,Bill Pmt -Cheque,76,Parr's Automotive,,1010 · Scotia Bank Main,0.00,1500.00,-1500.00
journal 2025.CSV,2012-10-12,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,20.01,-20.01
journal 2025.CSV,2012-10-12,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,9.60,-9.60
journal 2025.CSV,2012-10-12,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,74.73,-74.73
journal 2025.CSV,2012-10-12,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,113.64,-113.64
journal 2025.CSV,2012-10-12,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,40.00,-40.00
journal 2025.CSV,2012-10-12,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,50.00,-50.00
journal 2025.CSV,2012-10-12,Bill,6110,Parr's Automotive,,2000 · Accounts Payable,0.00,857.39,-857.39
journal 2025.CSV,2012-10-12,Cheque,cash,Mongolie Grill,,1090 · Bank Shareholder,0.00,56.63,-56.63
journal 2025.CSV,2012-10-13,Deposit,3517,,Deposit,1090 · Bank Shareholder,171.83,0.00,171.83
journal 2025.CSV,2012-10-13,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,20.04,-20.04
journal 2025.CSV,2012-10-13,Cheque,cash,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,15.00,-15.00
journal 2025.CSV,2012-10-13,Cheque,cash,Safeway,,1090 · Bank Shareholder,0.00,95.00,-95.00
journal 2025.CSV,2012-10-13,Cheque,cash,Run'n On Empty.,,1090 · Bank Shareholder,0.00,188.90,-188.90
journal 2025.CSV,2012-10-13,Cheque,cash,Mr Mikes Steak House,,1090 · Bank Shareholder,0.00,47.71,-47.71
journal 2025.CSV,2012-10-13,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,5.98,-5.98
journal 2025.CSV,2012-10-13,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,21.81,-21.81
journal 2025.CSV,2012-10-13,Cheque,Vi,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,254.21,-254.21
journal 2025.CSV,2012-10-13,Cheque,Vi,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,39.78,-39.78
journal 2025.CSV,2012-10-13,Cheque,dd,Co-op Liquor Store,,1090 · Bank Shareholder,0.00,32.89,-32.89
journal 2025.CSV,2012-10-13,Deposit,3516,,Deposit,1090 · Bank Shareholder,20.14,0.00,20.14
journal 2025.CSV,2012-10-14,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,20.00,-20.00
journal 2025.CSV,2012-10-15,Bill,6113,Parr's Automotive,,2000 · Accounts Payable,0.00,593.62,-593.62
journal 2025.CSV,2012-10-15,Cheque,dd8909,Fas Gas Plus,,1090 · Bank Shareholder,0.00,26.81,-26.81
journal 2025.CSV,2012-10-15,Bill,3390,Fibrenew,,2000 · Accounts Payable,0.00,105.00,-105.00
journal 2025.CSV,2012-10-15,Cheque,cash,George's Pizza,,1090 · Bank Shareholder,0.00,26.12,-26.12
journal 2025.CSV,2012-10-15,Bill,6114,Parr's Automotive,,2000 · Accounts Payable,0.00,565.33,-565.33
journal 2025.CSV,2012-10-15,Bill,6115,Parr's Automotive,,2000 · Accounts Payable,0.00,569.60,-569.60
journal 2025.CSV,2012-10-15,Cheque,dd,Bank Charges & Interest,,1000 · CIBC Bank 1615,0.00,45.00,-45.00
journal 2025.CSV,2012-10-15,Cheque,dd,George's Pizza,,1000 · CIBC Bank 1615,0.00,30.04,-30.04
journal 2025.CSV,2012-10-15,Cheque,cash,Mr Mikes Steak House,,1090 · Bank Shareholder,0.00,23.07,-23.07
journal 2025.CSV,2012-10-15,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,156.84,-156.84
journal 2025.CSV,2012-10-16,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,33.00,-33.00
journal 2025.CSV,2012-10-16,Cheque,dd,LFG Business PAD,,1000 · CIBC Bank 1615,0.00,101.14,-101.14
journal 2025.CSV,2012-10-16,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,2.50,-2.50
journal 2025.CSV,2012-10-16,Cheque,dd,Optimum West Insurance - Residential,,1000 · CIBC Bank 1615,0.00,91.86,-91.86
journal 2025.CSV,2012-10-16,Cheque,cash,Fas Gas Plus,,1090 · Bank Shareholder,0.00,43.00,-43.00
journal 2025.CSV,2012-10-16,Cheque,dd,LFG Business PAD,,1000 · CIBC Bank 1615,0.00,202.27,-202.27
journal 2025.CSV,2012-10-17,Bill,2197864973 101712,Telus Communications,,2000 · Accounts Payable,0.00,62.22,-62.22
journal 2025.CSV,2012-10-17,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,103.32,-103.32
journal 2025.CSV,2012-10-17,Cheque,cash,The Key Hole,,1090 · Bank Shareholder,0.00,55.65,-55.65
journal 2025.CSV,2012-10-17,Cheque,cash,Prairie Office Supplies,,1090 · Bank Shareholder,0.00,9.42,-9.42
journal 2025.CSV,2012-10-17,Bill,2159581494 101712,Telus Communications,,2000 · Accounts Payable,0.00,1502.92,-1502.92
journal 2025.CSV,2012-10-18,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,12.72,-12.72
journal 2025.CSV,2012-10-18,Cheque,Vi1217,Finning Cat,,1090 · Bank Shareholder,0.00,343.28,-343.28
journal 2025.CSV,2012-10-18,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,89.36,-89.36
journal 2025.CSV,2012-10-18,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,40.01,-40.01
journal 2025.CSV,2012-10-18,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,51.70,-51.70
journal 2025.CSV,2012-10-18,Bill Pmt -Cheque,cash,Fibrenew,,1090 · Bank Shareholder,0.00,105.00,-105.00
journal 2025.CSV,2012-10-18,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,188.91,-188.91
journal 2025.CSV,2012-10-18,Cheque,cash,Little Caesars,,1090 · Bank Shareholder,0.00,16.89,-16.89
journal 2025.CSV,2012-10-19,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,24.33,-24.33
journal 2025.CSV,2012-10-19,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,57.97,-57.97
journal 2025.CSV,2012-10-19,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,90.30,-90.30
journal 2025.CSV,2012-10-19,Cheque,77,"Woodrow, Mike",,1010 · Scotia Bank Main,0.00,1500.00,-1500.00
journal 2025.CSV,2012-10-19,Bill,484000872 101912,Rogers,,2000 · Accounts Payable,0.00,471.22,-471.22
journal 2025.CSV,2012-10-19,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,154.36,-154.36
journal 2025.CSV,2012-10-19,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,79.79,-79.79
journal 2025.CSV,2012-10-19,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,49.99,-49.99
journal 2025.CSV,2012-10-19,Cheque,dd,Liquor Barn,,1000 · CIBC Bank 1615,0.00,75.99,-75.99
journal 2025.CSV,2012-10-19,Cheque,dd,Liquor Barn,,1000 · CIBC Bank 1615,0.00,137.01,-137.01
journal 2025.CSV,2012-10-19,Cheque,dd,Liquor Barn,,1000 · CIBC Bank 1615,0.00,126.85,-126.85
journal 2025.CSV,2012-10-19,Cheque,cash,Kindopp's Digital Printing,,1090 · Bank Shareholder,0.00,39.86,-39.86
journal 2025.CSV,2012-10-19,Cheque,cash,Windshield Surgeons,,1090 · Bank Shareholder,0.00,42.00,-42.00
journal 2025.CSV,2012-10-19,Cheque,cash,Windshield Surgeons,,1090 · Bank Shareholder,0.00,20.00,-20.00
journal 2025.CSV,2012-10-20,Cheque,cash,Hooters,,1090 · Bank Shareholder,0.00,23.08,-23.08
journal 2025.CSV,2012-10-20,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,6.65,-6.65
journal 2025.CSV,2012-10-20,Cheque,cash,Co-op,,1090 · Bank Shareholder,0.00,13.08,-13.08
journal 2025.CSV,2012-10-20,Cheque,cash,Plaza Liquor Store,,1090 · Bank Shareholder,0.00,14.12,-14.12
journal 2025.CSV,2012-10-20,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,167.27,-167.27
journal 2025.CSV,2012-10-20,Cheque,cash,Save On Foods,,1090 · Bank Shareholder,0.00,42.12,-42.12
journal 2025.CSV,2012-10-20,Cheque,cash,McIntyre Liquor Store,,1090 · Bank Shareholder,0.00,63.92,-63.92
journal 2025.CSV,2012-10-20,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,7.60,-7.60
journal 2025.CSV,2012-10-20,Cheque,cash,No Frills Gas Bar,,1090 · Bank Shareholder,0.00,55.00,-55.00
journal 2025.CSV,2012-10-20,Cheque,cash,Esso,,1090 · Bank Shareholder,0.00,100.01,-100.01
journal 2025.CSV,2012-10-20,Cheque,cash,Shell Canada Products,,1090 · Bank Shareholder,0.00,140.00,-140.00
journal 2025.CSV,2012-10-20,Cheque,cash,Sobey's,,1090 · Bank Shareholder,0.00,5.89,-5.89
journal 2025.CSV,2012-10-20,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,5.01,-5.01
journal 2025.CSV,2012-10-20,Bill Pmt -Cheque,78,Fibrenew,,1010 · Scotia Bank Main,0.00,1445.62,-1445.62
journal 2025.CSV,2012-10-20,Cheque,cash,Sobey's,,1090 · Bank Shareholder,0.00,26.67,-26.67
journal 2025.CSV,2012-10-20,Credit Card Charge,2385,Finance Charges,,2300 · Capital One Mastercard 9853,0.00,29.00,-29.00
journal 2025.CSV,2012-10-20,Credit Card Charge,2386,Finance Charges,,2300 · Capital One Mastercard 9853,0.00,44.07,-44.07
journal 2025.CSV,2012-10-20,Cheque,cash,Plaza Liquor Store,,1090 · Bank Shareholder,0.00,11.34,-11.34
journal 2025.CSV,2012-10-20,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,22.14,-22.14
journal 2025.CSV,2012-10-21,Cheque,cash,Mr Suds,,1090 · Bank Shareholder,0.00,11.40,-11.40
journal 2025.CSV,2012-10-21,Cheque,cash,Liquor Depot,,1090 · Bank Shareholder,0.00,18.09,-18.09
journal 2025.CSV,2012-10-22,Bill,6120,Parr's Automotive,,2000 · Accounts Payable,0.00,89.38,-89.38
journal 2025.CSV,2012-10-22,Bill Pmt -Cheque,dd,Rogers,4-8400-0872,1090 · Bank Shareholder,0.00,893.00,-893.00
journal 2025.CSV,2012-10-23,Cheque,280,Arrow Limousine,,1000 · CIBC Bank 1615,0.00,1000.00,-1000.00
journal 2025.CSV,2012-10-23,Cheque,79,Angel Escobar,,1010 · Scotia Bank Main,0.00,419.92,-419.92
journal 2025.CSV,2012-10-24,Cheque,dd,IFS Premium Finance,,1000 · CIBC Bank 1615,0.00,180.08,-180.08
journal 2025.CSV,2012-10-24,Cheque,dd,Cooperators CSI,,1000 · CIBC Bank 1615,0.00,105.15,-105.15
journal 2025.CSV,2012-10-24,Cheque,Vi2450,Best Western,,1090 · Bank Shareholder,0.00,135.59,-135.59
journal 2025.CSV,2012-10-24,Bill,6124,Parr's Automotive,,2000 · Accounts Payable,0.00,512.92,-512.92
journal 2025.CSV,2012-10-24,Bill,6123,Parr's Automotive,,2000 · Accounts Payable,0.00,883.29,-883.29
journal 2025.CSV,2012-10-24,Cheque,cash,Peavey Mart,,1090 · Bank Shareholder,0.00,13.36,-13.36
journal 2025.CSV,2012-10-24,Cheque,cash,Walmart,,1090 · Bank Shareholder,0.00,38.35,-38.35
journal 2025.CSV,2012-10-24,Cheque,cash,Canadian Tire.,,1090 · Bank Shareholder,0.00,31.49,-31.49
journal 2025.CSV,2012-10-25,Cheque,cash,McDonald's,,1090 · Bank Shareholder,0.00,13.30,-13.30
journal 2025.CSV,2012-10-25,Cheque,cash,The Junction Gas Bar,,1090 · Bank Shareholder,0.00,58.93,-58.93
journal 2025.CSV,2012-10-25,Cheque,cash,Petro Canada,,1090 · Bank Shareholder,0.00,45.00,-45.00
journal 2025.CSV,2012-10-26,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,52.33,-52.33
journal 2025.CSV,2012-10-26,Cheque,Vi2450,Communications Group,,1090 · Bank Shareholder,0.00,63.00,-63.00
journal 2025.CSV,2012-10-26,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,93.00,-93.00
journal 2025.CSV,2012-10-26,Cheque,cash,Centex,,1090 · Bank Shareholder,0.00,30.00,-30.00
journal 2025.CSV,2012-10-26,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,42.39,-42.39
journal 2025.CSV,2012-10-26,Cheque,cash,Liquor Barn,,1090 · Bank Shareholder,0.00,15.74,-15.74
