FULL RECEIPTS REPORT FOR 2019 (All Columns, Including Nulls)
========================================================================================================================
id	source_system	source_reference	receipt_date	vendor_name	description	currency	gross_amount	gst_amount	net_amount	expense_account	payment_method	validation_status	validation_reason	event_batch_id	source_hash	created_at
171	quickbooks_csv	171	2019-05-12	Fas Gas NORTH SIDE		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	187	0d4802c25dd0111deaf2cbd1a3fef0c7b88c77a32624b0ee7796311ab215da61	2025-09-14 16:52:48.101950-06:00
289	quickbooks_csv	289	2019-01-09	Fas Gas PENHOLD		CAD	6.76	0.27	6.49	FUEL_EXPENSE	Debit	POSTED	NULL	304	99b978fea5a09ff6efdde092ff750fc93ba712ce4c12eb44c513a90a08233223	2025-09-14 16:52:48.101950-06:00
366	quickbooks_csv	367	2019-01-09	Fas Gas PENHOLD		CAD	40.20	1.91	38.29	FUEL_EXPENSE	Debit	POSTED	NULL	381	873ac3b6c42371bf0931319f4e25309956c70b6267a251dca7d14de4276ea64d	2025-09-14 16:52:48.101950-06:00
288	quickbooks_csv	288	2019-01-09	Fas Gas PENHOLD		CAD	6.76	0.27	6.49	FUEL_EXPENSE	Card	POSTED	NULL	303	14a9c1938ed11601cd903dad3fc99896bc1c7476899a84eec97b1df1da04d849	2025-09-14 16:52:48.101950-06:00
367	quickbooks_csv	368	2019-01-09	Fas Gas PENHOLD		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	382	475b1c007f45df7a07d6b19b4bd6be3754b4ff88d7c8c3103b6e9917bebb2f66	2025-09-14 16:52:48.101950-06:00
55	quickbooks_csv	55	2019-03-24	Fas Gas PENHOLD		CAD	40.80	0.94	39.86	FUEL_EXPENSE	Cash	POSTED	NULL	71	0e1435f1c9c4025936f89d399a186956c286df0283789033207a7efc7b018863	2025-09-14 16:52:48.101950-06:00
199	quickbooks_csv	199	2019-06-22	Fas Gas PENHOLD		CAD	14.80	0.36	14.44	FUEL_EXPENSE	Cash	POSTED	NULL	215	c083b9596caeec71e4cbc6515f2f3e06a5d32e4133ba5be1319414e752630d7b	2025-09-14 16:52:48.101950-06:00
130	quickbooks_csv	130	2019-06-22	Fas Gas PENHOLD		CAD	103.77	4.94	98.83	FUEL_EXPENSE	Card	POSTED	NULL	146	a4af7f632bdf0a69493e8314d7dbc22fffdfabf815617bf8c66b765bf80f2bad	2025-09-14 16:52:48.101950-06:00
356	quickbooks_csv	357	2019-01-01	Fas Gas RED DEER		CAD	103.50	4.93	98.57	FUEL_EXPENSE	Cash	POSTED	NULL	371	c42514ec6823f650a059cfc04e71807de7f8a1d56cbe14f1d265a1d9926d0c9e	2025-09-14 16:52:48.101950-06:00
368	quickbooks_csv	369	2019-01-04	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Debit	POSTED	NULL	383	8cb0fe463c0b78f50948f5b93393def9ef845dbf50460ffb3361f8ef3ba88b78	2025-09-14 16:52:48.101950-06:00
372	quickbooks_csv	373	2019-01-04	Fas Gas RED DEER		CAD	63.00	3.00	60.00	FUEL_EXPENSE	Debit	POSTED	NULL	387	cc0b6f249235d97606649f0ab10e93343372a9e2379755ee6ba69fbccecfee4e	2025-09-14 16:52:48.101950-06:00
369	quickbooks_csv	370	2019-01-06	Fas Gas RED DEER		CAD	140.80	6.70	134.10	FUEL_EXPENSE	Debit	POSTED	NULL	384	f71d71a76f0c5e71ae26fe6d2c968ccdadc4017739a3010578aaf5994d57ca18	2025-09-14 16:52:48.101950-06:00
252	quickbooks_csv	252	2019-01-10	Fas Gas RED DEER		CAD	87.89	4.19	83.70	FUEL_EXPENSE	Debit	POSTED	NULL	268	8dc09ca9335dec67184f2c6cc093e5d69d42d950d8a7b4f97d7ed4bc3a158257	2025-09-14 16:52:48.101950-06:00
371	quickbooks_csv	372	2019-01-10	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Card	POSTED	NULL	386	d14e905c8c068918874a4f71bf810823693431448a95b106628c58071c58e559	2025-09-14 16:52:48.101950-06:00
379	quickbooks_csv	380	2019-01-11	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Debit	POSTED	NULL	394	54382bd08082108b9287e1af4673125038c561d0c0bff00ccef17ef31fe0ddfd	2025-09-14 16:52:48.101950-06:00
362	quickbooks_csv	363	2019-01-13	Fas Gas RED DEER		CAD	51.00	2.43	48.57	FUEL_EXPENSE	Cash	POSTED	NULL	377	dea800f4576660a1c28817d3840f316cc5ebbb69b16d78a62091de44070f2381	2025-09-14 16:52:48.101950-06:00
251	quickbooks_csv	251	2019-01-16	Fas Gas RED DEER		CAD	36.00	1.71	34.29	FUEL_EXPENSE	Card	POSTED	NULL	267	fd25393ad1e33bdd428d4015fc5a2d964e02c9b63e76376b2db6a2a94688938f	2025-09-14 16:52:48.101950-06:00
238	quickbooks_csv	238	2019-01-16	Fas Gas RED DEER		CAD	8.58	0.13	8.45	FUEL_EXPENSE	Debit	POSTED	NULL	254	e0c063ca3f37fc5942bfbde1d5d1dd2ce53b816dd08af524967140cfafdd674d	2025-09-14 16:52:48.101950-06:00
387	quickbooks_csv	388	2019-01-18	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	402	fc5bcb9e7cc99ea81bba7d76e87d0661b45fba1dee5f7e30f19a737ede51829c	2025-09-14 16:52:48.101950-06:00
364	quickbooks_csv	365	2019-01-19	Fas Gas RED DEER		CAD	76.00	3.62	72.38	FUEL_EXPENSE	Debit	POSTED	NULL	379	6eb892a92d65e01b58309d96df0bc962ee118934272a1db321b4c769493b00ce	2025-09-14 16:52:48.101950-06:00
386	quickbooks_csv	387	2019-01-19	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	NULL	POSTED	NULL	401	1f429420e816d037f5fbe60c57124350dc61eed2f23fdebbd398cb0102dc359f	2025-09-14 16:52:48.101950-06:00
365	quickbooks_csv	366	2019-01-19	Fas Gas RED DEER		CAD	23.35	0.58	22.77	FUEL_EXPENSE	Debit	POSTED	NULL	380	8061e18532fe0561bc85b2e55c5a6a1b10d2b4667902ac092b297c7e404d5a54	2025-09-14 16:52:48.101950-06:00
236	quickbooks_csv	236	2019-01-19	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	252	b8f2debf21bee32e3c6d06caf3269342dc04d2a4004b25b0be37f5f1baf87b44	2025-09-14 16:52:48.101950-06:00
400	quickbooks_csv	401	2019-01-22	Fas Gas RED DEER		CAD	63.37	3.02	60.35	FUEL_EXPENSE	Debit	POSTED	NULL	415	2612cc5b194771205e3b306e435dd6cf4c922098172134b12cb3d7d8e7dad0bb	2025-09-14 16:52:48.101950-06:00
308	quickbooks_csv	309	2019-01-22	Fas Gas RED DEER		CAD	86.00	4.10	81.90	FUEL_EXPENSE	Debit	POSTED	NULL	323	52f40604a78075f7783421b42ac9028ce47ae7237d8143fc805c5746954eb55e	2025-09-14 16:52:48.101950-06:00
382	quickbooks_csv	383	2019-01-23	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	397	ca99fc1eceb3ca06c5b88a7398d0fe8964497dd09f58d11382c982dd4adc9b9d	2025-09-14 16:52:48.101950-06:00
310	quickbooks_csv	311	2019-01-23	Fas Gas RED DEER		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	325	26c93d1514fdc0fab3230c77be2381dddca61aff1c335b29e593a9c9d1872598	2025-09-14 16:52:48.101950-06:00
378	quickbooks_csv	379	2019-01-25	Fas Gas RED DEER		CAD	48.60	2.31	46.29	FUEL_EXPENSE	Debit	POSTED	NULL	393	8cc3b6c414db2da604952f27caebd8408a17b1b1f5266562ea4ec9450c0f1f2c	2025-09-14 16:52:48.101950-06:00
376	quickbooks_csv	377	2019-01-26	Fas Gas RED DEER		CAD	94.33	4.49	89.84	FUEL_EXPENSE	Debit	POSTED	NULL	391	c7981830b9bfd05a608261786efbabfa5d63ddd28895b85ed820a990f3a6fa55	2025-09-14 16:52:48.101950-06:00
377	quickbooks_csv	378	2019-01-26	Fas Gas RED DEER		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Debit	POSTED	NULL	392	30d81b906fcf25307b9538205849801d53440a4a9edd42739f168cfac480086b	2025-09-14 16:52:48.101950-06:00
394	quickbooks_csv	395	2019-02-02	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	409	18d0684af34b772f1f927b3918cc0d70911da817c87a14367ff02d716b88bce9	2025-09-14 16:52:48.101950-06:00
327	quickbooks_csv	328	2019-02-08	Fas Gas RED DEER		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Debit	POSTED	NULL	342	3c7e556eed872443333ca5596eda1451f3592caad440614096ad3c21ccddeabf	2025-09-14 16:52:48.101950-06:00
326	quickbooks_csv	327	2019-02-08	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Debit	POSTED	NULL	341	e27ef19b0eff76c07edc076672ea9ac4c1ba51f52857e2b878a021ee80ccd936	2025-09-14 16:52:48.101950-06:00
389	quickbooks_csv	390	2019-02-10	Fas Gas RED DEER		CAD	57.40	2.73	54.67	FUEL_EXPENSE	Cash	POSTED	NULL	404	9cd7eeec3db118ecad23816b42b418a49930f9fcedb2684421f39c9dd250d345	2025-09-14 16:52:48.101950-06:00
359	quickbooks_csv	360	2019-02-15	Fas Gas RED DEER		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Cash	POSTED	NULL	374	f66406aa9c42d5364e7898bd8d1bf68af1e13d5dff79e7861540e25844a2c7f9	2025-09-14 16:52:48.101950-06:00
405	quickbooks_csv	406	2019-02-20	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	420	4c680de019791ebaa1fcbaaf55c2535728d102800e87c7562d5e49bc985faac5	2025-09-14 16:52:48.101950-06:00
404	quickbooks_csv	405	2019-02-22	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	419	3175e69f3238ba9dbf083152b260363c814cc7f3aa4f48a2437e3382ab07fad7	2025-09-14 16:52:48.101950-06:00
71	quickbooks_csv	71	2019-02-26	Fas Gas RED DEER		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Card	POSTED	NULL	87	e2dad8646ec3bb7a5c9a416fc6ef4082c697f266f48b1f8d30bb6b7bbf9d2fd9	2025-09-14 16:52:48.101950-06:00
228	quickbooks_csv	228	2019-02-26	Fas Gas RED DEER		CAD	2.95	0.14	2.81	FUEL_EXPENSE	Card	POSTED	NULL	244	a2f4fc3163db6d21fd1fbd7b588de24811486acc14d9efb075e05d3a2a7c69a5	2025-09-14 16:52:48.101950-06:00
241	quickbooks_csv	241	2019-02-28	Fas Gas RED DEER		CAD	47.00	2.24	44.76	FUEL_EXPENSE	Cash	POSTED	NULL	257	a8d6a4b1abc36b1c91d081174f9bf0826ead306fc1e817dd486472518647498f	2025-09-14 16:52:48.101950-06:00
14	quickbooks_csv	14	2019-03-05	Fas Gas RED DEER		CAD	54.45	2.59	51.86	FUEL_EXPENSE	Cash	POSTED	NULL	30	f13f0b04014ff694ff356ac627d2f6743746694eada84768590095322bc20154	2025-09-14 16:52:48.101950-06:00
96	quickbooks_csv	96	2019-03-07	Fas Gas RED DEER		CAD	52.50	2.50	50.00	FUEL_EXPENSE	Debit	POSTED	NULL	112	39ce72d9d251f869227f08ebacaa54f0cfdc1208fa1cd40c99b554787b259ad8	2025-09-14 16:52:48.101950-06:00
94	quickbooks_csv	94	2019-03-07	Fas Gas RED DEER		CAD	68.60	3.27	65.33	FUEL_EXPENSE	Debit	POSTED	NULL	110	ae7898316976090e964bbe251f13a94b02ae82b801bca695918b687f2716bb82	2025-09-14 16:52:48.101950-06:00
210	quickbooks_csv	210	2019-03-07	Fas Gas RED DEER		CAD	52.50	2.50	50.00	FUEL_EXPENSE	Card	POSTED	NULL	226	b60d3f50a8a18331750d35939353fad00514ed02cb6e57161c24f64780db52d9	2025-09-14 16:52:48.101950-06:00
95	quickbooks_csv	95	2019-03-07	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	111	f34263e9576bdf513af8fdca45efeb42a83388e42a115ec1484667ff6d22f819	2025-09-14 16:52:48.101950-06:00
21	quickbooks_csv	21	2019-03-10	Fas Gas RED DEER		CAD	24.60	1.17	23.43	FUEL_EXPENSE	Cash	POSTED	NULL	37	d899f7dfe29c296367cd7dd216f23f47863f279a2ccb5ea76dac1f343b6519fc	2025-09-14 16:52:48.101950-06:00
22	quickbooks_csv	22	2019-03-10	Fas Gas RED DEER		CAD	23.90	1.14	22.76	FUEL_EXPENSE	Cash	POSTED	NULL	38	2d752d7a0febc1599b7f37ab9dc61d19d69f326419f35f9e029d74f61253a032	2025-09-14 16:52:48.101950-06:00
24	quickbooks_csv	24	2019-03-12	Fas Gas RED DEER		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	40	925a2f43b76bb77bddace3a264a54d08c9df5ef481c53ede44d13b52e11b078d	2025-09-14 16:52:48.101950-06:00
18	quickbooks_csv	18	2019-03-12	Fas Gas RED DEER		CAD	100.23	4.77	95.46	FUEL_EXPENSE	Debit	POSTED	NULL	34	23f7426da743c0d4db0f73716b4852e9eead39d41e4fd79bda901b7fda467b96	2025-09-14 16:52:48.101950-06:00
17	quickbooks_csv	17	2019-03-12	Fas Gas RED DEER		CAD	22.56	1.07	21.49	FUEL_EXPENSE	Debit	POSTED	NULL	33	1359e28d9fcdd46832995a19e378e983dc34b570e5456162505efcbab41a3913	2025-09-14 16:52:48.101950-06:00
313	quickbooks_csv	314	2019-03-15	Fas Gas RED DEER		CAD	9.65	0.46	9.19	FUEL_EXPENSE	Cash	POSTED	NULL	328	ac8c23a1306bea1f045e2873f5615ac1d1db2a375d555bea17c6d3b6a495307b	2025-09-14 16:52:48.101950-06:00
97	quickbooks_csv	97	2019-03-15	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	113	eea781f1ecc02bc40478cc3e584d67a2517086d80dc76b68ba8ae7beb5867487	2025-09-14 16:52:48.101950-06:00
315	quickbooks_csv	316	2019-03-16	Fas Gas RED DEER		CAD	183.65	8.74	174.91	FUEL_EXPENSE	Cash	POSTED	NULL	330	0da27b929f0b06af07a5a80cfd4a88150fea2909c3cfd7d39bb3be11b8f10a2b	2025-09-14 16:52:48.101950-06:00
314	quickbooks_csv	315	2019-03-16	Fas Gas RED DEER		CAD	106.30	5.06	101.24	FUEL_EXPENSE	Cash	POSTED	NULL	329	82e5fb676c9e04409fba357022d283ef06921f8df964ddc0a4855d3394857176	2025-09-14 16:52:48.101950-06:00
320	quickbooks_csv	321	2019-03-17	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Card	POSTED	NULL	335	2c1ee0c537e0363db831a881150ff3e02a9b21040902e5eac316c25bf3e0e5b3	2025-09-14 16:52:48.101950-06:00
319	quickbooks_csv	320	2019-03-17	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Cash	POSTED	NULL	334	57f1889a4112a6e8ead200409c86e206f4fcb436321b66edb0fedb86a755e25a	2025-09-14 16:52:48.101950-06:00
318	quickbooks_csv	319	2019-03-17	Fas Gas RED DEER		CAD	44.60	2.12	42.48	FUEL_EXPENSE	Cash	POSTED	NULL	333	dbd98887c019e6a15c2238475facbebfb4146eaae29be5c18cb42e3442efe07a	2025-09-14 16:52:48.101950-06:00
317	quickbooks_csv	318	2019-03-17	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Cash	POSTED	NULL	332	9c67ca21fa57590189ff6808100cd520926bc0e12bf7d90b5b4046f04ffe283f	2025-09-14 16:52:48.101950-06:00
86	quickbooks_csv	86	2019-03-23	Fas Gas RED DEER		CAD	85.00	4.05	80.95	FUEL_EXPENSE	Cash	POSTED	NULL	102	84cb3d0d9ef432d1ce861ade901fe21d92ca3cc87049aec924e80fb6fe3e60b0	2025-09-14 16:52:48.101950-06:00
83	quickbooks_csv	83	2019-03-24	Fas Gas RED DEER		CAD	9.65	0.46	9.19	FUEL_EXPENSE	Cash	POSTED	NULL	99	7dc8d58810e3e4f33463f619d5f60b6e870c2feb0babebd8b3d8b28b0a4a2335	2025-09-14 16:52:48.101950-06:00
87	quickbooks_csv	87	2019-03-29	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	103	cc8784c12a1da398bbaec0014d80ba33d2d547c62446d56e4a5e09d2ec86a9d9	2025-09-14 16:52:48.101950-06:00
229	quickbooks_csv	229	2019-03-29	Fas Gas RED DEER		CAD	5.95	0.28	5.67	FUEL_EXPENSE	Cash	POSTED	NULL	245	41638d5dc194db6bc4e4f283910f6e9d4531f4abb47b5cd46e0df0454191e26e	2025-09-14 16:52:48.101950-06:00
104	quickbooks_csv	104	2019-03-31	Fas Gas RED DEER		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Debit	POSTED	NULL	120	f4dd8325b8c6d214094ec80c72114fd182e9ec858a1313a86421097db2174e24	2025-09-14 16:52:48.101950-06:00
99	quickbooks_csv	99	2019-04-11	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	115	08f3407a3db1c84844cc7b2b9c7066daedaa18344c5116b7b231334c25fee683	2025-09-14 16:52:48.101950-06:00
61	quickbooks_csv	61	2019-04-14	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	77	74d545b1d61bfec20fb3471e0d15d853b3dfeda44aaeae96e7f706eff5fa93b1	2025-09-14 16:52:48.101950-06:00
234	quickbooks_csv	234	2019-04-19	Fas Gas RED DEER		CAD	42.67	2.03	40.64	FUEL_EXPENSE	Card	POSTED	NULL	250	f427f90d325334443d98d39c7c93949d0475344428aa94673ef85f5efe91ba5f	2025-09-14 16:52:48.101950-06:00
64	quickbooks_csv	64	2019-04-19	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Debit	POSTED	NULL	80	9061c8c0c1ac13cde42238d6af21db8c91ecf7ddbc41d7daf238d9312d32cd8f	2025-09-14 16:52:48.101950-06:00
230	quickbooks_csv	230	2019-04-19	Fas Gas RED DEER		CAD	13.99	0.67	13.32	FUEL_EXPENSE	Debit	POSTED	NULL	246	b0e6c8fd50f05617cb82af3fc65becc1394eeca82cac0982b4c15007274cef3e	2025-09-14 16:52:48.101950-06:00
65	quickbooks_csv	65	2019-04-19	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	81	b3f70085fadf3c0d79354114b3f03ca6b1fe969c846773efe7a8097d6806d2bd	2025-09-14 16:52:48.101950-06:00
9	quickbooks_csv	9	2019-05-03	Fas Gas RED DEER		CAD	96.00	4.57	91.43	FUEL_EXPENSE	Card	POSTED	NULL	25	3e586e01bb00de71dc38e2292b3acdc8ab1750fce5377f7598d1852b0fdd2ffa	2025-09-14 16:52:48.101950-06:00
350	quickbooks_csv	351	2019-05-04	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Debit	POSTED	NULL	365	f4cdc2f00744a752b829f52550f7ad68aa96ce897bde8394ee228bc98348374e	2025-09-14 16:52:48.101950-06:00
7	quickbooks_csv	7	2019-05-07	Fas Gas RED DEER		CAD	119.00	5.67	113.33	FUEL_EXPENSE	Card	POSTED	NULL	23	f9f285c71fc27137ce232159805a689cd2aa72e35a845a793dfd2627f49136fa	2025-09-14 16:52:48.101950-06:00
354	quickbooks_csv	355	2019-05-07	Fas Gas RED DEER		CAD	7.95	0.38	7.57	FUEL_EXPENSE	Cash	POSTED	NULL	369	e547132e4bdaaab9c7f6224a1fbd78f01c58586c6e8dcad6748f0772410d7bc9	2025-09-14 16:52:48.101950-06:00
207	quickbooks_csv	207	2019-05-08	Fas Gas RED DEER		CAD	8.30	0.39	7.91	FUEL_EXPENSE	Cash	POSTED	NULL	223	3d553efe078a8d9123516729de32ecfc18556aae8f8a8534ed8fd676a78512bc	2025-09-14 16:52:48.101950-06:00
178	quickbooks_csv	178	2019-05-13	Fas Gas RED DEER		CAD	29.39	1.40	27.99	FUEL_EXPENSE	Debit	POSTED	NULL	194	60e9b407c9692323bd7bdd56112418e70def4ef39f829afd5555c3a3b83c9a1f	2025-09-14 16:52:48.101950-06:00
106	quickbooks_csv	106	2019-05-14	Fas Gas RED DEER		CAD	98.92	4.71	94.21	FUEL_EXPENSE	Debit	POSTED	NULL	122	e0c2588ca10a05c5815ffbd383144412eb006f9178649183e5ce4841903bfcad	2025-09-14 16:52:48.101950-06:00
32	quickbooks_csv	32	2019-05-14	Fas Gas RED DEER		CAD	880.00	3.81	876.19	FUEL_EXPENSE	Card	POSTED	NULL	48	eb386b3e034aa9b1b843b9c409b6ff9220d73867923820e20d0efc08cd99755f	2025-09-14 16:52:48.101950-06:00
56	quickbooks_csv	56	2019-05-15	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	72	dd90f57b7b298964ceaa65b75686b4489bbbbc9719a7a08c6b2951411b3b35e7	2025-09-14 16:52:48.101950-06:00
343	quickbooks_csv	344	2019-05-17	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	358	d4b83961d8f9fb3afd139301a32cd6a3cd807e5e644a4c29358df3a962611861	2025-09-14 16:52:48.101950-06:00
338	quickbooks_csv	339	2019-05-17	Fas Gas RED DEER		CAD	75.00	3.57	71.43	FUEL_EXPENSE	Cash	POSTED	NULL	353	99222b9486c6a94d1cb16fdc575de1f3eff74903f5ddb707f1bb98feffa39d2d	2025-09-14 16:52:48.101950-06:00
339	quickbooks_csv	340	2019-05-17	Fas Gas RED DEER		CAD	42.00	2.00	40.00	FUEL_EXPENSE	Cash	POSTED	NULL	354	2b4a4a677c11b014a5ef33e409db83981ac2c5965257364a344bab875e8ccddf	2025-09-14 16:52:48.101950-06:00
254	quickbooks_csv	254	2019-05-17	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	270	85af4777164a27d1329e76f32e780dee0aa4de9e27dad3862fc9dd5641045731	2025-09-14 16:52:48.101950-06:00
341	quickbooks_csv	342	2019-05-20	Fas Gas RED DEER		CAD	36.00	1.71	34.29	FUEL_EXPENSE	Cash	POSTED	NULL	356	accc908cc798223b9ca6d5bcf9b52fd5be682b0fe6ae71737b383113213fcced	2025-09-14 16:52:48.101950-06:00
337	quickbooks_csv	338	2019-05-22	Fas Gas RED DEER		CAD	126.00	6.00	120.00	FUEL_EXPENSE	Cash	POSTED	NULL	352	7d1c8d29d7ff4bb18f6f12f8109ff8fb986309d67337d30b2e8f71acbf62743e	2025-09-14 16:52:48.101950-06:00
384	quickbooks_csv	385	2019-05-23	Fas Gas RED DEER		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Debit	POSTED	NULL	399	d8e05aed0fda1bbf8df7c1fd3563223452d02565c91aab7b65a5a4162865e9f3	2025-09-14 16:52:48.101950-06:00
27	quickbooks_csv	27	2019-05-23	Fas Gas RED DEER		CAD	49.00	2.33	46.67	FUEL_EXPENSE	Card	POSTED	NULL	43	71473cdc540134561a6e73e40617404430cc237d5d9f5db454c1c95a3919aa86	2025-09-14 16:52:48.101950-06:00
6	quickbooks_csv	6	2019-05-23	Fas Gas RED DEER		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Card	POSTED	NULL	22	e3432355943355c28825b92030bede3699e3bc6f40e91e77edf17208f26ee0e6	2025-09-14 16:52:48.101950-06:00
51	quickbooks_csv	51	2019-05-24	Fas Gas RED DEER		CAD	142.80	6.80	136.00	FUEL_EXPENSE	Debit	POSTED	NULL	67	064577df867d7897b32dc5dbc43df332778ba0019c9c8e018088c6fb45a1954d	2025-09-14 16:52:48.101950-06:00
174	quickbooks_csv	174	2019-05-27	Fas Gas RED DEER		CAD	5.00	0.24	4.76	FUEL_EXPENSE	Cash	POSTED	NULL	190	629206802ecc1630624bcc1277bfa6f3065edd6a56cbe6ae644fbd66cbb6946d	2025-09-14 16:52:48.101950-06:00
26	quickbooks_csv	26	2019-05-29	Fas Gas RED DEER		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	42	08256911da2ba24e312d073a5bbe6f22922028d49a0603754b8247ac74a803b6	2025-09-14 16:52:48.101950-06:00
160	quickbooks_csv	160	2019-05-31	Fas Gas RED DEER		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	176	2d3f35034a35d2409020f4f336018bd5d28115512f386c0dcb6be50d6aeca10e	2025-09-14 16:52:48.101950-06:00
194	quickbooks_csv	194	2019-06-01	Fas Gas RED DEER		CAD	31.00	1.48	29.52	FUEL_EXPENSE	Cash	POSTED	NULL	210	397f4af18d9834ced689073bb60be90c28f0dac5674b01a05664f5991a134161	2025-09-14 16:52:48.101950-06:00
143	quickbooks_csv	143	2019-06-01	Fas Gas RED DEER		CAD	98.75	4.70	94.05	FUEL_EXPENSE	Cash	POSTED	NULL	159	b49df2fe32d6477f3c0cfc58faef378f93193915d959ff6379c326c9db4404ef	2025-09-14 16:52:48.101950-06:00
123	quickbooks_csv	123	2019-06-08	Fas Gas RED DEER		CAD	55.00	2.62	52.38	FUEL_EXPENSE	Cash	POSTED	NULL	139	46d1bb9a49c8b79a557494e23ba455f96e12ccdd667282b15cf8569a91b28bac	2025-09-14 16:52:48.101950-06:00
43	quickbooks_csv	43	2019-06-19	Fas Gas RED DEER		CAD	53.26	2.54	50.72	FUEL_EXPENSE	Card	POSTED	NULL	59	01727cdda20f0c2d8b6706525207f35ae76246903ebfb4857eb696b39650c386	2025-09-14 16:52:48.101950-06:00
126	quickbooks_csv	126	2019-06-19	Fas Gas RED DEER		CAD	53.21	2.53	50.68	FUEL_EXPENSE	Card	POSTED	NULL	142	4b200284e859cf2d6d69344363577f89e8d25e794f1015977120a14a6dc985a4	2025-09-14 16:52:48.101950-06:00
44	quickbooks_csv	44	2019-06-19	Fas Gas RED DEER		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Card	POSTED	NULL	60	fca4442d3cba24ec1dd1ee6899cb321a42c2b2aa7ede57812198a9335b57ec04	2025-09-14 16:52:48.101950-06:00
118	quickbooks_csv	118	2019-06-21	Fas Gas RED DEER		CAD	169.59	8.08	161.51	FUEL_EXPENSE	Card	POSTED	NULL	134	e1da141a22b26f4ebf0fa5d3fbed9af0d97769c40db9b89550897138248f9cd2	2025-09-14 16:52:48.101950-06:00
120	quickbooks_csv	120	2019-06-22	Fas Gas RED DEER		CAD	10.61	0.30	10.31	FUEL_EXPENSE	Card	POSTED	NULL	136	4a192ffecea058ff7ccd7234aa3c33c660ae7e2479517357c1cd75de48304dbf	2025-09-14 16:52:48.101950-06:00
46	quickbooks_csv	46	2019-06-23	Fas Gas RED DEER		CAD	57.00	2.71	54.29	FUEL_EXPENSE	Card	POSTED	NULL	62	c3da04b1a5ffa7d07305c1e995a731a06ee932eeb37de12b9b5174672111f7cd	2025-09-14 16:52:48.101950-06:00
204	quickbooks_csv	204	2019-06-26	Fas Gas RED DEER		CAD	104.00	4.95	99.05	FUEL_EXPENSE	Cash	POSTED	NULL	220	68cfc8943fcfa93b98e09e01322a3da994391651f47cda98cacfaed75bbac793	2025-09-14 16:52:48.101950-06:00
