Date,Description,Amount,Transaction ID,Bank ID,Vendor
2019-07-22,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",920.00,35880,None,""
2019-07-22,"Point of Sale - Interac RETAIL PURCHASE 000001233012 RUN'N ON EMPTY",134.11,35882,None,""
2019-07-22,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",200.00,35884,None,""
2019-07-22,"Point of Sale - Interac RETAIL PURCHASE 000001155330 PLENTY OF LIQUO",50.52,35885,None,""
2019-07-22,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",82.75,40577,None,""
2019-07-22,"Point of Sale - Interac RETAIL PURCHASE 920308315175 TIM HORTON'S #2",6.80,40578,None,""
2019-07-23,"Point of Sale - Interac RETAIL PURCHASE 000001321096 DAIRY QUEEN #26",11.32,40573,None,""
2019-07-25,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1020.00,40563,None,""
2019-07-25,"Point of Sale - Interac RETAIL PURCHASE 000001813041 Fas Gas SOUTHSI",98.00,40566,None,""
2019-07-26,"Point of Sale - Interac RETAIL PURCHASE 000001155595 PLENTY OF LIQUO",85.90,40549,None,""
2019-07-26,"Point of Sale - Interac RETAIL PURCHASE 000001078391 PLENTY OF LIQUO",45.52,40552,None,""
2019-07-26,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE WIX.COM*4822429 920718240367 168.00 USD @ 1.349762",226.76,40557,None,""
2019-07-26,"Point of Sale - Interac RETAIL PURCHASE 920709300943 TIM HORTONS #10",3.86,40559,None,""
2019-07-26,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",203.00,40561,None,""
2019-07-29,"Point of Sale - Interac RETAIL PURCHASE 000001402004 ERLES AUTO REPA",1141.88,40532,None,""
2019-07-30,"Point of Sale - Interac RETAIL PURCHASE 000001001959 TACO TIME",12.62,40531,None,""
2019-07-31,"Branch Transaction OVERDRAFT INTEREST CHARGE",9.43,40520,None,""
2019-07-31,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE WWW.1AND1.COM 921100350434 34.97 USD @ 1.352016",47.28,40530,None,""
2019-08-01,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",800.00,40512,None,""
2019-08-01,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 921365909853 155.00 USD @ 1.354581",209.96,40514,None,""
2019-08-01,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 921362031006 75.00 USD @ 1.354667",101.60,40517,None,""
2019-08-01,"Point of Sale - Interac RETAIL PURCHASE 000001229056 SHOPPERS DRUG M",99.82,40519,None,""
2019-08-02,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,40497,None,""
2019-08-02,"Automated Banking Machine ATM WITHDRAWAL NORTHLAND BANKING CENTRE 1B2D",800.00,40506,None,""
2019-08-02,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *S34MYKS 921432437344",12.26,40509,None,""
2019-08-06,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",203.00,35867,None,""
2019-08-06,"Point of Sale - Interac RETAIL PURCHASE 000001876001 Fas Gas SOUTHSI",14.79,35869,None,""
2019-08-06,"Point of Sale - Interac RETAIL PURCHASE 000001875081 Fas Gas SOUTHSI",67.29,35870,None,""
2019-08-06,"Point of Sale - Interac RETAIL PURCHASE 921610688387 624 ACE RED DEE",105.25,35872,None,""
2019-08-06,"Point of Sale - Interac RETAIL PURCHASE 000001734217 SAFEWAY #8877",91.01,35873,None,""
2019-08-06,"Point of Sale - Interac RETAIL PURCHASE 000001459004 Fas Gas SOUTHSI",100.00,35875,None,""
2019-08-06,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",60.00,40488,None,""
2019-08-07,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",720.00,40483,None,""
2019-08-07,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",460.00,40485,None,""
2019-08-08,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",380.00,40477,None,""
2019-08-08,"Point of Sale - Interac RETAIL PURCHASE 000001069008 Fas Gas WESTPAR",30.00,40478,None,""
2019-08-09,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",240.00,40471,None,""
2019-08-09,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",1900.00,40473,None,""
2019-08-09,"Point of Sale - Interac RETAIL PURCHASE 000001250023 RUN'N ON EMPTY",30.00,40474,None,""
2019-08-12,"Point of Sale - Interac RETAIL PURCHASE 000001181046 CEN AB CO-OP RE",67.74,40457,None,""
2019-08-12,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",2100.00,40459,None,""
2019-08-14,"Point of Sale - Interac RETAIL PURCHASE 000001916027 RUN'N ON EMPTY",49.72,40452,None,""
2019-08-15,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1140.00,40444,None,""
2019-08-15,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1560.00,40446,None,""
2019-08-15,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS/FIDO BIL 922733349934",601.89,40447,None,""
2019-08-15,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",403.00,40449,None,""
2019-08-16,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",90.00,40426,None,""
2019-08-16,"Point of Sale - Interac RETAIL PURCHASE 922822192904 Wow Windshields",403.20,40436,None,""
2019-08-16,"Point of Sale - Interac RETAIL PURCHASE 000001257056 RUN'N ON EMPTY",118.88,40437,None,""
2019-08-16,"Point of Sale - Interac RETAIL PURCHASE 000001473028 Fas Gas WESTPAR",20.00,40440,None,""
2019-08-19,"Point of Sale - Interac RETAIL PURCHASE 923009112084 TIM HORTON'S #2",1.35,35854,None,""
2019-08-19,"Point of Sale - Interac RETAIL PURCHASE 000001617010 Fas Gas ROSS ST",4.01,35855,None,""
2019-08-19,"Point of Sale - Interac RETAIL PURCHASE 000001350074 SUPERLOW LIQUOR",23.19,35856,None,""
2019-08-19,"Point of Sale - Interac RETAIL PURCHASE 000001874027 Fas Gas SOUTHSI",40.00,35860,None,""
2019-08-19,"Point of Sale - Interac RETAIL PURCHASE 000001357009 Fas Gas SOUTHSI",80.00,35861,None,""
2019-08-21,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",1000.00,40401,None,""
2019-08-21,"Point of Sale - Interac RETAIL PURCHASE 000001037034 7 ELEVEN STORE",38.00,40404,None,""
2019-08-21,"Point of Sale - Interac RETAIL PURCHASE 000001461012 SUPER CLEAN CAR",21.00,40405,None,""
2019-08-21,"Point of Sale - Interac RETAIL PURCHASE 000001461009 SUPER CLEAN CAR",17.75,40406,None,""
2019-08-21,"Point of Sale - Interac RETAIL PURCHASE 923209025412 TIM HORTON'S #2",8.18,40407,None,""
2019-08-21,"Point of Sale - Interac RETAIL PURCHASE 000001461007 SUPER CLEAN CAR",20.00,40408,None,""
2019-08-22,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",200.00,40397,None,""
2019-08-23,"Point of Sale - Interac RETAIL PURCHASE 000001420003 ERLES AUTO REPA",206.20,40384,None,""
2019-08-23,"Internet Banking INTERNET BILL PAY 000000214670 FIRST INSURANCE FUNDING-C",3699.98,40385,None,""
2019-08-23,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",900.00,40387,None,""
2019-08-23,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Ilixium 923524232783",10.00,40391,None,""
2019-08-23,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Ilixium 923520226171",20.00,40392,None,""
2019-08-23,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Ilixium 923522227988",40.00,40393,None,""
2019-08-26,"Point of Sale - Interac RETAIL PURCHASE 923708425960 TIM HORTON'S #2",2.30,40374,None,""
2019-08-28,"Point of Sale - Interac RETAIL PURCHASE 000001001426 AIR-SERV CANADI",1.50,40364,None,""
2019-08-28,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",1600.00,40368,None,""
2019-08-29,"Point of Sale - Interac RETAIL PURCHASE 000001267032 RUN'N ON EMPTY",89.40,40359,None,""
2019-08-29,"Point of Sale - Interac RETAIL PURCHASE 000001001223 CANADIAN TIRE #",177.44,40361,None,""
2019-08-29,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",203.00,40363,None,""
2019-08-30,"Branch Transaction OVERDRAFT INTEREST CHARGE",10.05,40342,None,""
2019-08-30,"Point of Sale - Interac RETAIL PURCHASE 000001001534 AIR-SERV PARKL",1.50,40355,None,""
2019-08-30,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1A66",1800.00,40357,None,""
2019-09-03,"Point of Sale - Interac RETAIL PURCHASE 447001001017 REAL CDN SUPERS",42.77,35845,None,""
2019-09-03,"Point of Sale - Interac RETAIL PURCHASE 000001951045 RUN'N ON EMPTY",177.06,35846,None,""
2019-09-03,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,40330,None,""
2019-09-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 924667716105 155.00 USD @ 1.369677",212.30,40334,None,""
2019-09-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 924662407964 75.00 USD @ 1.369733",102.73,40335,None,""
2019-09-03,"Automated Banking Machine ATM WITHDRAWAL CLEARVIEW BKNG CTR 2G49",1700.00,40340,None,""
2019-09-03,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE WWW.1AND1.COM 924200382156 19.98 USD @ 1.366867",27.31,40341,None,""
2019-09-05,"Internet Banking INTERNET BILL PAY 000000235151 FIRST INSURANCE FUNDING-C",3699.98,40324,None,""
2019-09-06,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1A66",1500.00,40321,None,""
2019-09-09,"Point of Sale - Interac RETAIL PURCHASE 000001356008 SAFEWAY #8877",34.01,35836,None,""
2019-09-10,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",2000.00,40308,None,""
2019-09-12,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",160.00,40296,None,""
2019-09-13,"Point of Sale - Interac RETAIL PURCHASE 000001001620 AIR-SERV PARKL",1.50,40288,None,""
2019-09-13,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",1000.00,40289,None,""
2019-09-13,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",2000.00,40290,None,""
2019-09-13,"Automated Banking Machine ATM WITHDRAWAL INTERAC/BNS SCD 0002",203.00,40292,None,""
2019-09-13,"Point of Sale - Interac RETAIL PURCHASE 146001001032 REAL CDN SUPERS",464.52,40293,None,""
2019-09-16,"Point of Sale - Interac RETAIL PURCHASE 000001706004 Fas Gas SOUTHSI",100.00,35830,None,""
2019-09-16,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1A66",60.00,35831,None,""
2019-09-16,"Point of Sale - Interac RETAIL PURCHASE 000001134008 Fas Gas SOUTHSI",86.00,35832,None,""
2019-09-16,"Point of Sale - Interac RETAIL PURCHASE 000001616030 Fas Gas SOUTHSI",97.02,35833,None,""
2019-09-16,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",1400.00,40276,None,""
2019-09-17,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",80.00,35826,None,""
2019-09-18,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",340.00,40266,None,""
2019-09-18,"Point of Sale - Interac RETAIL PURCHASE 000001565088 22654 MACS CONV",4.19,40268,None,""
2019-09-18,"Point of Sale - Interac RETAIL PURCHASE 000001285015 RUN'N ON EMPTY",84.88,40269,None,""
2019-09-18,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",20.00,40271,None,""
2019-09-18,"Point of Sale - Interac RETAIL PURCHASE 000001001488 AIR-SERV CANADI",1.50,40272,None,""
2019-09-19,"Point of Sale - Interac RETAIL PURCHASE 000001001350 STAPLES#285",90.27,40260,None,""
2019-09-19,"Point of Sale - Interac RETAIL PURCHASE 000001952001 BRADLEY'S WATER",306.86,40261,None,""
2019-09-19,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",500.00,40262,None,""
2019-09-19,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *5PD6QLS 926235457958",20.04,40265,None,""
2019-09-20,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",180.00,40242,None,""
2019-09-20,"Internet Banking INTERNET BILL PAY 000000264124 ROGERS (9 DIGIT ACCOUNT N",424.81,40253,None,""
2019-09-23,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",80.00,35816,None,""
2019-09-23,"Point of Sale - Interac RETAIL PURCHASE 000001389016 Fas Gas WESTPAR",59.25,35817,None,""
2019-09-23,"Point of Sale - Interac RETAIL PURCHASE 265001001003 HUSKY DOWNTOWN",45.00,35818,None,""
2019-09-23,"Point of Sale - Interac RETAIL PURCHASE 926408460159 TIM HORTON'S #2",6.91,35819,None,""
2019-09-23,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1A66",100.00,35821,None,""
2019-09-23,"Point of Sale - Interac RETAIL PURCHASE 458001001066 REAL CDN SUPERS",151.05,35822,None,""
2019-09-23,"Point of Sale - Interac RETAIL PURCHASE 000001001368 AIR-SERV PARKL",1.50,40240,None,""
2019-09-26,"Point of Sale - Interac RETAIL PURCHASE 000001078063 CANADIAN PIZZA",9.00,35814,None,""
2019-09-26,"Point of Sale - Interac RETAIL PURCHASE 000001579087 SHOPPERS DRUG M",8.39,35815,None,""
2019-09-26,"Point of Sale - Interac RETAIL PURCHASE 926914620859 TIM HORTONS #16",11.15,40224,None,""
2019-09-26,"Point of Sale - Interac RETAIL PURCHASE 926809413473 TIM HORTON'S #2",6.91,40226,None,""
2019-09-26,"Automated Banking Machine ATM WITHDRAWAL INTERAC/CCCS SCD 0869",163.50,40228,None,""
2019-09-27,"Point of Sale - Interac RETAIL PURCHASE 000001577147 Fas Gas CROSSRO",6.49,40219,None,""
2019-09-27,"Point of Sale - Interac RETAIL PURCHASE 000001025044 Fas Gas CROSSRO",80.00,40220,None,""
2019-09-30,"Point of Sale - Interac RETAIL PURCHASE 000001625009 22703 MACS CONV",5.40,35808,None,""
2019-09-30,"Point of Sale - Interac RETAIL PURCHASE 000001152008 Fas Gas SOUTHSI",70.00,35809,None,""
2019-09-30,"Point of Sale - Interac RETAIL PURCHASE 000001638033 Fas Gas SOUTHSI",100.00,35810,None,""
2019-09-30,"Branch Transaction OVERDRAFT INTEREST CHARGE",8.70,40193,None,""
2019-09-30,"Point of Sale - Interac RETAIL PURCHASE 000001951049 Fas Gas SOUTHSI",33.50,40200,None,""
2019-09-30,"Point of Sale - Interac RETAIL PURCHASE 927307473706 TIM HORTONS #10",6.91,40204,None,""
2019-09-30,"Point of Sale - Interac RETAIL PURCHASE 000001362233 247 CONVENIENCE",87.51,40209,None,""
2019-10-01,"Point of Sale - Interac RETAIL PURCHASE 000001001651 CALG CO-OP GAS",39.50,40186,None,""
2019-10-01,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 927465293138 155.00 USD @ 1.359355",210.70,40188,None,""
2019-10-01,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 927464753691 75.00 USD @ 1.359333",101.95,40189,None,""
2019-10-01,"Point of Sale - Interac RETAIL PURCHASE 927321842545 CINEPLEX #3132",49.65,40190,None,""
2019-10-01,"Point of Sale - Interac RETAIL PURCHASE 000001015052 RUN'N ON EMPTY",37.50,40191,None,""
2019-10-01,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE WWW.1AND1.COM 927322880775 19.98 USD @ 1.359359",27.16,40192,None,""
2019-10-02,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,40173,None,""
2019-10-02,"Point of Sale - Interac RETAIL PURCHASE 000620761002 KIPP SCOTT GMC",139.39,40176,None,""
2019-10-03,"Point of Sale - Interac RETAIL PURCHASE 000001935008 Fas Gas SOUTHSI",37.00,35800,None,""
2019-10-03,"Point of Sale - Interac RETAIL PURCHASE 000001956012 Fas Gas SOUTHSI",24.00,35801,None,""
2019-10-04,"Point of Sale - Interac RETAIL PURCHASE 927609419076 TIM HORTON'S #2",4.61,35791,None,""
2019-10-04,"Point of Sale - Interac RETAIL PURCHASE 000001713091 CANADIAN TIRE G",14.44,35794,None,""
2019-10-04,"Point of Sale - Interac RETAIL PURCHASE 927619243851 SOBEYS #5175",129.05,35795,None,""
2019-10-04,"Point of Sale - Interac RETAIL PURCHASE 000001001776 AIR-SERV PETRO",1.50,40169,None,""
2019-10-07,"Point of Sale - Interac RETAIL PURCHASE 000001151038 LIQUOR 7 RED DE",180.00,35788,None,""
2019-10-07,"Point of Sale - Interac RETAIL PURCHASE 000001651006 Fas Gas SOUTHSI",140.00,35789,None,""
2019-10-07,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",600.00,40158,None,""
2019-10-07,"Point of Sale - Interac RETAIL PURCHASE 927908938501 TIM HORTON'S #2",5.12,40159,None,""
2019-10-08,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",200.00,40153,None,""
2019-10-09,"Internet Banking INTERNET BILL PAY 000000220477 FIRST INSURANCE FUNDING-C",2577.64,40151,None,""
2019-10-10,"Point of Sale - Interac RETAIL PURCHASE 928312603631 SOBEYS #5175",131.13,40147,None,""
2019-10-10,"Point of Sale - Interac RETAIL PURCHASE 000001264051 PHOENIX BUFFET",19.90,40149,None,""
2019-10-15,"Automated Banking Machine ABM WITHDRAWAL 1A66 GAETZ AVE + 22ND ST 99512 4506*********534",340.00,34897,None,""
2019-10-15,"Point of Sale - Interac RETAIL PURCHASE 000001179043 Fas Gas WESTPAR",59.51,35786,None,""
2019-10-15,"Point of Sale - Interac RETAIL PURCHASE 928711831964 TIM HORTON'S #2",16.55,40128,None,""
2019-10-16,"Point of Sale - Interac RETAIL PURCHASE 928921134647 Wow Windshields",115.50,40117,None,""
2019-10-16,"Point of Sale - Interac RETAIL PURCHASE 671001001003 RED DEER REGIST",63.90,40119,None,""
2019-10-16,"Point of Sale - Interac RETAIL PURCHASE 671001001002 RED DEER REGIST",366.90,40120,None,""
2019-10-16,"Point of Sale - Interac RETAIL PURCHASE 000001078715 PLENTY OF LIQUO",124.64,40122,None,""
2019-10-16,"Point of Sale - Interac RETAIL PURCHASE 000001078714 PLENTY OF LIQUO",212.93,40123,None,""
2019-10-16,"Point of Sale - Interac RETAIL PURCHASE 000001155392 PLENTY OF LIQUO",70.82,40124,None,""
2019-10-16,"Point of Sale - Interac RETAIL PURCHASE 000001155391 PLENTY OF LIQUO",603.74,40125,None,""
2019-10-17,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS/FIDO BIL 929033544850",401.03,40114,None,""
2019-10-17,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1A66",200.00,40115,None,""
2019-10-18,"Point of Sale - Interac RETAIL PURCHASE 000000055169 PETRO-CANADA",10.00,35782,None,""
2019-10-18,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",45.00,40099,None,""
2019-10-18,"Point of Sale - Interac RETAIL PURCHASE 000001670020 Fas Gas SOUTHSI",49.09,40107,None,""
2019-10-18,"Point of Sale - Interac RETAIL PURCHASE 000001704016 Fas Gas SOUTHSI",41.00,40108,None,""
2019-10-18,"Point of Sale - Interac RETAIL PURCHASE 000001078772 PLENTY OF LIQUO",391.07,40110,None,""
2019-10-18,"Point of Sale - Interac RETAIL PURCHASE 000001962006 Fas Gas SOUTHSI",58.00,40111,None,""
2019-10-18,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",300.00,40113,None,""
2019-10-21,"Point of Sale - Interac RETAIL PURCHASE 000001056014 RUN'N ON EMPTY",35.00,35778,None,""
2019-10-21,"Point of Sale - Interac RETAIL PURCHASE 000001445008 Fas Gas SOUTHSI",28.45,35779,None,""
2019-10-21,"Automated Banking Machine ATM WITHDRAWAL INTERAC/CCCS SCD 0869",303.50,35780,None,""
2019-10-21,"Point of Sale - Interac RETAIL PURCHASE 929120929388 SOBEYS #5175",32.17,40097,None,""
2019-10-23,"Point of Sale - Interac RETAIL PURCHASE 000001001712 STAPLES#285",10.80,40086,None,""
2019-10-23,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",40.00,40087,None,""
2019-10-23,"Point of Sale - Interac RETAIL PURCHASE 000001763012 Fas Gas SOUTHSI",40.00,40089,None,""
2019-10-24,"Point of Sale - Interac RETAIL PURCHASE 000001313002 SHOPPERS DRUG M",206.80,40082,None,""
2019-10-24,"Point of Sale - Interac RETAIL PURCHASE 929709900615 TIM HORTONS #10",14.07,40084,None,""
2019-10-25,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",2000.00,40071,None,""
2019-10-25,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",1000.00,40074,None,""
2019-10-28,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",620.00,35771,None,""
2019-10-28,"Point of Sale - Interac RETAIL PURCHASE 000001002066 Fas Gas SOUTHSI",35.00,35772,None,""
2019-10-28,"Point of Sale - Interac RETAIL PURCHASE 000001884060 SAFEWAY #8877",27.80,35773,None,""
2019-10-28,"Point of Sale - Interac RETAIL PURCHASE 000001078118 PLENTY OF LIQUO",58.85,40062,None,""
2019-10-28,"Point of Sale - Interac RETAIL PURCHASE 014001001015 CITY WIDE TOWIN",204.75,40063,None,""
2019-10-29,"Branch Transaction WITHDRAWAL IBB GAETZ AVE & 67TH ST BANKING CE",3500.00,40053,None,""
2019-10-29,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",3000.00,40056,None,""
2019-10-29,"Point of Sale - Interac RETAIL PURCHASE 000001001955 AIR-SERV PARKL",1.50,40057,None,""
2019-10-29,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE FACEBK *XDXZ5N6 930263294392",8.87,40059,None,""
2019-10-31,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",120.00,35769,None,""
2019-10-31,"Branch Transaction OVERDRAFT INTEREST CHARGE",9.53,40038,None,""
2019-10-31,"Point of Sale - Interac RETAIL PURCHASE 000001001941 AIR-SERV SHELL",1.50,40046,None,""
2019-10-31,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",980.00,40048,None,""
2019-11-01,"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *48 930533762763",334.98,40031,None,""
2019-11-01,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 930566160629 155.00 USD @ 1.350903",209.39,40032,None,""
2019-11-01,"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE IN *LMS 930566744830 75.00 USD @ 1.350933",101.32,40034,None,""
2019-11-01,"Automated Banking Machine ATM WITHDRAWAL CLEARVIEW BKNG CTR 1A0N",800.00,40035,None,""
2019-11-04,"Point of Sale - Interac RETAIL PURCHASE 000001982101 Fas Gas SOUTHSI",179.00,35763,None,""
2019-11-04,"Point of Sale - Interac RETAIL PURCHASE 000001690002 Fas Gas SOUTHSI",99.00,35764,None,""
2019-11-04,"Point of Sale - Interac RETAIL PURCHASE 000001001818 AIR-SERV 7-ELE",1.50,40015,None,""
2019-11-04,"Automated Banking Machine ATM WITHDRAWAL INTERAC/TD SCD 0004",1003.00,40021,None,""
2019-11-04,"Point of Sale - Interac RETAIL PURCHASE 000001001569 AIR-SERV PARKL",1.50,40022,None,""
2019-11-05,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 1E0U",400.00,40008,None,""
2019-11-06,"Point of Sale - Interac RETAIL PURCHASE 000001456017 CITY CENTER VAC",400.00,39998,None,""
2019-11-06,"Point of Sale - Interac RETAIL PURCHASE 000647061106 KIPP SCOTT GMC",436.62,40002,None,""
2019-11-06,"Point of Sale - Interac RETAIL PURCHASE 000001001607 THE TIRE GARAGE",1726.00,40003,None,""
2019-11-07,"Point of Sale - Interac RETAIL PURCHASE 000001414011 ESSO 7-ELEVEN 3",116.00,39992,None,""
2019-11-07,"Point of Sale - Interac RETAIL PURCHASE 000001456026 CITY CENTER VAC",78.49,39995,None,""
2019-11-07,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",403.00,39997,None,""
2019-11-08,"Branch Transaction NON-SUFFICIENT FUNDS CHARGE",135.00,39975,None,""
2019-11-08,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",203.00,39987,None,""
2019-11-12,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",80.00,35753,None,""
2019-11-12,"Point of Sale - Interac RETAIL PURCHASE 000001382014 Fas Gas SOUTHSI",15.71,35754,None,""
2019-11-12,"Point of Sale - Interac RETAIL PURCHASE 931418775884 SOBEYS #9526",59.07,35755,None,""
2019-11-12,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",303.00,35758,None,""
2019-11-13,"Point of Sale - Interac RETAIL PURCHASE 207001001100 REAL CDN SUPERS",22.43,35749,None,""
2019-11-13,"Point of Sale - Interac RETAIL PURCHASE 000001620132 22654 MACS CONV",18.01,35750,None,""
2019-11-13,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 1F2X",2560.00,39964,None,""
2019-11-13,"Point of Sale - Interac RETAIL PURCHASE 000001564014 MR.SUDS INC.",6.30,39965,None,""
2019-11-14,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 22ND ST 2C92",40.00,35748,None,""
2019-11-14,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",2850.00,39962,None,""
2019-11-15,"Point of Sale - Interac RETAIL PURCHASE 000001449192 22720 MAC'S CON",11.01,35746,None,""
2019-11-15,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",2050.00,39958,None,""
2019-11-18,"Point of Sale - Interac RETAIL PURCHASE 000001243035 Fas Gas SOUTHSI",44.00,35745,None,""
2019-11-18,"Point of Sale - Interac RETAIL PURCHASE 000001428020 ESSO 7-ELEVEN 3",143.00,39945,None,""
2019-11-18,"Point of Sale - Interac RETAIL PURCHASE 000048301065 RED DEER TOYOTA",348.27,39946,None,""
2019-11-18,"Automated Banking Machine ATM WITHDRAWAL INTERAC/RBC SCD 0003",123.00,39948,None,""
2019-11-21,"Automated Banking Machine ATM WITHDRAWAL GAETZ AVE + 67TH ST 2D54",3000.00,39937,None,""
2019-11-22,"Point of Sale - Interac RETAIL PURCHASE 000001416112 SAFEWAY #8877",270.90,35743,None,""
