Payment ID,Payment Date,Account Number,Reserve Number,Payment Method,Amount,Check Number,Square Transaction ID,Notes,Client Name
32004,2008-10-10,,,cash,205.00,,,[LMS Deposit 0001525] 062423 / Credit Card,
32006,2008-10-10,,,cash,409.25,,,[LMS Deposit 0001527] 081198 / Credit Card,
32021,2008-10-10,,,cash,1102.50,,,[LMS Deposit 0001542] 046897 / Credit Card,
32023,2008-10-10,,,cash,420.00,,,[LMS Deposit 0001544] 067036 / Credit Card,
32026,2008-10-10,,,cash,204.50,,,[LMS Deposit 0001547]  / Cash,
32027,2008-10-10,,,cash,204.75,,,[LMS Deposit 0001548]  / Cash,
32008,2008-10-11,,,cash,173.25,,,[LMS Deposit 0001529] 20170B / Credit Card,
32011,2008-10-11,,,cash,204.75,,,[LMS Deposit 0001532] 058241 / Credit Card,
32019,2008-10-11,,,cash,839.00,,,[LMS Deposit 0001540]  / Cash,
32020,2008-10-11,,,cash,333.75,,,[LMS Deposit 0001541] 073536 / Credit Card,
32022,2008-10-11,,,cash,682.50,,,[LMS Deposit 0001543] 067036 / Credit Card,
32028,2008-10-11,,,cash,25.00,,,[LMS Deposit 0001549] 011206 / Credit Card,
32029,2008-10-11,,,cash,109.38,,,[LMS Deposit 0001550] 21A840 / Credit Card,
32037,2008-10-11,,,cash,1123.50,,,[LMS Deposit 0001558] 005826 / Credit Card,
32018,2008-10-12,,,cash,105.00,,,[LMS Deposit 0001539]  / Cash,
32024,2008-10-12,,,cash,152.25,,,[LMS Deposit 0001545] 31A926 / Credit Card,
32025,2008-10-13,,,cash,220.50,,,[LMS Deposit 0001546] 30A672 / Credit Card,
32015,2008-10-14,,,cash,210.00,,,[LMS Deposit 0001536] 067534 / Credit Card,
32016,2008-10-14,,,cash,141.75,,,[LMS Deposit 0001537] 074042 / Credit Card,
32017,2008-10-14,,,cash,205.00,,,[LMS Deposit 0001538] 033172 / Credit Card,
32031,2008-10-15,,,cash,68.25,,,[LMS Deposit 0001552] 055054 / Credit Card,
32032,2008-10-15,,,cash,68.25,,,[LMS Deposit 0001553] 005149 / Credit Card,
32034,2008-10-15,,,cash,620.00,,,[LMS Deposit 0001555] 798758 / Debit Cards,
32035,2008-10-16,,,cash,204.75,,,[LMS Deposit 0001556] 406258 / Credit Card,
32036,2008-10-16,,,cash,173.25,,,[LMS Deposit 0001557]  / Cash,
32067,2008-10-16,,,cash,136.50,,,[LMS Deposit 0001588]  / Cash,
32068,2008-10-16,,,cash,68.25,,,[LMS Deposit 0001589]  / Cash,
32038,2008-10-17,,,cash,205.00,,,[LMS Deposit 0001559] 13261Z / Credit Card,
32064,2008-10-17,,,cash,204.75,,,[LMS Deposit 0001585] 411904 / Credit Card,
32065,2008-10-17,,,cash,307.12,,,[LMS Deposit 0001586]  / Cash,
32076,2008-10-17,,,cash,173.25,,,[LMS Deposit 0001597]  / Cash,
32077,2008-10-17,,,cash,608.55,,,[LMS Deposit 0001598]  / Cash,
32079,2008-10-17,,,cash,614.25,,,[LMS Deposit 0001600]  / Cash,
32040,2008-10-18,,,cash,205.00,,,[LMS Deposit 0001561] 019549 / Credit Card,
32061,2008-10-18,,,cash,461.00,,,[LMS Deposit 0001582]  / Cash,
32066,2008-10-18,,,cash,224.50,,,[LMS Deposit 0001587]  / Cash,
32069,2008-10-18,,,cash,204.75,,,[LMS Deposit 0001590]  / Cash,
32070,2008-10-18,,,cash,511.62,,,[LMS Deposit 0001591] 982174 / Credit Card,
32071,2008-10-18,,,cash,204.50,,,[LMS Deposit 0001592]  / Cash,
32072,2008-10-18,,,cash,141.75,,,[LMS Deposit 0001593] 193241 / Credit Card,
32073,2008-10-18,,,cash,188.25,,,[LMS Deposit 0001594] 193241 / Credit Card,
32074,2008-10-18,,,cash,223.25,,,[LMS Deposit 0001595] 079012 / Credit Card,
32075,2008-10-18,,,cash,105.00,,,[LMS Deposit 0001596] 079012 / Credit Card,
32039,2008-10-19,,,cash,205.00,,,[LMS Deposit 0001560] 090180 / Credit Card,
32041,2008-10-20,,,cash,205.00,,,[LMS Deposit 0001562] 011477 / Credit Card,
32042,2008-10-20,,,cash,205.00,,,[LMS Deposit 0001563] 449421 / Credit Card,
32043,2008-10-20,,,cash,210.00,,,[LMS Deposit 0001564]  / Cash,
32060,2008-10-22,,,cash,150.00,,,[LMS Deposit 0001581]  / Cash,
32049,2008-10-23,,,cash,88.25,,,[LMS Deposit 0001570] 414191 / Credit Card,
32051,2008-10-23,,,cash,205.00,,,[LMS Deposit 0001572] 023053 / Credit Card,
32052,2008-10-23,,,cash,410.00,,,[LMS Deposit 0001573] 023328 / Credit Card,
32053,2008-10-23,,,cash,68.25,,,[LMS Deposit 0001574] 02339b / Credit Card,
32054,2008-10-23,,,cash,68.25,,,[LMS Deposit 0001575] 02339b / Credit Card,
32044,2008-10-24,,,cash,173.25,,,[LMS Deposit 0001565] 071109 / Credit Card,
32045,2008-10-25,,,cash,205.00,,,[LMS Deposit 0001566] 015170 / Credit Card,
32059,2008-10-25,,,cash,1023.75,,,[LMS Deposit 0001580] 011821 / Credit Card,
32048,2008-10-26,,,cash,205.00,,,[LMS Deposit 0001569] 090322 / Credit Card,
32058,2008-10-26,,,cash,626.25,,,[LMS Deposit 0001579] 003898 / Credit Card,
32085,2008-10-26,,,cash,950.00,,,[LMS Deposit 0001606] 005860 / Credit Card,
32046,2008-10-28,,,cash,205.00,,,[LMS Deposit 0001567] 160240 / Credit Card,
32057,2008-10-29,,,cash,682.50,,,[LMS Deposit 0001578] 016844 / Credit Card,
32047,2008-10-30,,,cash,141.75,,,[LMS Deposit 0001568] 446489 / Credit Card,
32055,2008-10-30,,,cash,141.75,,,[LMS Deposit 0001576] 02339b / Credit Card,
32056,2008-10-30,,,cash,218.40,,,[LMS Deposit 0001577] 02339b / Credit Card,
32062,2008-10-30,,,cash,897.50,,,[LMS Deposit 0001583] 453800 / Credit Card,
32063,2008-10-30,,,cash,150.00,,,[LMS Deposit 0001584] 453839 / Credit Card,
32089,2008-10-31,,,cash,390.50,,,[LMS Deposit 0001610]  / Cash,
32083,2008-11-02,,,cash,105.00,,,[LMS Deposit 0001604]  / Cash,
32084,2008-11-02,,,cash,464.25,,,[LMS Deposit 0001605]  / Cash,
32086,2008-11-02,,,cash,600.00,,,[LMS Deposit 0001607]  / Cash,
32087,2008-11-03,,,cash,220.50,,,[LMS Deposit 0001608] 062964 / Credit Card,
32088,2008-11-03,,,cash,295.00,,,[LMS Deposit 0001609]  / Cash,
32090,2008-11-04,,,cash,78.00,,,[LMS Deposit 0001611] 035651 / Credit Card,
32091,2008-11-04,,,cash,173.00,,,[LMS Deposit 0001612] 486295 / Credit Card,
32092,2008-11-05,,,cash,220.50,,,[LMS Deposit 0001613]  / Cash,
32093,2008-11-05,,,cash,240.50,,,"[LMS Deposit 0001614] 15470B, 15480B / Credit Card",
32094,2008-11-05,,,cash,175.00,,,[LMS Deposit 0001615] 761563 / Credit Card,
32095,2008-11-05,,,cash,205.00,,,[LMS Deposit 0001616]  / Cash,
32096,2008-11-05,,,cash,535.70,,,[LMS Deposit 0001617] 74a348 / Credit Card,
32097,2008-11-05,,,cash,330.75,,,[LMS Deposit 0001618]  / Check,
32098,2008-11-05,,,cash,131.75,,,[LMS Deposit 0001619]  / Credit Card,
32099,2008-11-05,,,cash,416.50,,,[LMS Deposit 0001620]  / Check,
32100,2008-11-05,,,cash,128.00,,,[LMS Deposit 0001621]  / Cash,
32122,2008-11-05,,,cash,195.02,,,[LMS Deposit 0001644] 079456 / Credit Card,
32101,2008-11-06,,,cash,141.75,,,[LMS Deposit 0001622] 057940 / Credit Card,
32102,2008-11-06,,,cash,141.75,,,[LMS Deposit 0001623] 030344 / Credit Card,
32106,2008-11-06,,,cash,245.00,,,[LMS Deposit 0001627] 053111 / Credit Card,
32103,2008-11-07,,,cash,157.50,,,[LMS Deposit 0001624] 036594 / Credit Card,
32104,2008-11-07,,,cash,187.50,,,[LMS Deposit 0001625] 017844 / Credit Card,
32105,2008-11-07,,,cash,75.00,,,[LMS Deposit 0001626] 004844 / Credit Card,
32107,2008-11-08,,,cash,1245.00,,,[LMS Deposit 0001628] 066692 / Credit Card,
32108,2008-11-08,,,cash,346.50,,,[LMS Deposit 0001629] 2082 / Check,
32109,2008-11-08,,,cash,472.50,,,[LMS Deposit 0001630] 125 / Check,
32110,2008-11-08,,,cash,1588.75,,,[LMS Deposit 0001631] 005764 / Credit Card,
32111,2008-11-08,,,cash,375.38,,,[LMS Deposit 0001632] 25a031 / Credit Card,
32112,2008-11-08,,,cash,120.00,,,[LMS Deposit 0001633]  / Cash,
32127,2008-11-08,,,cash,141.75,,,[LMS Deposit 0001649] 19522b / Credit Card,
32116,2008-11-09,,,cash,175.00,,,[LMS Deposit 0001637] 94a379 / Credit Card,
32113,2008-11-10,,,cash,349.69,,,[LMS Deposit 0001634] 5022 / Check,
32114,2008-11-10,,,cash,102.12,,,[LMS Deposit 0001635] 029597 / Credit Card,
32115,2008-11-10,,,cash,921.12,,,[LMS Deposit 0001636] 081462 / Credit Card,
32117,2008-11-10,,,cash,205.00,,,[LMS Deposit 0001639] 031965 / Credit Card,
32118,2008-11-12,,,cash,68.25,,,[LMS Deposit 0001640] 16534b / Credit Card,
32119,2008-11-12,,,cash,200.00,,,[LMS Deposit 0001641] 074681 / Credit Card,
32125,2008-11-12,,,cash,68.25,,,[LMS Deposit 0001647] 045036 / Credit Card,
32126,2008-11-12,,,cash,174.00,,,[LMS Deposit 0001648] R01782 / Credit Card,
32120,2008-11-13,,,cash,409.50,,,[LMS Deposit 0001642] 000716 / Debit Cards,
32121,2008-11-13,,,cash,130.00,,,[LMS Deposit 0001643] 021443 / Credit Card,
32123,2008-11-13,,,cash,205.00,,,[LMS Deposit 0001645]  / Check,
32124,2008-11-13,,,cash,205.00,,,[LMS Deposit 0001646] 21112b / Credit Card,
32128,2008-11-14,,,cash,797.50,,,[LMS Deposit 0001650] 071790 / Credit Card,
32134,2008-11-14,,,cash,152.25,,,[LMS Deposit 0001656] 045591 / Credit Card,
32129,2008-11-15,,,cash,731.25,,,[LMS Deposit 0001651] 79a292 / Credit Card,
32130,2008-11-15,,,cash,609.30,,,[LMS Deposit 0001652] 25a305 / Credit Card,
32131,2008-11-15,,,cash,410.00,,,[LMS Deposit 0001653] 057205 / Credit Card,
32133,2008-11-15,,,cash,204.50,,,[LMS Deposit 0001655]  / Cash,
32136,2008-11-15,,,cash,210.00,,,[LMS Deposit 0001658]  / Cash,
32137,2008-11-15,,,cash,225.00,,,[LMS Deposit 0001659] 081604 / Credit Card,
32132,2008-11-17,,,cash,204.50,,,[LMS Deposit 0001654]  / Cash,
32135,2008-11-17,,,cash,205.00,,,[LMS Deposit 0001657]  / Cash,
32138,2008-11-18,,,cash,205.00,,,[LMS Deposit 0001661] 037566 / Credit Card,
32144,2008-11-18,,,cash,68.25,,,[LMS Deposit 0001667] 454447 / Credit Card,
32147,2008-11-18,,,cash,205.00,,,[LMS Deposit 0001670] 087586 / Credit Card,
32139,2008-11-19,,,cash,173.25,,,[LMS Deposit 0001662]  / ,
32140,2008-11-19,,,cash,141.75,,,[LMS Deposit 0001663] 055983 / Credit Card,
32146,2008-11-19,,,cash,195.00,,,[LMS Deposit 0001669] 019871 / Credit Card,
32170,2008-11-19,,,cash,546.00,,,[LMS Deposit 0001693]  / Cash,
32177,2008-11-19,,,cash,300.00,,,[LMS Deposit 0001700]  / Cash,
32145,2008-11-20,,,cash,204.75,,,[LMS Deposit 0001668] 020154 / Credit Card,
32188,2008-11-20,,,cash,204.75,,,[LMS Deposit 0001711] 021116 / Credit Card,
32141,2008-11-21,,,cash,205.00,,,[LMS Deposit 0001664] 13340z / Credit Card,
32142,2008-11-21,,,cash,173.25,,,[LMS Deposit 0001665] 15102B / Credit Card,
32143,2008-11-21,,,cash,400.00,,,[LMS Deposit 0001666] 006855 / Credit Card,
32168,2008-11-21,,,cash,409.50,,,[LMS Deposit 0001691] 414201 / Credit Card,
32169,2008-11-21,,,cash,204.75,,,[LMS Deposit 0001692] 02588 / Credit Card,
32171,2008-11-21,,,cash,105.00,,,[LMS Deposit 0001694] 007305 / Check,
32172,2008-11-21,,,cash,126.00,,,[LMS Deposit 0001695] 007305 / Check,
32173,2008-11-21,,,cash,126.00,,,[LMS Deposit 0001696] 007305 / Check,
32174,2008-11-21,,,cash,186.00,,,[LMS Deposit 0001697] 07305 / Check,
32175,2008-11-21,,,cash,470.00,,,[LMS Deposit 0001698] 037279 / Credit Card,
32148,2008-11-22,,,cash,750.00,,,[LMS Deposit 0001671]  / Cash,
32160,2008-11-22,,,cash,68.25,,,[LMS Deposit 0001683] 062645 / Credit Card,
32161,2008-11-22,,,cash,68.25,,,[LMS Deposit 0001684] 062645 / Credit Card,
32164,2008-11-22,,,cash,37.50,,,[LMS Deposit 0001687]  / Cash,
32165,2008-11-22,,,cash,102.38,,,[LMS Deposit 0001688]  / Cash,
32176,2008-11-22,,,cash,409.50,,,[LMS Deposit 0001699] 015413 / Credit Card,
32178,2008-11-22,,,cash,34.12,,,[LMS Deposit 0001701]  / Cash,
32179,2008-11-22,,,cash,100.00,,,[LMS Deposit 0001702]  / Check,
32185,2008-11-22,,,cash,141.75,,,[LMS Deposit 0001708]  / Cash,
32166,2008-11-23,,,cash,204.75,,,[LMS Deposit 0001689] 067550 / Credit Card,
32167,2008-11-23,,,cash,102.37,,,[LMS Deposit 0001690] 067550 / Credit Card,
32180,2008-11-23,,,cash,220.50,,,[LMS Deposit 0001703]  / Credit Card,
32149,2008-11-24,,,cash,205.00,,,[LMS Deposit 0001672] 17415z / Credit Card,
32186,2008-11-24,,,cash,317.12,,,[LMS Deposit 0001709] 13A082 / Credit Card,
32150,2008-11-25,,,cash,304.69,,,[LMS Deposit 0001673] 78a212 / Credit Card,
32187,2008-11-25,,,cash,1360.50,,,[LMS Deposit 0001710] 072514 / Credit Card,
32151,2008-11-26,,,cash,950.00,,,[LMS Deposit 0001674] 026854 / Credit Card,
32153,2008-11-26,,,cash,205.00,,,[LMS Deposit 0001676] 055381 / Credit Card,
32152,2008-11-27,,,cash,205.00,,,[LMS Deposit 0001675] 027264 / Credit Card,
32154,2008-11-28,,,cash,205.00,,,[LMS Deposit 0001677] 469461 / Credit Card,
32155,2008-11-28,,,cash,68.25,,,[LMS Deposit 0001678] 013122 / Credit Card,
32156,2008-11-28,,,cash,68.25,,,[LMS Deposit 0001679] 013021 / Credit Card,
32163,2008-11-28,,,cash,409.25,,,[LMS Deposit 0001686]  / Cash,
32182,2008-11-28,,,cash,204.50,,,[LMS Deposit 0001705]  / Cash,
32157,2008-11-29,,,cash,78.25,,,[LMS Deposit 0001680] 002944 / Credit Card,
32158,2008-11-29,,,cash,68.25,,,[LMS Deposit 0001681] 002944 / Credit Card,
32159,2008-11-29,,,cash,68.25,,,[LMS Deposit 0001682]  / Cash,
32183,2008-11-29,,,cash,204.50,,,[LMS Deposit 0001706] 03171Z / Credit Card,
32184,2008-11-29,,,cash,409.50,,,[LMS Deposit 0001707] 01371Z / Credit Card,
32162,2008-11-30,,,cash,152.25,,,[LMS Deposit 0001685] 015541 / Credit Card,
32181,2008-12-01,,,cash,960.50,,,[LMS Deposit 0001704]  / Cash,
32189,2008-12-01,,,cash,205.00,,,[LMS Deposit 0001712] 064062 / Credit Card,
32190,2008-12-01,,,cash,141.75,,,[LMS Deposit 0001713] 056501 / Credit Card,
32191,2008-12-02,,,cash,205.00,,,[LMS Deposit 0001714] 080741 / Credit Card,
32192,2008-12-02,,,cash,567.00,,,[LMS Deposit 0001716] 029821 / Credit Card,
32193,2008-12-02,,,cash,175.00,,,[LMS Deposit 0001717] 084843 / Credit Card,
32194,2008-12-02,,,cash,350.00,,,[LMS Deposit 0001718] 19415Z / Credit Card,
32195,2008-12-03,,,cash,297.50,,,[LMS Deposit 0001719] 10455R / Credit Card,
32196,2008-12-04,,,cash,141.75,,,[LMS Deposit 0001720] 18562B / Credit Card,
32197,2008-12-04,,,cash,250.00,,,[LMS Deposit 0001721] 080683 / Credit Card,
32198,2008-12-04,,,cash,205.00,,,[LMS Deposit 0001722] 002563 / Credit Card,
32199,2008-12-04,,,cash,34.12,,,[LMS Deposit 0001723] 22a812 / Credit Card,
32219,2008-12-04,,,cash,367.50,,,[LMS Deposit 0001743] 0299 / Check,
32220,2008-12-05,,,cash,367.50,,,[LMS Deposit 0001744] 0299 / Check,
33263,2008-12-06,,,cash,204.50,,,[LMS Deposit 0002793]  / Cash,
32201,2008-12-07,,,cash,263.50,,,[LMS Deposit 0001725] 120145 / Credit Card,
32204,2008-12-08,,,cash,235.75,,,[LMS Deposit 0001728] 020676 / Credit Card,
32200,2008-12-09,,,cash,34.12,,,[LMS Deposit 0001724]  / Cash,
32202,2008-12-09,,,cash,225.00,,,[LMS Deposit 0001726] 27a544 / Credit Card,
32203,2008-12-09,,,cash,255.00,,,[LMS Deposit 0001727] 078218 / Credit Card,
32205,2008-12-09,,,cash,205.00,,,[LMS Deposit 0001729] 067322 / Credit Card,
32233,2008-12-09,,,cash,141.75,,,[LMS Deposit 0001757] 009789 / Credit Card,
32284,2008-12-09,,,cash,204.50,,,[LMS Deposit 0001808]  / Cash,
32285,2008-12-09,,,cash,409.50,,,[LMS Deposit 0001809]  / Cash,
32206,2008-12-10,,,cash,205.00,,,[LMS Deposit 0001730] 010718 / Credit Card,
32229,2008-12-10,,,cash,2001.43,,,[LMS Deposit 0001753] 20263 / Check,
32207,2008-12-11,,,cash,182.25,,,[LMS Deposit 0001731] 015497 / Credit Card,
32208,2008-12-11,,,cash,476.44,,,[LMS Deposit 0001732] 17220 / Check,
32209,2008-12-11,,,cash,205.00,,,[LMS Deposit 0001733] 003395 / Credit Card,
32210,2008-12-11,,,cash,199.24,,,[LMS Deposit 0001734] 448977 / Credit Card,
32211,2008-12-13,,,cash,65.00,,,[LMS Deposit 0001735] 096667 / Credit Card,
32212,2008-12-13,,,cash,123.15,,,[LMS Deposit 0001736]  / Cash,
32213,2008-12-13,,,cash,910.00,,,[LMS Deposit 0001737]  / Cash,
32214,2008-12-13,,,cash,265.00,,,[LMS Deposit 0001738] 032565 / Credit Card,
32236,2008-12-13,,,cash,141.75,,,[LMS Deposit 0001760] 01379 B / Credit Card,
32215,2008-12-14,,,cash,195.75,,,[LMS Deposit 0001739] 11180Z / Credit Card,
32216,2008-12-15,,,cash,484.65,,,[LMS Deposit 0001740] 19041B / Credit Card,
32217,2008-12-15,,,cash,212.62,,,[LMS Deposit 0001741]  / Cash,
32218,2008-12-15,,,cash,1092.00,,,[LMS Deposit 0001742] 230324 / Credit Card,
32221,2008-12-15,,,cash,205.00,,,[LMS Deposit 0001745] 090803 / Credit Card,
32222,2008-12-15,,,cash,205.00,,,[LMS Deposit 0001746] 021646 / Credit Card,
32234,2008-12-15,,,cash,68.25,,,[LMS Deposit 0001758] 069072 / Credit Card,
32223,2008-12-17,,,cash,541.50,,,[LMS Deposit 0001747] 061249 / Credit Card,
32224,2008-12-17,,,cash,2310.00,,,[LMS Deposit 0001748] 4216 / Check,
32316,2008-12-17,,,cash,231.75,,,[LMS Deposit 0001840] 268 / Check,
32225,2008-12-18,,,cash,81.25,,,[LMS Deposit 0001749] 10a185 / Credit Card,
32226,2008-12-18,,,cash,406.25,,,[LMS Deposit 0001750] 30a301 / Credit Card,
32227,2008-12-18,,,cash,225.00,,,[LMS Deposit 0001751] 16a143 / Credit Card,
32228,2008-12-18,,,cash,1491.46,,,[LMS Deposit 0001752] 59a295 / Credit Card,
32230,2008-12-18,,,cash,84.88,,,[LMS Deposit 0001754] 024017 / Credit Card,
32231,2008-12-18,,,cash,105.00,,,[LMS Deposit 0001755]  / Cash,
32232,2008-12-18,,,cash,682.50,,,[LMS Deposit 0001756] 031971 / Credit Card,
32235,2008-12-18,,,cash,68.25,,,[LMS Deposit 0001759]  / Credit Card,
32278,2008-12-18,,,cash,220.50,,,[LMS Deposit 0001802] 76a024 / Credit Card,
32237,2008-12-19,,,cash,477.50,,,[LMS Deposit 0001761] 000892 / Credit Card,
32270,2008-12-19,,,cash,897.50,,,[LMS Deposit 0001794]  / Cash,
32272,2008-12-19,,,cash,204.50,,,[LMS Deposit 0001796]  / Cash,
32277,2008-12-19,,,cash,220.50,,,[LMS Deposit 0001801] 91a998 / Credit Card,
32253,2008-12-20,,,cash,105.00,,,[LMS Deposit 0001777]  / Cash,
32266,2008-12-20,,,cash,141.75,,,[LMS Deposit 0001790] 01379B / Credit Card,
32271,2008-12-20,,,cash,533.78,,,[LMS Deposit 0001795]  / Cash,
32275,2008-12-20,,,cash,409.50,,,[LMS Deposit 0001799] 094904 / Credit Card,
32276,2008-12-20,,,cash,68.25,,,[LMS Deposit 0001800] 094094 / Credit Card,
32303,2008-12-20,,,cash,693.00,,,[LMS Deposit 0001827] 062134 / Credit Card,
32308,2008-12-20,,,cash,346.50,,,[LMS Deposit 0001832] 062134 / Credit Card,
32269,2008-12-21,,,cash,1959.38,,,[LMS Deposit 0001793] 007280 / Credit Card,
32244,2008-12-22,,,cash,205.00,,,[LMS Deposit 0001768] 045940 / Credit Card,
32248,2008-12-22,,,cash,174.00,,,[LMS Deposit 0001772] 022152 / Credit Card,
32249,2008-12-22,,,cash,65.00,,,[LMS Deposit 0001773] 13231Z / Credit Card,
32263,2008-12-22,,,cash,205.00,,,[LMS Deposit 0001787] 092337 / Credit Card,
32252,2008-12-23,,,cash,141.75,,,[LMS Deposit 0001776] 042243 / Credit Card,
32260,2008-12-23,,,cash,346.50,,,[LMS Deposit 0001784]  / Cash,
32250,2008-12-26,,,cash,600.00,,,[LMS Deposit 0001774]  / Cash,
32251,2008-12-26,,,cash,220.50,,,[LMS Deposit 0001775] 458024 / Credit Card,
32243,2008-12-27,,,cash,600.00,,,[LMS Deposit 0001767] 091394 / Credit Card,
32282,2008-12-27,,,cash,231.00,,,[LMS Deposit 0001806] 22291B / Credit Card,
32240,2008-12-28,,,cash,225.00,,,[LMS Deposit 0001764] 26a240 / Credit Card,
32238,2008-12-29,,,cash,68.25,,,[LMS Deposit 0001762]  / Credit Card,
32239,2008-12-29,,,cash,205.00,,,[LMS Deposit 0001763] 092264 / Credit Card,
32241,2008-12-29,,,cash,145.00,,,[LMS Deposit 0001765] 046499 / Credit Card,
32242,2008-12-29,,,cash,183.75,,,[LMS Deposit 0001766] 052819 / Credit Card,
32245,2008-12-29,,,cash,628.37,,,[LMS Deposit 0001769] 095606 / Credit Card,
32246,2008-12-29,,,cash,162.50,,,[LMS Deposit 0001770] 10a658 / Credit Card,
32247,2008-12-30,,,cash,141.75,,,[LMS Deposit 0001771] 030117 / Credit Card,
32261,2008-12-30,,,cash,461.25,,,[LMS Deposit 0001785] 22220B / Credit Card,
31061,2008-12-31,,,cash,65.00,,,[LMS Deposit 0000577]  / Cash,
32262,2008-12-31,,,cash,265.00,,,[LMS Deposit 0001786] 993003 / Debit Cards,
32254,2009-01-01,,,cash,634.62,,,[LMS Deposit 0001778]  / Cash,
32255,2009-01-01,,,cash,34.12,,,[LMS Deposit 0001779]  / Cash,
32256,2009-01-01,,,cash,165.11,,,[LMS Deposit 0001780]  / Cash,
32257,2009-01-01,,,cash,78.25,,,[LMS Deposit 0001781] 647690 / American Express,
32258,2009-01-01,,,cash,230.50,,,[LMS Deposit 0001782] 12a581 / American Express,
32259,2009-01-01,,,cash,500.00,,,[LMS Deposit 0001783]  / Cash,
32264,2009-01-01,,,cash,745.00,,,[LMS Deposit 0001788] 085949 / Credit Card,
32290,2009-01-01,,,cash,3.25,,,[LMS Deposit 0001814]  / Cash,
32265,2009-01-03,,,cash,409.50,,,[LMS Deposit 0001789]  / Cash,
32267,2009-01-03,,,cash,173.25,,,[LMS Deposit 0001791] 449452 / Master Card,
32268,2009-01-03,,,cash,173.25,,,[LMS Deposit 0001792] 492681 / Master Card,
32273,2009-01-03,,,cash,204.75,,,[LMS Deposit 0001797] 030665 / Visa,
32274,2009-01-03,,,cash,173.25,,,[LMS Deposit 0001798] 051581 / Visa,
32279,2009-01-03,,,cash,682.50,,,[LMS Deposit 0001803] 027697 / Visa,
32291,2009-01-03,,,cash,614.00,,,[LMS Deposit 0001815]  / Cash,
32297,2009-01-03,,,cash,540.75,,,[LMS Deposit 0001821] 090959 / Credit Card,
32304,2009-01-03,,,cash,472.50,,,[LMS Deposit 0001828]  / Cash,
32340,2009-01-03,,,cash,716.38,,,[LMS Deposit 0001864] 003478 / Credit Card,
32280,2009-01-04,,,cash,487.50,,,[LMS Deposit 0001804] 37A400 / American Express,
32281,2009-01-04,,,cash,121.88,,,[LMS Deposit 0001805] 35a775 / American Express,
32299,2009-01-04,,,cash,145.00,,,[LMS Deposit 0001823] 466092 / Visa,
32300,2009-01-04,,,cash,205.00,,,[LMS Deposit 0001824] 465952 / Visa,
32302,2009-01-04,,,cash,609.38,,,[LMS Deposit 0001826] 35A775 / American Express,
32283,2009-01-05,,,cash,484.65,,,[LMS Deposit 0001807] 055089 / Credit Card,
32286,2009-01-05,,,cash,173.25,,,[LMS Deposit 0001810] 084489 / Visa,
32287,2009-01-05,,,cash,205.00,,,[LMS Deposit 0001811] 034925 / Visa,
32288,2009-01-05,,,cash,173.25,,,[LMS Deposit 0001812] 004100 / Visa,
32289,2009-01-06,,,cash,220.50,,,[LMS Deposit 0001813] 025796 / Master Card,
32292,2009-01-06,,,cash,210.00,,,[LMS Deposit 0001816] 354 / Check,
32293,2009-01-06,,,cash,220.50,,,[LMS Deposit 0001817] 375193 / Master Card,
32294,2009-01-06,,,cash,220.50,,,[LMS Deposit 0001818] 375198 / Master Card,
32295,2009-01-06,,,cash,204.75,,,[LMS Deposit 0001819]  / Cash,
32296,2009-01-06,,,cash,283.50,,,[LMS Deposit 0001820] 131691 / Master Card,
32298,2009-01-06,,,cash,420.75,,,[LMS Deposit 0001822] R09249 / Master Card,
32301,2009-01-07,,,cash,165.00,,,[LMS Deposit 0001825]  / Cash,
32305,2009-01-07,,,cash,141.75,,,[LMS Deposit 0001829] 066 / Check,
32306,2009-01-07,,,cash,205.00,,,[LMS Deposit 0001830] 077193 / Visa,
32307,2009-01-07,,,cash,205.00,,,[LMS Deposit 0001831] 023406 / Master Card,
32309,2009-01-07,,,cash,205.00,,,[LMS Deposit 0001833] 063747 / Visa,
32310,2009-01-08,,,cash,205.00,,,[LMS Deposit 0001834] 12392B / Master Card,
32311,2009-01-08,,,cash,151.75,,,[LMS Deposit 0001835]  / Cash,
32312,2009-01-09,,,cash,175.00,,,[LMS Deposit 0001836] 078517 / Visa,
32313,2009-01-09,,,cash,205.00,,,[LMS Deposit 0001837] 074778 / Visa,
32314,2009-01-09,,,cash,171.50,,,[LMS Deposit 0001838]  / Cash,
32343,2009-01-09,,,cash,220.00,,,[LMS Deposit 0001867]  / Cash,
32315,2009-01-10,,,cash,205.00,,,[LMS Deposit 0001839] 091041 / Visa,
32317,2009-01-10,,,cash,68.25,,,[LMS Deposit 0001841] 268 / Check,
32318,2009-01-10,,,cash,765.48,,,[LMS Deposit 0001842] 087043 / Visa,
32319,2009-01-13,,,cash,105.00,,,[LMS Deposit 0001843]  / Credit Card,
32320,2009-01-13,,,cash,141.75,,,[LMS Deposit 0001844] 005851 / Master Card,
32321,2009-01-13,,,cash,173.25,,,[LMS Deposit 0001845] 090352 / Visa,
32322,2009-01-13,,,cash,205.00,,,[LMS Deposit 0001846] 448338 / Visa,
32323,2009-01-13,,,cash,141.75,,,[LMS Deposit 0001847] 17483B / Master Card,
32324,2009-01-15,,,cash,68.25,,,[LMS Deposit 0001848] 036153 / Visa,
32325,2009-01-15,,,cash,68.25,,,[LMS Deposit 0001849] 075799 / Visa,
